Campus,Student Path,Entry Stat,Old_Hegis,HEGIS at Exit,Major,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year,% students found ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,12142,12142,Environmental and Occupational Health,117,27,"$81,594","$130,353","$154,784","$122,290",22,15,81.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,12201,12201,Communicative Disorders,421,386,"$44,892","$60,996","$71,242","$59,350",341,1,88.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,12201,12201,Communicative Disorders,421,346,"$51,054","$71,356","$84,866","$68,485",307,2,88.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,12201,12201,Communicative Disorders,421,309,"$58,335","$75,171","$89,507","$74,106",266,3,86.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,12201,12201,Communicative Disorders,421,274,"$60,302","$79,708","$92,739","$76,500",230,4,83.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,12201,12201,Communicative Disorders,421,260,"$59,227","$80,329","$94,653","$76,215",218,5,83.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,12201,12201,Communicative Disorders,421,236,"$57,833","$79,580","$94,396","$76,252",195,6,82.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,12201,12201,Communicative Disorders,421,215,"$61,785","$84,858","$99,185","$81,249",168,7,78.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,12201,12201,Communicative Disorders,421,192,"$65,068","$86,235","$104,141","$82,070",146,8,76.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,12201,12201,Communicative Disorders,421,174,"$46,703","$85,058","$103,103","$78,661",132,9,75.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,12201,12201,Communicative Disorders,421,157,"$48,605","$85,674","$101,434","$78,509",118,10,75.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,12201,12201,Communicative Disorders,421,140,"$48,139","$84,462","$101,109","$78,166",104,11,74.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,12201,12201,Communicative Disorders,421,119,"$62,936","$85,637","$103,646","$82,487",85,12,71.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,12201,12201,Communicative Disorders,421,101,"$57,807","$88,237","$107,841","$84,446",71,13,70.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,12201,12201,Communicative Disorders,421,90,"$74,157","$93,997","$107,804","$87,663",61,14,67.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,12201,12201,Communicative Disorders,421,76,"$68,308","$93,607","$112,514","$86,142",52,15,68.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,13011+13061,13061,Dietetics/Nutritional Science,282,262,"$26,137","$46,323","$64,911","$46,590",200,1,76.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,13011+13061,13061,Dietetics/Nutritional Science,282,246,"$33,340","$55,312","$72,357","$54,475",183,2,74.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,13011+13061,13061,Dietetics/Nutritional Science,282,226,"$35,648","$55,859","$74,386","$56,823",169,3,74.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,13011+13061,13061,Dietetics/Nutritional Science,282,201,"$34,446","$58,772","$77,226","$59,931",146,4,72.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,13011+13061,13061,Dietetics/Nutritional Science,282,176,"$41,329","$66,292","$87,600","$66,371",122,5,69.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,13011+13061,13061,Dietetics/Nutritional Science,282,151,"$38,513","$72,819","$89,293","$70,264",99,6,65.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,13011+13061,13061,Dietetics/Nutritional Science,282,125,"$40,185","$72,847","$93,311","$72,606",80,7,64.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,13011+13061,13061,Dietetics/Nutritional Science,282,102,"$46,983","$82,276","$92,766","$75,937",60,8,58.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,13011+13061,13061,Dietetics/Nutritional Science,282,84,"$34,602","$78,418","$93,050","$73,457",50,9,59.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,13011+13061,13061,Dietetics/Nutritional Science,282,68,"$27,621","$70,135","$96,662","$70,361",38,10,55.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,13011+13061,13061,Dietetics/Nutritional Science,282,57,"$17,424","$47,249","$106,719","$69,486",33,11,57.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,13011+13061,13061,Dietetics/Nutritional Science,282,47,"$20,706","$84,985","$115,533","$77,903",25,12,53.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,13011+13061,13061,Dietetics/Nutritional Science,282,37,"$12,995","$42,044","$111,643","$59,585",21,13,56.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,13011+13061,13061,Dietetics/Nutritional Science,282,29,"$5,439","$24,456","$96,631","$45,707",19,14,65.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,13011+13061,13061,Dietetics/Nutritional Science,282,25,"$12,882","$80,369","$106,872","$67,302",13,15,52.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15011,15011,English,714,660,"$22,976","$48,418","$72,856","$49,521",482,1,73.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15011,15011,English,714,596,"$31,405","$61,091","$79,114","$57,538",436,2,73.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15011,15011,English,714,545,"$35,103","$62,302","$84,655","$61,086",395,3,72.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15011,15011,English,714,496,"$33,507","$63,043","$85,631","$62,697",354,4,71.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15011,15011,English,714,429,"$34,797","$65,494","$89,876","$64,998",305,5,71.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15011,15011,English,714,374,"$43,456","$69,499","$90,907","$70,079",256,6,68.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15011,15011,English,714,333,"$47,362","$73,278","$95,298","$74,005",227,7,68.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15011,15011,English,714,289,"$51,082","$80,168","$98,226","$76,300",189,8,65.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15011,15011,English,714,245,"$55,332","$81,271","$99,343","$78,534",162,9,66.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15011,15011,English,714,212,"$48,232","$84,063","$101,228","$78,542",145,10,68.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15011,15011,English,714,185,"$44,575","$83,422","$102,882","$77,334",130,11,70.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15011,15011,English,714,148,"$50,081","$84,364","$98,116","$77,112",99,12,66.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15011,15011,English,714,120,"$62,325","$86,558","$98,073","$81,021",78,13,65.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15011,15011,English,714,96,"$58,385","$84,752","$101,161","$87,757",63,14,65.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15011,15011,English,714,73,"$28,312","$84,855","$91,985","$73,163",50,15,68.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15051,15051,Linguistics,49,48,"$24,925","$46,130","$64,025","$44,113",36,1,75.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15051,15051,Linguistics,49,43,"$28,840","$48,817","$72,530","$49,264",31,2,72.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15051,15051,Linguistics,49,38,"$21,082","$40,919","$77,174","$44,120",27,3,71.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15051,15051,Linguistics,49,35,"$26,472","$57,990","$78,290","$55,488",22,4,62.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15051,15051,Linguistics,49,31,"$23,265","$41,546","$76,598","$49,803",19,5,61.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15051,15051,Linguistics,49,28,"$22,710","$51,052","$88,114","$57,642",16,6,57.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15051,15051,Linguistics,49,25,"$26,270","$48,107","$89,312","$57,689",15,7,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15051,15051,Linguistics,49,22,"$30,211","$59,623","$98,199","$64,004",12,8,54.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15051,15051,Linguistics,49,17,"$23,707","$47,745","$77,992","$57,903",9,9,52.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15051,15051,Linguistics,49,13,"$9,694","$40,674","$50,087","$37,158",6,10,46.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15051,15051,Linguistics,49,11,"$25,112","$38,793","$57,439","$43,732",5,11,45.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15051,15051,Linguistics,49,10,"$30,924","$32,950","$40,878","$36,780",5,12,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15051,15051,Linguistics,49,9,,,,,3,13,33.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15051,15051,Linguistics,49,9,,,,,3,14,33.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15051,15051,Linguistics,49,7,,,,,3,15,42.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15061,15061,Speech Communication,400,348,"$25,237","$50,129","$73,883","$56,568",267,1,76.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15061,15061,Speech Communication,400,308,"$32,657","$60,760","$81,967","$62,143",233,2,75.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15061,15061,Speech Communication,400,276,"$37,086","$59,352","$87,782","$65,142",203,3,73.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15061,15061,Speech Communication,400,249,"$36,831","$63,347","$89,236","$68,840",178,4,71.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15061,15061,Speech Communication,400,222,"$37,795","$65,035","$91,089","$71,290",160,5,72.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15061,15061,Speech Communication,400,186,"$51,076","$78,245","$96,665","$78,894",115,6,61.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15061,15061,Speech Communication,400,155,"$47,889","$80,841","$99,376","$82,262",105,7,67.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15061,15061,Speech Communication,400,130,"$50,228","$81,672","$99,072","$82,211",85,8,65.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15061,15061,Speech Communication,400,116,"$53,529","$89,128","$106,065","$84,038",76,9,65.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15061,15061,Speech Communication,400,93,"$49,912","$88,383","$106,823","$83,854",64,10,68.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15061,15061,Speech Communication,400,77,"$56,120","$90,722","$111,926","$86,674",49,11,63.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15061,15061,Speech Communication,400,56,"$59,874","$92,230","$108,856","$87,832",35,12,62.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15061,15061,Speech Communication,400,45,"$60,906","$90,468","$114,539","$86,734",32,13,71.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15061,15061,Speech Communication,400,39,"$45,113","$77,742","$101,756","$74,475",28,14,71.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,15061,15061,Speech Communication,400,29,"$25,051","$78,398","$104,011","$64,530",19,15,65.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,17011,17011,Mathematics,99,87,"$56,740","$80,385","$94,651","$75,878",74,1,85.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,17011,17011,Mathematics,99,76,"$69,819","$85,713","$107,154","$87,524",63,2,82.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,17011,17011,Mathematics,99,68,"$71,708","$91,237","$107,660","$90,531",53,3,77.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,17011,17011,Mathematics,99,58,"$79,818","$96,391","$104,494","$93,786",45,4,77.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,17011,17011,Mathematics,99,51,"$81,317","$91,240","$113,789","$93,466",40,5,78.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,17011,17011,Mathematics,99,41,"$80,549","$94,845","$126,744","$102,660",34,6,82.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,17011,17011,Mathematics,99,36,"$80,142","$97,165","$121,397","$103,541",30,7,83.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,17011,17011,Mathematics,99,34,"$86,475","$98,947","$122,161","$106,482",29,8,85.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,17011,17011,Mathematics,99,33,"$91,412","$107,382","$124,049","$109,879",28,9,84.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,17011,17011,Mathematics,99,29,"$95,903","$112,364","$131,250","$117,457",25,10,86.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,17011,17011,Mathematics,99,23,"$94,192","$112,706","$128,464","$110,473",19,11,82.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,17011,17011,Mathematics,99,17,"$100,034","$114,878","$130,458","$115,120",15,12,88.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,17011,17011,Mathematics,99,14,"$99,793","$116,264","$130,462","$112,462",13,13,92.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,17011,17011,Mathematics,99,10,"$100,025","$103,369","$126,940","$118,070",9,14,90.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,17011,17011,Mathematics,99,9,"$97,143","$107,210","$127,258","$111,213",8,15,88.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,19021,19021,Physics,29,26,"$29,475","$55,131","$83,581","$58,907",14,1,53.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,19021,19021,Physics,29,20,"$51,960","$60,251","$100,550","$74,842",11,2,55.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,19021,19021,Physics,29,19,"$38,832","$80,855","$114,233","$71,365",11,3,57.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,19021,19021,Physics,29,19,"$33,009","$85,188","$114,886","$76,666",11,4,57.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,19021,19021,Physics,29,15,"$35,854","$81,573","$109,234","$74,793",7,5,46.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,19021,19021,Physics,29,13,"$86,668","$90,641","$116,605","$104,641",5,6,38.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,19021,19021,Physics,29,12,"$68,994","$85,533","$94,022","$78,528",5,7,41.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,19021,19021,Physics,29,10,,,,,4,8,40.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,19021,19021,Physics,29,8,,,,,4,9,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,FTT,19021,19021,Physics,29,7,,,,,3,10,42.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
