Campus,Student Path,Entry Stat,Old_Hegis,HEGIS at Exit,Major,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year,% students found ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,00121+12032,12032,Nursing,201,182,"$81,052","$95,936","$112,601","$97,992",170,1,93.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,00121+12032,12032,Nursing,201,175,"$84,390","$101,676","$125,074","$103,230",161,2,92.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,00121+12032,12032,Nursing,201,156,"$83,877","$105,212","$125,459","$103,888",143,3,91.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,00121+12032,12032,Nursing,201,134,"$87,893","$107,723","$131,048","$108,176",121,4,90.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,00121+12032,12032,Nursing,201,106,"$88,820","$116,411","$140,791","$111,854",95,5,89.62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,00121+12032,12032,Nursing,201,90,"$89,464","$117,652","$142,266","$114,451",79,6,87.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,00121+12032,12032,Nursing,201,67,"$85,443","$121,103","$143,384","$114,331",62,7,92.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,00121+12032,12032,Nursing,201,51,"$97,255","$126,160","$150,674","$118,973",47,8,92.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,00121+12032,12032,Nursing,201,34,"$101,881","$130,699","$158,008","$126,188",31,9,91.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,00121+12032,12032,Nursing,201,19,"$105,132","$130,609","$157,710","$123,481",17,10,89.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,00121+12032,12032,Nursing,201,10,"$81,234","$115,312","$140,370","$118,290",8,11,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,00121+12032,12032,Nursing,201,1, , , ,,1,12,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,00121+12032,12032,Nursing,201,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,00121+12032,12032,Nursing,201,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,00121+12032,12032,Nursing,201,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04011,04011,Biology,"1,797","1,594","$10,347","$21,277","$36,464","$26,346","1,221",1,76.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04011,04011,Biology,"1,797","1,415","$13,785","$29,076","$47,939","$33,821","1,065",2,75.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04011,04011,Biology,"1,797","1,254","$17,348","$37,104","$56,649","$40,578",880,3,70.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04011,04011,Biology,"1,797","1,131","$18,868","$42,858","$62,868","$44,894",788,4,69.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04011,04011,Biology,"1,797","1,040","$21,900","$49,103","$68,629","$51,105",721,5,69.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04011,04011,Biology,"1,797",952,"$28,922","$53,098","$77,002","$56,980",647,6,67.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04011,04011,Biology,"1,797",865,"$31,084","$57,446","$83,512","$61,192",593,7,68.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04011,04011,Biology,"1,797",794,"$34,564","$61,957","$90,070","$66,886",538,8,67.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04011,04011,Biology,"1,797",707,"$38,504","$67,177","$92,875","$73,034",480,9,67.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04011,04011,Biology,"1,797",644,"$40,793","$70,059","$101,065","$78,741",433,10,67.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04011,04011,Biology,"1,797",568,"$40,852","$70,252","$100,836","$80,587",378,11,66.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04011,04011,Biology,"1,797",500,"$45,233","$74,168","$108,878","$83,899",343,12,68.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04011,04011,Biology,"1,797",407,"$44,573","$78,816","$110,195","$85,845",273,13,67.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04011,04011,Biology,"1,797",373,"$44,768","$78,885","$113,984","$88,655",244,14,65.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04011,04011,Biology,"1,797",305,"$46,148","$83,731","$114,106","$92,113",198,15,64.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04141,04141,Biochemistry,237,192,"$12,927","$31,711","$44,683","$30,324",146,1,76.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04141,04141,Biochemistry,237,160,"$21,493","$40,186","$53,156","$39,527",127,2,79.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04141,04141,Biochemistry,237,134,"$28,638","$49,703","$63,494","$47,839",103,3,76.87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04141,04141,Biochemistry,237,128,"$34,382","$52,320","$68,052","$52,116",99,4,77.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04141,04141,Biochemistry,237,116,"$41,020","$56,616","$70,576","$54,402",89,5,76.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04141,04141,Biochemistry,237,98,"$33,321","$58,196","$74,357","$56,735",73,6,74.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04141,04141,Biochemistry,237,88,"$34,509","$62,664","$82,448","$60,285",65,7,73.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04141,04141,Biochemistry,237,76,"$46,258","$64,840","$88,443","$66,147",60,8,78.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04141,04141,Biochemistry,237,66,"$48,161","$66,114","$82,217","$64,835",52,9,78.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04141,04141,Biochemistry,237,58,"$51,430","$66,024","$82,158","$68,851",44,10,75.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04141,04141,Biochemistry,237,45,"$48,444","$69,589","$92,096","$71,830",35,11,77.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04141,04141,Biochemistry,237,40,"$53,010","$75,224","$88,749","$74,804",33,12,82.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04141,04141,Biochemistry,237,31,"$52,201","$85,012","$110,114","$92,942",28,13,90.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04141,04141,Biochemistry,237,27,"$63,409","$84,883","$116,083","$86,896",24,14,88.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,04141,04141,Biochemistry,237,20,"$65,031","$98,367","$119,465","$103,924",16,15,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05011,05011,Business Administration,"1,042","1,032","$16,179","$30,356","$47,635","$34,353",838,1,81.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05011,05011,Business Administration,"1,042","1,021","$20,728","$40,074","$57,117","$41,344",801,2,78.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05011,05011,Business Administration,"1,042","1,012","$23,710","$44,169","$62,455","$45,457",766,3,75.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05011,05011,Business Administration,"1,042",960,"$25,582","$49,754","$68,458","$58,818",724,4,75.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05011,05011,Business Administration,"1,042",892,"$29,640","$55,166","$74,070","$55,095",670,5,75.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05011,05011,Business Administration,"1,042",837,"$33,722","$57,341","$78,800","$59,120",613,6,73.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05011,05011,Business Administration,"1,042",776,"$38,158","$61,257","$88,018","$64,718",564,7,72.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05011,05011,Business Administration,"1,042",702,"$45,500","$65,534","$94,140","$71,802",503,8,71.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05011,05011,Business Administration,"1,042",610,"$45,475","$70,301","$99,575","$76,196",439,9,71.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05011,05011,Business Administration,"1,042",533,"$49,418","$73,880","$106,501","$79,866",381,10,71.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05011,05011,Business Administration,"1,042",451,"$51,530","$79,272","$111,256","$85,260",320,11,70.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05011,05011,Business Administration,"1,042",370,"$56,044","$82,797","$117,484","$96,864",262,12,70.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05011,05011,Business Administration,"1,042",265,"$56,683","$85,834","$123,012","$104,816",182,13,68.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05011,05011,Business Administration,"1,042",201,"$59,183","$86,372","$132,825","$112,952",135,14,67.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05011,05011,Business Administration,"1,042",117,"$55,462","$85,001","$153,051","$112,511",83,15,70.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05021,05021,Accounting,"3,449","3,196","$30,150","$47,560","$59,331","$45,285","2,870",1,89.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05021,05021,Accounting,"3,449","2,964","$44,678","$60,630","$68,956","$56,547","2,642",2,89.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05021,05021,Accounting,"3,449","2,687","$49,008","$65,314","$76,540","$62,619","2,335",3,86.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05021,05021,Accounting,"3,449","2,448","$53,069","$70,591","$84,926","$68,291","2,068",4,84.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05021,05021,Accounting,"3,449","2,264","$54,631","$74,815","$90,682","$72,338","1,868",5,82.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05021,05021,Accounting,"3,449","2,069","$56,898","$79,057","$98,891","$77,679","1,658",6,80.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05021,05021,Accounting,"3,449","1,893","$59,685","$82,635","$105,498","$81,938","1,483",7,78.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05021,05021,Accounting,"3,449","1,738","$59,431","$85,168","$111,762","$85,900","1,320",8,75.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05021,05021,Accounting,"3,449","1,599","$60,495","$87,990","$116,367","$89,819","1,201",9,75.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05021,05021,Accounting,"3,449","1,481","$59,259","$89,325","$118,919","$91,862","1,106",10,74.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05021,05021,Accounting,"3,449","1,367","$61,345","$93,493","$126,523","$96,723","1,011",11,73.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05021,05021,Accounting,"3,449","1,243","$62,910","$96,193","$130,394","$99,382",914,12,73.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05021,05021,Accounting,"3,449","1,070","$63,979","$99,391","$134,396","$102,834",785,13,73.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05021,05021,Accounting,"3,449",990,"$63,648","$99,292","$137,192","$104,146",725,14,73.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,05021,05021,Accounting,"3,449",865,"$60,553","$101,733","$143,900","$108,925",624,15,72.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,07011+07012,07012,Computer Science and Information Technology,"1,679","1,397","$22,144","$45,043","$69,216","$47,808","1,124",1,80.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,07011+07012,07012,Computer Science and Information Technology,"1,679","1,162","$37,455","$62,475","$83,055","$62,352",976,2,83.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,07011+07012,07012,Computer Science and Information Technology,"1,679",980,"$46,084","$72,540","$94,985","$72,270",819,3,83.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,07011+07012,07012,Computer Science and Information Technology,"1,679",882,"$55,996","$80,118","$102,700","$82,690",729,4,82.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,07011+07012,07012,Computer Science and Information Technology,"1,679",796,"$62,224","$87,885","$110,437","$87,920",648,5,81.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,07011+07012,07012,Computer Science and Information Technology,"1,679",731,"$64,994","$93,401","$116,519","$93,011",584,6,79.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,07011+07012,07012,Computer Science and Information Technology,"1,679",682,"$65,045","$93,934","$120,935","$96,911",538,7,78.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,07011+07012,07012,Computer Science and Information Technology,"1,679",654,"$66,012","$96,116","$129,845","$98,580",515,8,78.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,07011+07012,07012,Computer Science and Information Technology,"1,679",619,"$67,496","$99,460","$131,791","$102,175",490,9,79.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,07011+07012,07012,Computer Science and Information Technology,"1,679",585,"$71,187","$105,252","$134,582","$115,371",459,10,78.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,07011+07012,07012,Computer Science and Information Technology,"1,679",553,"$75,791","$109,714","$141,598","$117,492",429,11,77.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,07011+07012,07012,Computer Science and Information Technology,"1,679",504,"$77,292","$110,346","$144,778","$125,651",385,12,76.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,07011+07012,07012,Computer Science and Information Technology,"1,679",443,"$83,746","$111,690","$146,834","$132,403",336,13,75.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,07011+07012,07012,Computer Science and Information Technology,"1,679",404,"$84,728","$118,178","$152,081","$129,552",298,14,73.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,07011+07012,07012,Computer Science and Information Technology,"1,679",342,"$90,617","$120,272","$157,606","$141,197",254,15,74.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,08351,08351,Kinesiology,"3,660","3,241","$11,199","$20,652","$31,663","$23,742","2,782",1,85.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,08351,08351,Kinesiology,"3,660","2,790","$13,838","$26,518","$40,627","$29,745","2,356",2,84.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,08351,08351,Kinesiology,"3,660","2,349","$17,310","$31,834","$49,023","$35,563","1,927",3,82.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,08351,08351,Kinesiology,"3,660","1,981","$19,989","$37,403","$57,735","$41,634","1,596",4,80.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,08351,08351,Kinesiology,"3,660","1,682","$23,009","$42,508","$63,405","$46,442","1,351",5,80.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,08351,08351,Kinesiology,"3,660","1,457","$24,338","$48,612","$69,394","$50,723","1,162",6,79.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
