Campus,Location,Student Path,Entry Stat,Old_Hegis,HEGIS at Exit,Major,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year,% students found
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,873","1,825","$75,703","$97,909","$120,672","$98,890","1,681",1,92.11%
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,873","1,734","$80,201","$102,433","$125,647","$103,490","1,568",2,90.43%
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,873","1,609","$83,019","$106,262","$130,625","$107,095","1,434",3,89.12%
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,873","1,504","$83,388","$108,996","$134,019","$108,415","1,325",4,88.10%
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,873","1,376","$83,180","$111,655","$136,311","$110,678","1,202",5,87.35%
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,873","1,239","$85,993","$113,617","$141,511","$113,402","1,062",6,85.71%
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,873","1,116","$86,118","$117,146","$144,157","$115,975",931,7,83.42%
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,873",987,"$87,341","$116,279","$146,712","$117,021",817,8,82.78%
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,873",895,"$85,324","$114,363","$143,292","$114,350",730,9,81.56%
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,873",821,"$88,766","$115,656","$144,631","$116,737",656,10,79.90%
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,873",741,"$89,291","$118,226","$146,444","$119,098",568,11,76.65%
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,873",660,"$88,029","$117,212","$151,306","$118,320",489,12,74.09%
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,873",614,"$87,885","$120,451","$150,632","$119,808",440,13,71.66%
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,873",555,"$89,760","$118,051","$150,997","$120,679",381,14,68.65%
55,Dominguez Hills,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,873",504,"$89,642","$116,111","$146,986","$117,974",327,15,64.88%
55,Dominguez Hills,1,FTF + FTT,04011,04011,Biology,677,606,"$13,849","$24,853","$37,122","$28,212",434,1,71.62%
55,Dominguez Hills,1,FTF + FTT,04011,04011,Biology,677,535,"$19,019","$33,664","$47,697","$36,275",373,2,69.72%
55,Dominguez Hills,1,FTF + FTT,04011,04011,Biology,677,473,"$22,070","$39,776","$55,871","$40,962",307,3,64.90%
55,Dominguez Hills,1,FTF + FTT,04011,04011,Biology,677,393,"$26,188","$45,614","$63,224","$46,873",254,4,64.63%
55,Dominguez Hills,1,FTF + FTT,04011,04011,Biology,677,334,"$30,177","$51,335","$72,158","$54,082",204,5,61.08%
55,Dominguez Hills,1,FTF + FTT,04011,04011,Biology,677,291,"$32,505","$54,811","$77,459","$57,274",167,6,57.39%
55,Dominguez Hills,1,FTF + FTT,04011,04011,Biology,677,261,"$34,589","$59,092","$79,810","$60,774",142,7,54.41%
55,Dominguez Hills,1,FTF + FTT,04011,04011,Biology,677,246,"$35,810","$63,455","$82,170","$61,524",132,8,53.66%
55,Dominguez Hills,1,FTF + FTT,04011,04011,Biology,677,225,"$34,592","$60,455","$88,321","$64,457",110,9,48.89%
55,Dominguez Hills,1,FTF + FTT,04011,04011,Biology,677,210,"$40,080","$67,437","$90,411","$71,283",101,10,48.10%
55,Dominguez Hills,1,FTF + FTT,04011,04011,Biology,677,199,"$41,046","$68,890","$102,904","$76,676",96,11,48.24%
55,Dominguez Hills,1,FTF + FTT,04011,04011,Biology,677,188,"$40,130","$76,225","$115,170","$79,748",91,12,48.40%
55,Dominguez Hills,1,FTF + FTT,04011,04011,Biology,677,173,"$47,532","$80,041","$115,682","$86,502",78,13,45.09%
55,Dominguez Hills,1,FTF + FTT,04011,04011,Biology,677,154,"$57,352","$89,590","$117,564","$87,949",66,14,42.86%
55,Dominguez Hills,1,FTF + FTT,04011,04011,Biology,677,133,"$63,523","$93,019","$128,002","$93,527",48,15,36.09%
55,Dominguez Hills,1,FTF + FTT,04111,04111,Microbiology,15,14,"$13,867","$39,539","$51,556","$34,530",8,1,57.14%
55,Dominguez Hills,1,FTF + FTT,04111,04111,Microbiology,15,14,"$20,774","$37,253","$89,151","$49,478",7,2,50.00%
55,Dominguez Hills,1,FTF + FTT,04111,04111,Microbiology,15,13,"$12,445","$23,325","$53,007","$35,280",8,3,61.54%
55,Dominguez Hills,1,FTF + FTT,04111,04111,Microbiology,15,10,"$34,522","$43,911","$82,132","$54,606",5,4,50.00%
55,Dominguez Hills,1,FTF + FTT,04111,04111,Microbiology,15,10,"$31,120","$34,713","$92,790","$55,585",5,5,50.00%
55,Dominguez Hills,1,FTF + FTT,04111,04111,Microbiology,15,9,"$8,740","$29,036","$38,968","$40,619",5,6,55.56%
55,Dominguez Hills,1,FTF + FTT,04111,04111,Microbiology,15,8,,,,,3,7,37.50%
55,Dominguez Hills,1,FTF + FTT,04111,04111,Microbiology,15,7,,,,,2,8,28.57%
55,Dominguez Hills,1,FTF + FTT,04111,04111,Microbiology,15,7,,,,,2,9,28.57%
55,Dominguez Hills,1,FTF + FTT,04111,04111,Microbiology,15,7,,,,,2,10,28.57%
55,Dominguez Hills,1,FTF + FTT,04111,04111,Microbiology,15,7,,,,,2,11,28.57%
55,Dominguez Hills,1,FTF + FTT,04111,04111,Microbiology,15,7,,,,,2,12,28.57%
55,Dominguez Hills,1,FTF + FTT,04111,04111,Microbiology,15,7,,,,,2,13,28.57%
55,Dominguez Hills,1,FTF + FTT,04111,04111,Microbiology,15,7,,,,,2,14,28.57%
55,Dominguez Hills,1,FTF + FTT,04111,04111,Microbiology,15,5,,,,,,15,
55,Dominguez Hills,1,FTF + FTT,04141,04141,Biochemistry,94,85,"$11,240","$20,862","$32,887","$24,258",56,1,65.88%
55,Dominguez Hills,1,FTF + FTT,04141,04141,Biochemistry,94,72,"$11,517","$29,681","$45,860","$31,831",45,2,62.50%
55,Dominguez Hills,1,FTF + FTT,04141,04141,Biochemistry,94,60,"$28,198","$40,928","$57,013","$41,858",34,3,56.67%
55,Dominguez Hills,1,FTF + FTT,04141,04141,Biochemistry,94,49,"$23,638","$48,892","$57,160","$47,114",25,4,51.02%
55,Dominguez Hills,1,FTF + FTT,04141,04141,Biochemistry,94,39,"$33,744","$49,516","$70,898","$56,310",20,5,51.28%
55,Dominguez Hills,1,FTF + FTT,04141,04141,Biochemistry,94,32,"$36,536","$54,135","$80,327","$71,004",16,6,50.00%
55,Dominguez Hills,1,FTF + FTT,04141,04141,Biochemistry,94,28,"$36,045","$76,007","$89,946","$78,963",12,7,42.86%
55,Dominguez Hills,1,FTF + FTT,04141,04141,Biochemistry,94,22,"$32,115","$87,150","$96,976","$84,617",8,8,36.36%
55,Dominguez Hills,1,FTF + FTT,04141,04141,Biochemistry,94,18,,,,,4,9,22.22%
55,Dominguez Hills,1,FTF + FTT,04141,04141,Biochemistry,94,17,,,,,4,10,23.53%
55,Dominguez Hills,1,FTF + FTT,04141,04141,Biochemistry,94,17,"$91,483","$99,683","$109,152","$88,695",5,11,29.41%
55,Dominguez Hills,1,FTF + FTT,04141,04141,Biochemistry,94,15,,,,,3,12,20.00%
55,Dominguez Hills,1,FTF + FTT,04141,04141,Biochemistry,94,15,,,,,3,13,20.00%
55,Dominguez Hills,1,FTF + FTT,04141,04141,Biochemistry,94,13,,,,,1,14,7.69%
55,Dominguez Hills,1,FTF + FTT,04141,04141,Biochemistry,94,12,,,,,,15,
55,Dominguez Hills,1,FTF + FTT,04152,04152,Biomedical Physics,22,20,"$15,396","$28,112","$64,819","$42,411",15,1,75.00%
55,Dominguez Hills,1,FTF + FTT,04152,04152,Biomedical Physics,22,18,"$16,229","$42,162","$99,282","$58,921",11,2,61.11%
55,Dominguez Hills,1,FTF + FTT,04152,04152,Biomedical Physics,22,17,"$22,383","$41,697","$103,524","$73,249",11,3,64.71%
55,Dominguez Hills,1,FTF + FTT,04152,04152,Biomedical Physics,22,15,"$26,101","$94,955","$107,116","$91,876",9,4,60.00%
55,Dominguez Hills,1,FTF + FTT,04152,04152,Biomedical Physics,22,13,"$30,362","$82,689","$111,214","$90,626",8,5,61.54%
55,Dominguez Hills,1,FTF + FTT,04152,04152,Biomedical Physics,22,13,"$58,318","$77,966","$110,419","$101,118",7,6,53.85%
55,Dominguez Hills,1,FTF + FTT,04152,04152,Biomedical Physics,22,13,"$67,172","$81,114","$99,158","$84,316",6,7,46.15%
55,Dominguez Hills,1,FTF + FTT,04152,04152,Biomedical Physics,22,13,"$70,731","$89,799","$109,571","$92,206",7,8,53.85%
55,Dominguez Hills,1,FTF + FTT,04152,04152,Biomedical Physics,22,12,"$75,174","$97,220","$127,317","$92,625",7,9,58.33%
55,Dominguez Hills,1,FTF + FTT,04152,04152,Biomedical Physics,22,10,"$64,692","$92,132","$122,874","$86,863",5,10,50.00%
55,Dominguez Hills,1,FTF + FTT,04152,04152,Biomedical Physics,22,10,"$16,041","$86,631","$112,462","$78,096",5,11,50.00%
55,Dominguez Hills,1,FTF + FTT,04152,04152,Biomedical Physics,22,10,,,,,4,12,40.00%
55,Dominguez Hills,1,FTF + FTT,04152,04152,Biomedical Physics,22,10,"$72,876","$73,328","$90,219","$97,073",5,13,50.00%
55,Dominguez Hills,1,FTF + FTT,04152,04152,Biomedical Physics,22,8,,,,,3,14,37.50%
55,Dominguez Hills,1,FTF + FTT,04152,04152,Biomedical Physics,22,5,,,,,,15,
55,Dominguez Hills,1,FTF + FTT,05011,05011,Business Administration,"5,448","5,189","$20,928","$36,244","$51,797","$39,136","4,398",1,84.76%
55,Dominguez Hills,1,FTF + FTT,05011,05011,Business Administration,"5,448","4,756","$28,142","$44,758","$60,815","$46,523","3,953",2,83.12%
55,Dominguez Hills,1,FTF + FTT,05011,05011,Business Administration,"5,448","4,328","$31,998","$48,740","$65,472","$50,717","3,493",3,80.71%
55,Dominguez Hills,1,FTF + FTT,05011,05011,Business Administration,"5,448","3,899","$33,968","$52,354","$69,937","$54,196","3,076",4,78.89%
55,Dominguez Hills,1,FTF + FTT,05011,05011,Business Administration,"5,448","3,534","$38,138","$55,913","$74,322","$58,550","2,696",5,76.29%
55,Dominguez Hills,1,FTF + FTT,05011,05011,Business Administration,"5,448","3,172","$39,347","$58,376","$79,368","$61,447","2,381",6,75.06%
55,Dominguez Hills,1,FTF + FTT,05011,05011,Business Administration,"5,448","2,846","$40,644","$61,005","$82,716","$64,423","2,092",7,73.51%
55,Dominguez Hills,1,FTF + FTT,05011,05011,Business Administration,"5,448","2,523","$42,762","$63,276","$86,755","$67,743","1,793",8,71.07%
55,Dominguez Hills,1,FTF + FTT,05011,05011,Business Administration,"5,448","2,252","$44,085","$64,759","$88,810","$69,717","1,566",9,69.54%
55,Dominguez Hills,1,FTF + FTT,05011,05011,Business Administration,"5,448","2,071","$44,820","$67,581","$91,673","$71,747","1,420",10,68.57%
55,Dominguez Hills,1,FTF + FTT,05011,05011,Business Administration,"5,448","1,832","$44,743","$68,971","$94,977","$73,986","1,221",11,66.65%
55,Dominguez Hills,1,FTF + FTT,05011,05011,Business Administration,"5,448","1,636","$44,812","$70,213","$98,078","$75,349","1,064",12,65.04%
55,Dominguez Hills,1,FTF + FTT,05011,05011,Business Administration,"5,448","1,412","$46,189","$73,202","$99,836","$77,136",883,13,62.54%
55,Dominguez Hills,1,FTF + FTT,05011,05011,Business Administration,"5,448","1,259","$50,080","$74,539","$104,749","$79,992",760,14,60.37%
55,Dominguez Hills,1,FTF + FTT,05011,05011,Business Administration,"5,448","1,129","$50,796","$76,174","$108,121","$81,802",686,15,60.76%
55,Dominguez Hills,1,FTF + FTT,05041,05041,Finance,49,48,"$25,394","$40,969","$71,428","$48,214",36,1,75.00%
55,Dominguez Hills,1,FTF + FTT,05041,05041,Finance,49,46,"$38,151","$52,535","$70,340","$58,052",33,2,71.74%
55,Dominguez Hills,1,FTF + FTT,05041,05041,Finance,49,46,"$19,968","$50,388","$65,993","$49,761",33,3,71.74%
55,Dominguez Hills,1,FTF + FTT,05041,05041,Finance,49,45,"$35,668","$56,924","$76,545","$56,039",29,4,64.44%
55,Dominguez Hills,1,FTF + FTT,05041,05041,Finance,49,44,"$43,875","$63,222","$77,742","$62,220",25,5,56.82%
55,Dominguez Hills,1,FTF + FTT,05041,05041,Finance,49,44,"$21,071","$54,415","$72,397","$53,201",29,6,65.91%
55,Dominguez Hills,1,FTF + FTT,05041,05041,Finance,49,43,"$31,020","$53,446","$76,243","$56,939",26,7,60.47%
55,Dominguez Hills,1,FTF + FTT,05041,05041,Finance,49,42,"$53,335","$64,768","$76,292","$64,357",25,8,59.52%
55,Dominguez Hills,1,FTF + FTT,05041,05041,Finance,49,41,"$32,889","$61,588","$80,905","$62,525",25,9,60.98%
55,Dominguez Hills,1,FTF + FTT,05041,05041,Finance,49,37,"$52,289","$75,169","$97,492","$77,658",20,10,54.05%
55,Dominguez Hills,1,FTF + FTT,05041,05041,Finance,49,36,"$36,231","$64,943","$83,986","$64,855",22,11,61.11%
55,Dominguez Hills,1,FTF + FTT,05041,05041,Finance,49,34,"$47,014","$68,809","$92,836","$71,048",22,12,64.71%
55,Dominguez Hills,1,FTF + FTT,05041,05041,Finance,49,34,"$35,721","$66,687","$91,822","$64,819",23,13,67.65%
55,Dominguez Hills,1,FTF + FTT,05041,05041,Finance,49,18,"$39,856","$55,053","$67,144","$54,158",13,14,72.22%
55,Dominguez Hills,1,FTF + FTT,05041,05041,Finance,49,4,,,,,2,15,50.00%
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,05083,Travel and Tourism/Tourism Management,10,9,"$8,810","$14,267","$34,035","$20,579",9,1,100.00%
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,05083,Travel and Tourism/Tourism Management,10,8,"$9,355","$32,452","$41,471","$26,731",8,2,100.00%
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,05083,Travel and Tourism/Tourism Management,10,8,"$23,150","$32,941","$44,073","$34,116",7,3,87.50%
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,05083,Travel and Tourism/Tourism Management,10,8,"$18,666","$37,102","$46,255","$35,203",6,4,75.00%
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,05083,Travel and Tourism/Tourism Management,10,8,"$42,918","$46,286","$49,441","$41,575",5,5,62.50%
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,05083,Travel and Tourism/Tourism Management,10,8,"$28,706","$48,661","$54,388","$44,513",6,6,75.00%
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,05083,Travel and Tourism/Tourism Management,10,8,"$7,018","$52,653","$54,372","$37,024",7,7,87.50%
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,05083,Travel and Tourism/Tourism Management,10,8,"$16,195","$47,885","$54,847","$42,273",6,8,75.00%
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,05083,Travel and Tourism/Tourism Management,10,8,"$12,928","$50,832","$58,975","$43,114",6,9,75.00%
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,05083,Travel and Tourism/Tourism Management,10,8,"$28,245","$53,254","$57,123","$42,248",6,10,75.00%
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,05083,Travel and Tourism/Tourism Management,10,8,"$29,190","$51,344","$60,055","$40,991",5,11,62.50%
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,05083,Travel and Tourism/Tourism Management,10,8,"$52,301","$59,157","$62,320","$50,492",5,12,62.50%
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,05083,Travel and Tourism/Tourism Management,10,7,"$56,680","$57,761","$60,229","$50,672",5,13,71.43%
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,05083,Travel and Tourism/Tourism Management,10,7,"$31,632","$48,912","$59,016","$43,433",5,14,71.43%
55,Dominguez Hills,1,FTF + FTT,05082 + 05083,05083,Travel and Tourism/Tourism Management,10,7,"$29,630","$50,431","$54,368","$47,882",5,15,71.43%
55,Dominguez Hills,1,FTF + FTT,05091,05091,Marketing,76,71,"$22,904","$36,582","$48,527","$37,958",65,1,91.55%
55,Dominguez Hills,1,FTF + FTT,05091,05091,Marketing,76,66,"$30,294","$43,094","$57,985","$43,778",59,2,89.39%
55,Dominguez Hills,1,FTF + FTT,05091,05091,Marketing,76,64,"$35,115","$47,456","$60,494","$48,170",56,3,87.50%
55,Dominguez Hills,1,FTF + FTT,05091,05091,Marketing,76,64,"$31,882","$51,584","$62,336","$51,738",54,4,84.38%
55,Dominguez Hills,1,FTF + FTT,05091,05091,Marketing,76,63,"$25,757","$55,654","$70,426","$51,770",51,5,80.95%
55,Dominguez Hills,1,FTF + FTT,05091,05091,Marketing,76,63,"$38,376","$60,117","$75,424","$58,475",47,6,74.60%
55,Dominguez Hills,1,FTF + FTT,05091,05091,Marketing,76,62,"$35,362","$55,213","$71,262","$59,332",49,7,79.03%
55,Dominguez Hills,1,FTF + FTT,05091,05091,Marketing,76,60,"$46,539","$60,914","$74,878","$65,587",45,8,75.00%
55,Dominguez Hills,1,FTF + FTT,05091,05091,Marketing,76,60,"$40,508","$63,502","$87,092","$62,410",45,9,75.00%
55,Dominguez Hills,1,FTF + FTT,05091,05091,Marketing,76,55,"$51,434","$62,614","$95,636","$68,118",36,10,65.45%
55,Dominguez Hills,1,FTF + FTT,05091,05091,Marketing,76,53,"$56,293","$75,292","$94,038","$75,449",35,11,66.04%
55,Dominguez Hills,1,FTF + FTT,05091,05091,Marketing,76,49,"$58,162","$78,339","$96,999","$82,479",32,12,65.31%
55,Dominguez Hills,1,FTF + FTT,05091,05091,Marketing,76,48,"$57,567","$81,025","$93,413","$79,973",34,13,70.83%
55,Dominguez Hills,1,FTF + FTT,05091,05091,Marketing,76,25,"$58,560","$78,458","$90,893","$79,585",17,14,68.00%
55,Dominguez Hills,1,FTF + FTT,05091,05091,Marketing,76,10,,,,,4,15,40.00%
55,Dominguez Hills,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,111,109,"$22,122","$37,568","$60,754","$46,903",91,1,83.49%
55,Dominguez Hills,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,111,108,"$26,360","$44,897","$67,709","$50,455",90,2,83.33%
55,Dominguez Hills,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,111,107,"$26,006","$50,154","$71,628","$53,910",89,3,83.18%
55,Dominguez Hills,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,111,104,"$26,634","$50,268","$72,457","$53,820",85,4,81.73%
55,Dominguez Hills,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,111,103,"$28,691","$51,427","$72,793","$54,596",84,5,81.55%
55,Dominguez Hills,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,111,98,"$27,187","$51,914","$75,839","$56,118",78,6,79.59%
55,Dominguez Hills,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,111,96,"$35,035","$61,987","$81,328","$61,108",74,7,77.08%
55,Dominguez Hills,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,111,93,"$38,765","$63,897","$86,220","$64,402",70,8,75.27%
55,Dominguez Hills,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,111,90,"$36,858","$65,253","$97,274","$68,923",70,9,77.78%
55,Dominguez Hills,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,111,88,"$35,841","$70,467","$101,822","$73,219",67,10,76.14%
55,Dominguez Hills,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,111,79,"$30,158","$61,056","$93,925","$62,950",60,11,75.95%
55,Dominguez Hills,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,111,72,"$27,861","$63,232","$95,951","$64,890",52,12,72.22%
55,Dominguez Hills,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,111,70,"$36,377","$65,802","$96,923","$69,842",48,13,68.57%
55,Dominguez Hills,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,111,43,"$25,041","$50,203","$107,316","$66,961",27,14,62.79%
55,Dominguez Hills,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,111,7,,,,,3,15,42.86%
55,Dominguez Hills,1,FTF + FTT,05992,05992,Public Relations,27,25,"$18,397","$30,234","$43,248","$36,506",22,1,88.00%
55,Dominguez Hills,1,FTF + FTT,05992,05992,Public Relations,27,25,"$23,450","$39,606","$51,554","$45,408",22,2,88.00%
55,Dominguez Hills,1,FTF + FTT,05992,05992,Public Relations,27,25,"$35,564","$42,588","$63,880","$52,268",23,3,92.00%
55,Dominguez Hills,1,FTF + FTT,05992,05992,Public Relations,27,24,"$35,233","$51,961","$62,170","$52,742",22,4,91.67%
55,Dominguez Hills,1,FTF + FTT,05992,05992,Public Relations,27,24,"$39,418","$56,497","$70,809","$56,224",21,5,87.50%
55,Dominguez Hills,1,FTF + FTT,05992,05992,Public Relations,27,24,"$35,208","$56,777","$87,421","$67,169",22,6,91.67%
55,Dominguez Hills,1,FTF + FTT,05992,05992,Public Relations,27,20,"$36,853","$71,037","$84,329","$75,213",17,7,85.00%
55,Dominguez Hills,1,FTF + FTT,05992,05992,Public Relations,27,18,"$41,495","$71,018","$95,944","$68,462",14,8,77.78%
55,Dominguez Hills,1,FTF + FTT,05992,05992,Public Relations,27,15,"$33,601","$51,668","$86,995","$56,806",12,9,80.00%
55,Dominguez Hills,1,FTF + FTT,05992,05992,Public Relations,27,13,"$28,552","$58,013","$94,300","$58,326",11,10,84.62%
55,Dominguez Hills,1,FTF + FTT,05992,05992,Public Relations,27,9,"$35,064","$84,810","$99,708","$76,819",7,11,77.78%
55,Dominguez Hills,1,FTF + FTT,05992,05992,Public Relations,27,6,,,,,4,12,66.67%
55,Dominguez Hills,1,FTF + FTT,05992,05992,Public Relations,27,4,,,,,3,13,75.00%
55,Dominguez Hills,1,FTF + FTT,05992,05992,Public Relations,27,3,,,,,2,14,66.67%
55,Dominguez Hills,1,FTF + FTT,05992,05992,Public Relations,27,3,,,,,2,15,66.67%
55,Dominguez Hills,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,2,2,,,,,2,1,100.00%
55,Dominguez Hills,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,2,2,,,,,2,2,100.00%
55,Dominguez Hills,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,2,2,,,,,2,3,100.00%
55,Dominguez Hills,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,2,2,,,,,2,4,100.00%
55,Dominguez Hills,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,2,2,,,,,2,5,100.00%
55,Dominguez Hills,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,2,2,,,,,2,6,100.00%
55,Dominguez Hills,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,2,2,,,,,2,7,100.00%
55,Dominguez Hills,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,2,2,,,,,2,8,100.00%
55,Dominguez Hills,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,2,2,,,,,2,9,100.00%
55,Dominguez Hills,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,2,2,,,,,1,10,50.00%
55,Dominguez Hills,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,2,2,,,,,1,11,50.00%
55,Dominguez Hills,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,2,2,,,,,1,12,50.00%
55,Dominguez Hills,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,2,2,,,,,1,13,50.00%
55,Dominguez Hills,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,2,2,,,,,1,14,50.00%
55,Dominguez Hills,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,2,2,,,,,1,15,50.00%
55,Dominguez Hills,1,FTF + FTT,06011,06011,Communications,"1,228","1,180","$15,017","$27,632","$41,188","$29,418","1,047",1,88.73%
55,Dominguez Hills,1,FTF + FTT,06011,06011,Communications,"1,228","1,055","$19,491","$35,227","$49,690","$35,854",922,2,87.39%
55,Dominguez Hills,1,FTF + FTT,06011,06011,Communications,"1,228",917,"$23,320","$39,743","$53,993","$39,974",781,3,85.17%
55,Dominguez Hills,1,FTF + FTT,06011,06011,Communications,"1,228",783,"$24,648","$43,315","$58,632","$43,564",635,4,81.10%
55,Dominguez Hills,1,FTF + FTT,06011,06011,Communications,"1,228",700,"$26,822","$44,161","$60,624","$45,903",544,5,77.71%
55,Dominguez Hills,1,FTF + FTT,06011,06011,Communications,"1,228",626,"$29,425","$47,226","$64,556","$49,604",472,6,75.40%
55,Dominguez Hills,1,FTF + FTT,06011,06011,Communications,"1,228",552,"$27,392","$50,236","$69,583","$51,305",398,7,72.10%
55,Dominguez Hills,1,FTF + FTT,06011,06011,Communications,"1,228",469,"$28,013","$52,424","$71,516","$53,905",334,8,71.22%
55,Dominguez Hills,1,FTF + FTT,06011,06011,Communications,"1,228",417,"$32,920","$53,497","$74,629","$56,354",289,9,69.30%
55,Dominguez Hills,1,FTF + FTT,06011,06011,Communications,"1,228",379,"$39,173","$56,189","$78,919","$60,274",261,10,68.87%
55,Dominguez Hills,1,FTF + FTT,06011,06011,Communications,"1,228",347,"$33,804","$58,306","$82,882","$61,330",236,11,68.01%
55,Dominguez Hills,1,FTF + FTT,06011,06011,Communications,"1,228",291,"$31,517","$62,389","$84,028","$62,679",191,12,65.64%
55,Dominguez Hills,1,FTF + FTT,06011,06011,Communications,"1,228",253,"$36,491","$63,691","$87,689","$65,856",162,13,64.03%
55,Dominguez Hills,1,FTF + FTT,06011,06011,Communications,"1,228",227,"$35,276","$64,105","$88,987","$67,832",143,14,63.00%
55,Dominguez Hills,1,FTF + FTT,06011,06011,Communications,"1,228",186,"$34,570","$69,528","$94,764","$71,853",114,15,61.29%
55,Dominguez Hills,1,FTF + FTT,06021 + 06022,06022,Journalism,12,10,"$5,397","$17,967","$27,410","$19,291",6,1,60.00%
55,Dominguez Hills,1,FTF + FTT,06021 + 06022,06022,Journalism,12,10,"$13,962","$35,312","$38,673","$28,900",6,2,60.00%
55,Dominguez Hills,1,FTF + FTT,06021 + 06022,06022,Journalism,12,9,"$24,923","$35,493","$49,267","$37,268",5,3,55.56%
55,Dominguez Hills,1,FTF + FTT,06021 + 06022,06022,Journalism,12,9,"$48,591","$49,314","$68,438","$53,706",5,4,55.56%
55,Dominguez Hills,1,FTF + FTT,06021 + 06022,06022,Journalism,12,9,"$47,411","$52,739","$71,042","$59,481",5,5,55.56%
55,Dominguez Hills,1,FTF + FTT,06021 + 06022,06022,Journalism,12,7,,,,,3,6,42.86%
55,Dominguez Hills,1,FTF + FTT,06021 + 06022,06022,Journalism,12,6,,,,,2,7,33.33%
55,Dominguez Hills,1,FTF + FTT,06021 + 06022,06022,Journalism,12,6,,,,,3,8,50.00%
55,Dominguez Hills,1,FTF + FTT,06021 + 06022,06022,Journalism,12,6,,,,,3,9,50.00%
55,Dominguez Hills,1,FTF + FTT,06021 + 06022,06022,Journalism,12,6,,,,,3,10,50.00%
