Campus,Location,Student Path,Entry Stat,Old_Hegis,HEGIS at Exit,Major,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year,% students found
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,453","1,365","$44,921","$64,392","$75,957","$60,884","1,236",1,90.55%
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,453","1,199","$75,753","$85,758","$94,933","$83,505","1,083",2,90.33%
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,453","1,032","$77,357","$90,053","$100,072","$87,686",925,3,89.63%
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,453",844,"$79,974","$95,337","$105,692","$91,897",735,4,87.09%
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,453",699,"$81,515","$97,789","$111,374","$95,011",596,5,85.26%
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,453",558,"$74,338","$98,151","$113,631","$93,617",468,6,83.87%
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,453",428,"$72,830","$100,562","$114,058","$94,290",338,7,78.97%
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,453",314,"$73,509","$99,054","$115,151","$96,516",228,8,72.61%
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,453",215,"$69,517","$102,052","$123,463","$98,229",135,9,62.79%
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,453",149,"$69,446","$93,341","$119,035","$94,106",80,10,53.69%
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,453",97,"$63,197","$92,284","$107,064","$88,853",39,11,40.21%
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,453",58,"$59,604","$97,031","$108,527","$85,627",12,12,20.69%
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,453",43,,,,,,13,
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,453",43,,,,,,14,
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,453",43,,,,,,15,
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,212,"$24,524","$37,384","$48,237","$35,906",154,1,72.64%
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,179,"$37,923","$48,459","$55,512","$46,376",127,2,70.95%
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,150,"$35,594","$51,994","$60,667","$48,799",104,3,69.33%
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,116,"$38,261","$54,838","$66,902","$52,994",68,4,58.62%
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,98,"$39,319","$56,042","$69,897","$54,903",47,5,47.96%
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,76,"$44,522","$64,333","$77,377","$62,633",34,6,44.74%
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,56,"$32,513","$66,825","$79,966","$60,660",19,7,33.93%
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,38,"$19,075","$69,955","$96,169","$64,622",7,8,18.42%
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,29,,,,,1,9,3.45%
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,27,,,,,,10,
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,27,,,,,,11,
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,27,,,,,,12,
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,27,,,,,,13,
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,27,,,,,,14,
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,27,,,,,,15,
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,118,"$10,434","$19,682","$30,871","$21,734",80,1,67.80%
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,98,"$11,522","$28,229","$43,014","$28,311",69,2,70.41%
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,82,"$16,831","$34,493","$50,205","$34,428",56,3,68.29%
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,73,"$12,461","$36,311","$52,678","$38,039",52,4,71.23%
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,59,"$25,164","$41,446","$54,857","$43,569",40,5,67.80%
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,49,"$20,239","$40,958","$53,404","$47,567",33,6,67.35%
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,34,"$18,147","$39,823","$75,783","$50,895",23,7,67.65%
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,27,"$23,765","$48,584","$90,560","$65,408",16,8,59.26%
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,21,"$37,506","$46,473","$100,033","$73,231",13,9,61.90%
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,12,"$59,188","$96,393","$139,366","$95,561",6,10,50.00%
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,7,,,,,3,11,42.86%
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,5,,,,,1,12,20.00%
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,3,,,,,,13,
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,3,,,,,,14,
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,3,,,,,,15,
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,29,"$6,230","$21,091","$33,872","$21,084",18,1,62.07%
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,25,"$12,865","$26,659","$31,082","$24,755",15,2,60.00%
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,25,"$26,711","$30,730","$36,092","$31,276",16,3,64.00%
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,20,"$28,666","$31,219","$53,913","$36,928",11,4,55.00%
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,16,"$27,758","$35,501","$47,301","$35,625",11,5,68.75%
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,12,"$19,636","$40,825","$59,228","$38,974",8,6,66.67%
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,9,,,,,4,7,44.44%
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,7,,,,,3,8,42.86%
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,5,,,,,3,9,60.00%
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,3,,,,,2,10,66.67%
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,1,,,,,,11,
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,1,,,,,,12,
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,1,,,,,,13,
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,1,,,,,,14,
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,1,,,,,,15,
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,208,"$13,053","$23,813","$35,680","$25,770",150,1,72.12%
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,172,"$12,055","$27,614","$45,292","$30,712",121,2,70.35%
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,143,"$15,772","$32,975","$51,851","$36,108",96,3,67.13%
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,121,"$18,948","$35,104","$57,243","$41,158",77,4,63.64%
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,87,"$18,607","$35,709","$56,453","$41,690",47,5,54.02%
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,68,"$25,171","$44,986","$63,154","$49,635",29,6,42.65%
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,53,"$18,632","$49,390","$65,559","$45,668",21,7,39.62%
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,41,"$43,686","$52,780","$64,855","$56,931",9,8,21.95%
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,31,"$11,020","$49,775","$76,134","$50,732",7,9,22.58%
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,29,"$48,391","$67,320","$93,330","$66,617",6,10,20.69%
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,23,,,,,2,11,8.70%
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,20,,,,,,12,
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,20,,,,,,13,
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,20,,,,,,14,
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,20,,,,,,15,
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291","1,121","$7,946","$16,734","$27,868","$19,953",761,1,67.89%
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",953,"$11,754","$24,712","$39,538","$27,757",649,2,68.10%
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",787,"$16,137","$31,481","$48,336","$34,670",496,3,63.02%
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",648,"$21,003","$40,476","$57,155","$41,935",386,4,59.57%
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",527,"$24,611","$46,615","$65,603","$48,713",301,5,57.12%
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",410,"$30,815","$54,219","$72,437","$55,652",213,6,51.95%
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",322,"$31,688","$57,062","$78,984","$59,530",149,7,46.27%
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",246,"$36,647","$64,355","$85,401","$67,642",84,8,34.15%
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",198,"$42,810","$70,042","$92,288","$71,455",59,9,29.80%
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",152,"$49,998","$77,816","$92,474","$77,925",28,10,18.42%
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",125,"$79,431","$84,038","$103,252","$85,801",9,11,7.20%
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",116,,,,,2,12,1.72%
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",113,,,,,,13,
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",113,,,,,,14,
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",113,,,,,,15,
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,119,"$10,746","$21,821","$33,764","$23,243",87,1,73.11%
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,104,"$17,184","$32,963","$44,679","$32,363",82,2,78.85%
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,82,"$18,744","$42,143","$63,578","$44,365",63,3,76.83%
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,69,"$21,443","$47,903","$71,536","$49,941",54,4,78.26%
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,57,"$25,425","$56,160","$92,741","$61,307",42,5,73.68%
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,52,"$40,558","$61,391","$92,671","$64,211",36,6,69.23%
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,39,"$42,916","$67,006","$80,762","$65,859",25,7,64.10%
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,31,"$39,965","$76,246","$99,731","$73,930",16,8,51.61%
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,20,"$30,183","$61,444","$99,258","$63,333",10,9,50.00%
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,15,"$46,028","$63,427","$70,271","$64,325",6,10,40.00%
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,10,,,,,2,11,20.00%
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,8,,,,,,12,
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,8,,,,,,13,
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,8,,,,,,14,
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,8,,,,,,15,
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,343,"$11,810","$21,872","$33,904","$23,587",231,1,67.35%
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,301,"$16,103","$32,617","$45,514","$32,307",205,2,68.11%
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,246,"$19,828","$39,385","$55,149","$40,119",161,3,65.45%
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,186,"$27,316","$47,910","$61,617","$48,138",118,4,63.44%
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,128,"$24,041","$50,082","$67,746","$49,262",81,5,63.28%
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,94,"$41,197","$55,842","$76,879","$61,341",50,6,53.19%
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,67,"$42,998","$57,277","$82,873","$66,910",33,7,49.25%
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,52,"$49,908","$70,090","$104,468","$79,819",19,8,36.54%
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,37,"$54,431","$80,640","$89,247","$79,274",9,9,24.32%
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,29,,,,,3,10,10.34%
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,26,,,,,1,11,3.85%
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,24,,,,,,12,
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,24,,,,,,13,
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,24,,,,,,14,
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,24,,,,,,15,
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,158,"$9,517","$18,155","$27,842","$19,576",126,1,79.75%
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,136,"$16,189","$27,167","$38,814","$27,809",106,2,77.94%
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,109,"$15,213","$30,405","$41,221","$31,470",85,3,77.98%
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,96,"$21,699","$31,904","$48,478","$37,148",74,4,77.08%
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,82,"$24,701","$37,380","$56,351","$43,077",59,5,71.95%
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,70,"$28,349","$37,487","$59,402","$43,590",49,6,70.00%
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,57,"$30,282","$45,486","$62,156","$51,981",38,7,66.67%
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,38,"$30,976","$51,696","$71,872","$57,628",24,8,63.16%
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,23,"$28,726","$36,887","$44,533","$39,794",13,9,56.52%
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,12,"$28,498","$38,829","$72,079","$48,266",6,10,50.00%
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,5,,,,,,11,
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,5,,,,,,12,
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,5,,,,,,13,
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,5,,,,,,14,
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,5,,,,,,15,
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,450,"$14,346","$28,889","$42,320","$32,537",308,1,68.44%
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,396,"$21,792","$37,694","$53,995","$41,427",266,2,67.17%
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,352,"$25,601","$43,223","$59,940","$48,042",236,3,67.05%
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,307,"$32,210","$50,370","$69,940","$55,883",204,4,66.45%
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,261,"$32,445","$55,424","$78,457","$60,701",175,5,67.05%
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,216,"$36,404","$61,467","$83,619","$67,785",142,6,65.74%
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,167,"$36,724","$61,038","$86,890","$72,124",106,7,63.47%
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,127,"$47,920","$66,450","$86,429","$85,849",71,8,55.91%
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,88,"$46,850","$65,832","$89,600","$72,828",38,9,43.18%
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,44,"$40,594","$62,132","$96,875","$73,505",14,10,31.82%
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,25,,,,,2,11,8.00%
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,19,,,,,,12,
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,18,,,,,,13,
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,18,,,,,,14,
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,18,,,,,,15,
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024","1,886","$21,962","$36,036","$48,757","$36,228","1,554",1,82.40%
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024","1,631","$34,032","$48,847","$62,277","$47,923","1,340",2,82.16%
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024","1,334","$38,219","$54,285","$68,568","$53,878","1,075",3,80.58%
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024","1,091","$44,286","$61,261","$75,517","$60,687",844,4,77.36%
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",888,"$44,580","$63,304","$81,180","$64,337",683,5,76.91%
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",729,"$51,245","$68,796","$86,321","$70,951",542,6,74.35%
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",581,"$52,471","$71,461","$93,131","$74,054",414,7,71.26%
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",448,"$53,747","$73,160","$97,890","$76,089",300,8,66.96%
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",300,"$59,147","$81,367","$104,483","$83,888",178,9,59.33%
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",180,"$59,080","$84,805","$105,060","$85,503",84,10,46.67%
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",100,"$76,976","$92,230","$130,390","$105,762",30,11,30.00%
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",64,,,,,3,12,4.69%
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",60,,,,,,13,
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",60,,,,,,14,
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",60,,,,,,15,
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801","1,670","$18,560","$32,483","$46,762","$33,967","1,257",1,75.27%
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801","1,452","$27,212","$43,862","$57,981","$44,251","1,095",2,75.41%
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801","1,227","$32,036","$50,070","$65,854","$50,881",905,3,73.76%
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801","1,029","$37,543","$56,386","$73,738","$57,897",751,4,72.98%
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",868,"$40,186","$59,219","$77,284","$61,615",627,5,72.24%
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",740,"$43,414","$64,708","$85,316","$67,059",527,6,71.22%
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",611,"$43,723","$68,073","$91,166","$70,127",412,7,67.43%
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",515,"$46,270","$68,624","$95,807","$72,299",324,8,62.91%
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",386,"$49,924","$73,015","$101,594","$79,369",220,9,56.99%
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",247,"$48,520","$75,959","$102,702","$82,681",123,10,49.80%
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",140,"$36,602","$69,513","$102,377","$86,422",41,11,29.29%
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",67,"$6,000","$102,174","$171,941","$98,684",7,12,10.45%
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",56,,,,,,13,
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",56,,,,,,14,
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",56,,,,,,15,
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800","1,641","$18,606","$32,196","$46,996","$34,750","1,353",1,82.45%
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800","1,436","$25,685","$43,090","$56,794","$43,946","1,164",2,81.06%
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800","1,257","$29,399","$48,219","$63,971","$49,345",993,3,79.00%
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800","1,075","$33,043","$52,367","$70,065","$54,235",839,4,78.05%
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",935,"$37,562","$57,865","$78,257","$60,591",706,5,75.51%
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",764,"$39,049","$60,097","$80,156","$64,135",568,6,74.35%
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",598,"$40,413","$63,391","$85,594","$68,277",423,7,70.74%
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",464,"$41,368","$64,050","$88,788","$69,262",306,8,65.95%
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",324,"$45,462","$65,796","$95,320","$75,522",190,9,58.64%
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",187,"$50,011","$72,262","$98,400","$80,665",86,10,45.99%
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",102,"$30,468","$70,502","$89,475","$68,391",29,11,28.43%
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",60,,,,,4,12,6.67%
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",55,,,,,,13,
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",55,,,,,,14,
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",55,,,,,,15,
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,125,"$23,417","$43,700","$54,348","$41,298",103,1,82.40%
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,107,"$29,373","$47,822","$61,704","$48,253",89,2,83.18%
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,83,"$37,262","$57,308","$69,865","$55,731",64,3,77.11%
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,51,"$41,684","$64,303","$77,815","$66,802",37,4,72.55%
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,44,"$42,871","$60,451","$78,775","$63,688",33,5,75.00%
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,34,"$56,640","$64,034","$107,839","$84,781",22,6,64.71%
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,24,"$56,640","$67,640","$99,847","$83,633",18,7,75.00%
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,16,"$60,000","$67,462","$84,352","$67,734",11,8,68.75%
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,11,"$68,854","$81,810","$84,668","$76,239",5,9,45.45%
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,9,,,,,4,10,44.44%
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,7,,,,,2,11,28.57%
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,6,,,,,1,12,16.67%
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,5,,,,,,13,
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,5,,,,,,14,
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,5,,,,,,15,
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,389,"$18,380","$28,554","$40,224","$29,922",314,1,80.72%
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,308,"$23,636","$34,766","$47,633","$36,024",247,2,80.19%
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,236,"$28,259","$39,618","$51,072","$39,866",188,3,79.66%
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,191,"$28,940","$41,943","$58,952","$42,884",145,4,75.92%
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,133,"$29,673","$44,089","$62,254","$45,607",94,5,70.68%
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,90,"$32,590","$51,529","$67,260","$52,745",57,6,63.33%
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,53,"$40,683","$60,756","$73,910","$59,713",26,7,49.06%
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,32,"$41,314","$65,385","$85,395","$64,967",12,8,37.50%
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,21,,,,,4,9,19.05%
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,17,,,,,1,10,5.88%
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,16,,,,,,11,
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,16,,,,,,12,
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,16,,,,,,13,
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,16,,,,,,14,
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,16,,,,,,15,
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966","1,796","$16,849","$29,259","$41,904","$30,361","1,452",1,80.85%
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966","1,554","$25,528","$39,604","$52,314","$40,524","1,245",2,80.12%
