Campus,Location,Student Path,Entry Stat,HEGIS at Exit,HEGIS For Tableau,Major,industry,number_of_students_found_5_years_after_exit,median_annual_earnings_5_years_after_exit,average_annual_earnings_5_years_after_exit,number_of_students_found_10_years_after_exit,median_annual_earnings_10_years_after_exit,average_annual_earnings_10_years_after_exit
73,Channel Islands,1,FTT,06011,06011,Communications,Wages - No NAICS Code,2,,,,,
73,Channel Islands,1,FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Manufacturing,4,,,2,,
73,Channel Islands,1,FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Wholesale Trade,3,,,,,
73,Channel Islands,1,FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Retail Trade,3,,,1,,
73,Channel Islands,1,FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Information,13,"$75,113","$76,238",5,"$127,102","$137,095"
73,Channel Islands,1,FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Finance & Insurance,6,"$74,322","$76,250",2,,
73,Channel Islands,1,FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Real Estate & Rental & Leasing,2,,,,,
73,Channel Islands,1,FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"Professional, Scientific, & Technical Skills",32,"$91,034","$88,280",7,"$77,408","$111,955"
73,Channel Islands,1,FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Admin & Support & Waste Mgmt & Remediation,3,,,2,,
73,Channel Islands,1,FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Educational Services,11,"$61,698","$57,290",4,,
73,Channel Islands,1,FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Government,2,,,2,,
73,Channel Islands,1,FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Wages - No NAICS Code,2,,,1,,
73,Channel Islands,1,FTT,08231 + 08232,08232,Child Development,Retail Trade,2,,,,,
73,Channel Islands,1,FTT,08231 + 08232,08232,Child Development,Finance & Insurance,2,,,,,
73,Channel Islands,1,FTT,08231 + 08232,08232,Child Development,Real Estate & Rental & Leasing,1,,,,,
73,Channel Islands,1,FTT,08231 + 08232,08232,Child Development,Admin & Support & Waste Mgmt & Remediation,1,,,,,
73,Channel Islands,1,FTT,08231 + 08232,08232,Child Development,Educational Services,18,"$28,649","$29,369",1,,
73,Channel Islands,1,FTT,08231 + 08232,08232,Child Development,Health Care & Social Assistance,14,"$32,925","$31,468",1,,
73,Channel Islands,1,FTT,08231 + 08232,08232,Child Development,Other Services,2,,,,,
73,Channel Islands,1,FTT,08231 + 08232,08232,Child Development,Government,1,,,,,
73,Channel Islands,1,FTT,10015,10015,Performing Arts,Construction,1,,,,,
73,Channel Islands,1,FTT,10015,10015,Performing Arts,Manufacturing,4,,,,,
73,Channel Islands,1,FTT,10015,10015,Performing Arts,Retail Trade,1,,,1,,
73,Channel Islands,1,FTT,10015,10015,Performing Arts,Information,2,,,1,,
73,Channel Islands,1,FTT,10015,10015,Performing Arts,"Professional, Scientific, & Technical Skills",2,,,1,,
73,Channel Islands,1,FTT,10015,10015,Performing Arts,Admin & Support & Waste Mgmt & Remediation,1,,,1,,
73,Channel Islands,1,FTT,10015,10015,Performing Arts,Educational Services,1,,,,,
73,Channel Islands,1,FTT,10015,10015,Performing Arts,Health Care & Social Assistance,2,,,1,,
73,Channel Islands,1,FTT,10015,10015,Performing Arts,Accommodation & Food Services,2,,,1,,
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Mining,2,,,2,,
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Construction,6,"$62,822","$80,912",5,"$120,747","$122,983"
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Manufacturing,20,"$41,818","$43,930",8,"$69,744","$68,051"
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Wholesale Trade,11,"$55,378","$52,563",9,"$78,250","$88,323"
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Retail Trade,33,"$25,766","$30,405",17,"$26,445","$29,537"
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Transportation & Warehousing,1,,,,,
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Information,18,"$55,108","$51,778",13,"$70,722","$80,524"
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Finance & Insurance,7,"$53,712","$45,799",2,,
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Real Estate & Rental & Leasing,4,,,2,,
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,"Professional, Scientific, & Technical Skills",36,"$43,744","$49,092",16,"$50,755","$50,950"
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Management of Companies & Enterprises,1,,,1,,
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Admin & Support & Waste Mgmt & Remediation,13,"$33,830","$47,469",6,"$85,596","$86,173"
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Educational Services,18,"$22,995","$28,006",15,"$37,260","$42,777"
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Health Care & Social Assistance,14,"$33,977","$35,794",8,"$43,542","$48,471"
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,"Arts, Entertainment, & Recreation",7,"$40,025","$73,018",3,,
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Accommodation & Food Services,17,"$25,771","$29,398",8,"$28,569","$31,052"
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Other Services,2,,,1,,
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Government,7,"$35,867","$29,521",12,"$39,951","$55,754"
73,Channel Islands,1,FTT,10021 + 10022,10022,Art,Wages - No NAICS Code,5,"$41,926","$40,390",4,,
73,Channel Islands,1,FTT,11051,11051,Spanish,"Agriculture, Forestry, Fishing, & Hunting",1,,,,,
73,Channel Islands,1,FTT,11051,11051,Spanish,Manufacturing,1,,,2,,
73,Channel Islands,1,FTT,11051,11051,Spanish,Wholesale Trade,1,,,,,
73,Channel Islands,1,FTT,11051,11051,Spanish,Information,1,,,,,
73,Channel Islands,1,FTT,11051,11051,Spanish,Finance & Insurance,,,,1,,
73,Channel Islands,1,FTT,11051,11051,Spanish,"Professional, Scientific, & Technical Skills",2,,,,,
73,Channel Islands,1,FTT,11051,11051,Spanish,Admin & Support & Waste Mgmt & Remediation,1,,,,,
73,Channel Islands,1,FTT,11051,11051,Spanish,Educational Services,8,"$22,536","$31,449",4,,
73,Channel Islands,1,FTT,11051,11051,Spanish,Health Care & Social Assistance,5,"$20,927","$23,121",1,,
73,Channel Islands,1,FTT,11051,11051,Spanish,Accommodation & Food Services,2,,,,,
73,Channel Islands,1,FTT,11051,11051,Spanish,Government,2,,,1,,
73,Channel Islands,1,FTT,15011,15011,English,Mining,1,,,1,,
73,Channel Islands,1,FTT,15011,15011,English,Utilities,1,,,,,
73,Channel Islands,1,FTT,15011,15011,English,Construction,2,,,,,
73,Channel Islands,1,FTT,15011,15011,English,Manufacturing,6,"$58,751","$56,145",3,,
73,Channel Islands,1,FTT,15011,15011,English,Wholesale Trade,8,"$28,115","$28,685",2,,
73,Channel Islands,1,FTT,15011,15011,English,Retail Trade,15,"$32,927","$37,799",6,"$47,393","$47,297"
73,Channel Islands,1,FTT,15011,15011,English,Transportation & Warehousing,,,,1,,
73,Channel Islands,1,FTT,15011,15011,English,Information,7,"$35,253","$30,472",4,,
73,Channel Islands,1,FTT,15011,15011,English,Finance & Insurance,11,"$56,390","$77,219",5,"$90,332","$80,539"
73,Channel Islands,1,FTT,15011,15011,English,Real Estate & Rental & Leasing,3,,,3,,
73,Channel Islands,1,FTT,15011,15011,English,"Professional, Scientific, & Technical Skills",11,"$46,883","$48,256",6,"$59,928","$74,117"
73,Channel Islands,1,FTT,15011,15011,English,Management of Companies & Enterprises,1,,,,,
73,Channel Islands,1,FTT,15011,15011,English,Admin & Support & Waste Mgmt & Remediation,11,"$33,108","$34,598",5,"$62,014","$69,474"
73,Channel Islands,1,FTT,15011,15011,English,Educational Services,38,"$38,114","$36,815",20,"$48,846","$47,513"
73,Channel Islands,1,FTT,15011,15011,English,Health Care & Social Assistance,6,"$37,086","$44,360",6,"$60,801","$58,851"
73,Channel Islands,1,FTT,15011,15011,English,"Arts, Entertainment, & Recreation",2,,,,,
73,Channel Islands,1,FTT,15011,15011,English,Accommodation & Food Services,6,"$20,240","$22,885",2,,
73,Channel Islands,1,FTT,15011,15011,English,Other Services,4,,,2,,
73,Channel Islands,1,FTT,15011,15011,English,Non-Classified,1,,,,,
73,Channel Islands,1,FTT,15011,15011,English,Government,13,"$35,978","$51,738",8,"$64,038","$55,203"
73,Channel Islands,1,FTT,15011,15011,English,Wages - No NAICS Code,3,,,4,,
73,Channel Islands,1,FTT,17011,17011,Mathematics,"Agriculture, Forestry, Fishing, & Hunting",1,,,1,,
73,Channel Islands,1,FTT,17011,17011,Mathematics,Construction,1,,,,,
73,Channel Islands,1,FTT,17011,17011,Mathematics,Manufacturing,,,,1,,
73,Channel Islands,1,FTT,17011,17011,Mathematics,Wholesale Trade,2,,,,,
73,Channel Islands,1,FTT,17011,17011,Mathematics,Retail Trade,2,,,1,,
73,Channel Islands,1,FTT,17011,17011,Mathematics,Information,,,,1,,
73,Channel Islands,1,FTT,17011,17011,Mathematics,Finance & Insurance,1,,,1,,
73,Channel Islands,1,FTT,17011,17011,Mathematics,"Professional, Scientific, & Technical Skills",3,,,4,,
73,Channel Islands,1,FTT,17011,17011,Mathematics,Admin & Support & Waste Mgmt & Remediation,2,,,,,
73,Channel Islands,1,FTT,17011,17011,Mathematics,Educational Services,19,"$58,725","$45,376",11,"$75,121","$64,362"
73,Channel Islands,1,FTT,17011,17011,Mathematics,Health Care & Social Assistance,1,,,2,,
73,Channel Islands,1,FTT,17011,17011,Mathematics,"Arts, Entertainment, & Recreation",1,,,,,
73,Channel Islands,1,FTT,17011,17011,Mathematics,Accommodation & Food Services,2,,,1,,
73,Channel Islands,1,FTT,17011,17011,Mathematics,Government,3,,,2,,
73,Channel Islands,1,FTT,19025,19025,Applied Physics,Manufacturing,1,,,,,
73,Channel Islands,1,FTT,19051,19051,Chemistry,Manufacturing,11,"$69,903","$61,638",1,,
73,Channel Islands,1,FTT,19051,19051,Chemistry,Retail Trade,1,,,,,
73,Channel Islands,1,FTT,19051,19051,Chemistry,"Professional, Scientific, & Technical Skills",5,"$63,060","$57,531",,,
73,Channel Islands,1,FTT,19051,19051,Chemistry,Admin & Support & Waste Mgmt & Remediation,2,,,,,
73,Channel Islands,1,FTT,19051,19051,Chemistry,Educational Services,1,,,,,
73,Channel Islands,1,FTT,19051,19051,Chemistry,Health Care & Social Assistance,1,,,1,,
73,Channel Islands,1,FTT,19051,19051,Chemistry,Other Services,1,,,,,
73,Channel Islands,1,FTT,19051,19051,Chemistry,Wages - No NAICS Code,3,,,1,,
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,"Agriculture, Forestry, Fishing, & Hunting",1,,,1,,
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Utilities,1,,,1,,
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Construction,6,"$29,084","$33,354",3,,
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Manufacturing,24,"$40,277","$40,327",14,"$52,361","$51,294"
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Wholesale Trade,9,"$33,528","$32,594",3,,
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Retail Trade,30,"$39,241","$35,846",11,"$40,681","$48,843"
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Transportation & Warehousing,1,,,,,
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Information,14,"$54,222","$49,221",7,"$85,931","$77,255"
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Finance & Insurance,19,"$49,341","$52,689",7,"$63,155","$67,987"
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Real Estate & Rental & Leasing,8,"$27,104","$40,163",1,,
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,"Professional, Scientific, & Technical Skills",24,"$48,360","$49,829",14,"$70,352","$67,886"
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Management of Companies & Enterprises,1,,,1,,
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Admin & Support & Waste Mgmt & Remediation,17,"$56,447","$50,891",12,"$57,396","$64,083"
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Educational Services,61,"$37,002","$40,027",23,"$71,959","$68,844"
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Health Care & Social Assistance,82,"$35,567","$35,915",39,"$53,749","$56,809"
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,"Arts, Entertainment, & Recreation",5,"$2,248","$6,654",2,,
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Accommodation & Food Services,33,"$25,091","$25,405",16,"$26,790","$30,827"
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Other Services,12,"$28,879","$39,061",7,"$30,339","$39,841"
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Non-Classified,1,,,,,
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Government,49,"$56,562","$58,113",29,"$70,835","$68,945"
73,Channel Islands,1,FTT,20011 + 20013,20013,Psychology,Wages - No NAICS Code,2,,,3,,
73,Channel Islands,1,FTT,22021,22021,Anthropology,Retail Trade,1,,,,,
73,Channel Islands,1,FTT,22021,22021,Anthropology,Accommodation & Food Services,1,,,,,
73,Channel Islands,1,FTT,22041,22041,Economics,"Agriculture, Forestry, Fishing, & Hunting",1,,,,,
73,Channel Islands,1,FTT,22041,22041,Economics,Construction,1,,,1,,
73,Channel Islands,1,FTT,22041,22041,Economics,Manufacturing,2,,,,,
73,Channel Islands,1,FTT,22041,22041,Economics,Wholesale Trade,1,,,,,
73,Channel Islands,1,FTT,22041,22041,Economics,Retail Trade,3,,,,,
73,Channel Islands,1,FTT,22041,22041,Economics,Transportation & Warehousing,1,,,,,
73,Channel Islands,1,FTT,22041,22041,Economics,Finance & Insurance,6,"$46,197","$51,980",2,,
73,Channel Islands,1,FTT,22041,22041,Economics,"Professional, Scientific, & Technical Skills",1,,,1,,
73,Channel Islands,1,FTT,22041,22041,Economics,Admin & Support & Waste Mgmt & Remediation,3,,,,,
73,Channel Islands,1,FTT,22041,22041,Economics,Health Care & Social Assistance,2,,,1,,
73,Channel Islands,1,FTT,22041,22041,Economics,"Arts, Entertainment, & Recreation",1,,,,,
73,Channel Islands,1,FTT,22041,22041,Economics,Accommodation & Food Services,1,,,,,
73,Channel Islands,1,FTT,22041,22041,Economics,Government,4,,,,,
73,Channel Islands,1,FTT,22041,22041,Economics,Wages - No NAICS Code,2,,,1,,
73,Channel Islands,1,FTT,22051,22051,History,"Agriculture, Forestry, Fishing, & Hunting",1,,,1,,
73,Channel Islands,1,FTT,22051,22051,History,Construction,2,,,1,,
73,Channel Islands,1,FTT,22051,22051,History,Manufacturing,8,"$50,162","$48,309",8,"$56,642","$66,493"
73,Channel Islands,1,FTT,22051,22051,History,Wholesale Trade,1,,,,,
73,Channel Islands,1,FTT,22051,22051,History,Retail Trade,21,"$22,053","$34,250",12,"$20,985","$31,994"
73,Channel Islands,1,FTT,22051,22051,History,Transportation & Warehousing,2,,,1,,
73,Channel Islands,1,FTT,22051,22051,History,Information,4,,,3,,
73,Channel Islands,1,FTT,22051,22051,History,Finance & Insurance,8,"$57,057","$55,388",7,"$76,304","$78,955"
73,Channel Islands,1,FTT,22051,22051,History,Real Estate & Rental & Leasing,4,,,3,,
73,Channel Islands,1,FTT,22051,22051,History,"Professional, Scientific, & Technical Skills",12,"$47,075","$49,352",7,"$83,890","$82,614"
73,Channel Islands,1,FTT,22051,22051,History,Admin & Support & Waste Mgmt & Remediation,10,"$15,052","$23,871",4,,
73,Channel Islands,1,FTT,22051,22051,History,Educational Services,21,"$21,962","$33,460",14,"$52,344","$50,508"
73,Channel Islands,1,FTT,22051,22051,History,Health Care & Social Assistance,4,,,4,,
73,Channel Islands,1,FTT,22051,22051,History,"Arts, Entertainment, & Recreation",2,,,,,
73,Channel Islands,1,FTT,22051,22051,History,Accommodation & Food Services,7,"$20,358","$18,540",,,
73,Channel Islands,1,FTT,22051,22051,History,Other Services,3,,,4,,
73,Channel Islands,1,FTT,22051,22051,History,Government,5,"$39,762","$39,337",3,,
73,Channel Islands,1,FTT,22051,22051,History,Wages - No NAICS Code,3,,,1,,
73,Channel Islands,1,FTT,22071,22071,Political Science,Construction,2,,,,,
73,Channel Islands,1,FTT,22071,22071,Political Science,Manufacturing,2,,,1,,
73,Channel Islands,1,FTT,22071,22071,Political Science,Wholesale Trade,5,"$66,518","$51,662",4,,
73,Channel Islands,1,FTT,22071,22071,Political Science,Retail Trade,3,,,1,,
73,Channel Islands,1,FTT,22071,22071,Political Science,Transportation & Warehousing,1,,,,,
73,Channel Islands,1,FTT,22071,22071,Political Science,Information,1,,,1,,
73,Channel Islands,1,FTT,22071,22071,Political Science,Finance & Insurance,1,,,,,
73,Channel Islands,1,FTT,22071,22071,Political Science,Real Estate & Rental & Leasing,3,,,,,
73,Channel Islands,1,FTT,22071,22071,Political Science,"Professional, Scientific, & Technical Skills",3,,,,,
73,Channel Islands,1,FTT,22071,22071,Political Science,Admin & Support & Waste Mgmt & Remediation,3,,,1,,
73,Channel Islands,1,FTT,22071,22071,Political Science,Educational Services,2,,,1,,
73,Channel Islands,1,FTT,22071,22071,Political Science,Health Care & Social Assistance,3,,,1,,
73,Channel Islands,1,FTT,22071,22071,Political Science,"Arts, Entertainment, & Recreation",3,,,,,
73,Channel Islands,1,FTT,22071,22071,Political Science,Accommodation & Food Services,3,,,,,
73,Channel Islands,1,FTT,22071,22071,Political Science,Other Services,3,,,1,,
73,Channel Islands,1,FTT,22071,22071,Political Science,Government,1,,,1,,
73,Channel Islands,1,FTT,22081,22081,Sociology,"Agriculture, Forestry, Fishing, & Hunting",,,,1,,
73,Channel Islands,1,FTT,22081,22081,Sociology,Construction,3,,,,,
73,Channel Islands,1,FTT,22081,22081,Sociology,Manufacturing,9,"$37,170","$36,670",1,,
73,Channel Islands,1,FTT,22081,22081,Sociology,Wholesale Trade,11,"$40,722","$39,322",4,,
73,Channel Islands,1,FTT,22081,22081,Sociology,Retail Trade,16,"$32,379","$33,274",7,"$50,702","$53,940"
73,Channel Islands,1,FTT,22081,22081,Sociology,Transportation & Warehousing,2,,,2,,
73,Channel Islands,1,FTT,22081,22081,Sociology,Information,2,,,1,,
73,Channel Islands,1,FTT,22081,22081,Sociology,Finance & Insurance,19,"$51,315","$52,307",7,"$53,308","$62,552"
73,Channel Islands,1,FTT,22081,22081,Sociology,Real Estate & Rental & Leasing,6,"$54,149","$47,284",2,,
73,Channel Islands,1,FTT,22081,22081,Sociology,"Professional, Scientific, & Technical Skills",13,"$43,348","$43,599",2,,
73,Channel Islands,1,FTT,22081,22081,Sociology,Admin & Support & Waste Mgmt & Remediation,11,"$24,889","$28,005",5,"$27,188","$43,911"
73,Channel Islands,1,FTT,22081,22081,Sociology,Educational Services,15,"$22,665","$29,209",7,"$46,760","$47,196"
73,Channel Islands,1,FTT,22081,22081,Sociology,Health Care & Social Assistance,39,"$34,234","$34,218",9,"$41,361","$45,186"
73,Channel Islands,1,FTT,22081,22081,Sociology,"Arts, Entertainment, & Recreation",2,,,2,,
73,Channel Islands,1,FTT,22081,22081,Sociology,Accommodation & Food Services,14,"$29,022","$32,103",2,,
73,Channel Islands,1,FTT,22081,22081,Sociology,Other Services,6,"$39,726","$38,161",2,,
73,Channel Islands,1,FTT,22081,22081,Sociology,Government,25,"$56,474","$59,627",12,"$60,926","$65,689"
73,Channel Islands,1,FTT,22081,22081,Sociology,Wages - No NAICS Code,4,,,3,,
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,Retail Trade,1,,,,,
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,Educational Services,1,,,,,
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,Mining,1,,,1,,
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,Manufacturing,3,,,1,,
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,Retail Trade,2,,,1,,
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,Information,1,,,1,,
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,Finance & Insurance,1,,,,,
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,"Professional, Scientific, & Technical Skills",9,"$59,008","$53,229",5,"$67,607","$67,956"
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,Admin & Support & Waste Mgmt & Remediation,1,,,1,,
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,"Arts, Entertainment, & Recreation",,,,1,,
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,Government,5,"$24,624","$33,711",5,"$69,160","$75,052"
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,Wages - No NAICS Code,3,,,3,,
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,"Agriculture, Forestry, Fishing, & Hunting",3,,,3,,
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Mining,1,,,,,
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Utilities,2,,,1,,
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Construction,8,"$38,570","$39,056",4,,
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Manufacturing,15,"$46,379","$49,129",8,"$65,971","$66,308"
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Wholesale Trade,14,"$40,946","$49,731",5,"$56,580","$58,902"
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Retail Trade,39,"$25,444","$31,657",21,"$47,371","$45,090"
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Transportation & Warehousing,3,,,2,,
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Information,11,"$66,005","$60,423",8,"$73,674","$68,076"
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Finance & Insurance,27,"$50,890","$53,618",11,"$72,461","$65,507"
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Real Estate & Rental & Leasing,5,"$37,192","$37,855",4,,
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,"Professional, Scientific, & Technical Skills",14,"$56,265","$50,647",12,"$64,783","$71,190"
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Admin & Support & Waste Mgmt & Remediation,17,"$41,877","$45,447",13,"$41,388","$62,608"
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Educational Services,236,"$38,617","$38,058",164,"$56,490","$49,735"
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Health Care & Social Assistance,65,"$32,970","$33,460",33,"$36,721","$35,372"
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,"Arts, Entertainment, & Recreation",3,,,3,,
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Accommodation & Food Services,22,"$23,475","$27,989",12,"$31,679","$28,496"
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Other Services,10,"$28,357","$30,080",5,"$34,125","$38,017"
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Non-Classified,2,,,,,
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Government,28,"$52,731","$56,297",22,"$69,048","$69,969"
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,Wages - No NAICS Code,6,"$61,848","$58,713",4,,
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,Manufacturing,3,,,,,
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,Retail Trade,3,,,,,
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,Transportation & Warehousing,1,,,1,,
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,Information,1,,,,,
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,Finance & Insurance,1,,,1,,
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,"Professional, Scientific, & Technical Skills",11,"$61,931","$56,938",6,"$59,848","$62,356"
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,Admin & Support & Waste Mgmt & Remediation,1,,,1,,
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,Educational Services,3,,,,,
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,Health Care & Social Assistance,1,,,,,
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,"Arts, Entertainment, & Recreation",2,,,,,
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,Government,3,,,,,
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,Wages - No NAICS Code,1,,,,,
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,Construction,1,,,,,
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,Retail Trade,1,,,2,,
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,Transportation & Warehousing,,,,1,,
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,Information,1,,,,,
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,Finance & Insurance,1,,,2,,
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,Real Estate & Rental & Leasing,,,,1,,
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,"Professional, Scientific, & Technical Skills",,,,1,,
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,Admin & Support & Waste Mgmt & Remediation,1,,,,,
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,Educational Services,3,,,1,,
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,Health Care & Social Assistance,,,,1,,
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,"Arts, Entertainment, & Recreation",2,,,,,
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,Accommodation & Food Services,,,,1,,
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,Other Services,1,,,,,
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,Government,1,,,,,
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,Manufacturing,,,,1,,
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,Retail Trade,1,,,,,
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"Professional, Scientific, & Technical Skills",1,,,,,
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,Health Care & Social Assistance,3,,,1,,
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"Arts, Entertainment, & Recreation",1,,,1,,
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,Government,1,,,1,,
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,"Agriculture, Forestry, Fishing, & Hunting",4,,,,,
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,Construction,1,,,2,,
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,Manufacturing,15,"$31,028","$30,383",4,,
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,Wholesale Trade,8,"$33,165","$34,106",,,
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,Retail Trade,53,"$16,637","$20,003",10,"$40,534","$41,704"
