Campus,Student Path,Entry Stat,HEGIS At Exit,Hegis For Tableau,Major,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year,% Found,,
0,1,FTF + FTT,05111,05111,Real Estate,525,106,"$42,313","$72,648","$108,742","$76,904",59,14,55.7%,,
0,1,FTF + FTT,05111,05111,Real Estate,525,81,"$24,801","$52,050","$96,473","$68,027",41,15,50.6%,,
0,1,FTF + FTT,05131,05131,International Business,"1,532","1,407","$18,760","$33,106","$46,676","$35,019","1,073",1,76.3%,,
0,1,FTF + FTT,05131,05131,International Business,"1,532","1,236","$24,750","$41,737","$56,599","$42,569",892,2,72.2%,,
0,1,FTF + FTT,05131,05131,International Business,"1,532","1,135","$30,379","$46,221","$61,002","$47,606",784,3,69.1%,,
0,1,FTF + FTT,05131,05131,International Business,"1,532","1,021","$34,290","$50,781","$64,956","$51,598",663,4,64.9%,,
0,1,FTF + FTT,05131,05131,International Business,"1,532",930,"$34,653","$54,120","$71,416","$56,570",578,5,62.2%,,
0,1,FTF + FTT,05131,05131,International Business,"1,532",897,"$35,555","$56,821","$76,278","$60,411",542,6,60.4%,,
0,1,FTF + FTT,05131,05131,International Business,"1,532",864,"$36,657","$56,430","$78,673","$61,225",506,7,58.6%,,
0,1,FTF + FTT,05131,05131,International Business,"1,532",815,"$39,073","$59,322","$80,488","$62,952",458,8,56.2%,,
0,1,FTF + FTT,05131,05131,International Business,"1,532",755,"$36,810","$63,141","$83,435","$64,064",405,9,53.6%,,
0,1,FTF + FTT,05131,05131,International Business,"1,532",719,"$40,638","$64,226","$87,502","$68,620",385,10,53.5%,,
0,1,FTF + FTT,05131,05131,International Business,"1,532",687,"$40,870","$67,115","$91,141","$72,351",358,11,52.1%,,
0,1,FTF + FTT,05131,05131,International Business,"1,532",656,"$43,311","$68,410","$93,076","$75,376",336,12,51.2%,,
0,1,FTF + FTT,05131,05131,International Business,"1,532",594,"$44,812","$69,724","$96,712","$79,518",284,13,47.8%,,
0,1,FTF + FTT,05131,05131,International Business,"1,532",524,"$43,481","$71,953","$99,015","$80,243",242,14,46.2%,,
0,1,FTF + FTT,05131,05131,International Business,"1,532",444,"$45,062","$73,591","$108,055","$84,690",194,15,43.7%,,
0,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,796,753,"$22,122","$35,878","$50,168","$38,117",643,1,85.4%,,
0,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,796,661,"$30,274","$44,305","$57,054","$45,785",560,2,84.7%,,
0,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,796,587,"$34,447","$49,277","$64,242","$50,370",496,3,84.5%,,
0,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,796,509,"$37,477","$53,218","$70,661","$54,324",417,4,81.9%,,
0,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,796,469,"$37,209","$56,153","$72,396","$57,009",375,5,80.0%,,
0,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,796,426,"$40,382","$59,634","$76,540","$60,800",334,6,78.4%,,
0,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,796,402,"$43,804","$61,374","$80,564","$62,809",306,7,76.1%,,
0,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,796,369,"$40,784","$62,043","$83,485","$64,553",280,8,75.9%,,
0,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,796,315,"$38,822","$64,627","$91,882","$67,410",238,9,75.6%,,
0,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,796,285,"$38,360","$66,925","$93,535","$69,154",207,10,72.6%,,
0,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,796,239,"$38,651","$69,496","$93,925","$67,638",168,11,70.3%,,
0,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,796,203,"$40,498","$66,935","$96,665","$71,287",131,12,64.5%,,
0,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,796,175,"$39,483","$72,967","$93,464","$73,084",110,13,62.9%,,
0,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,796,134,"$49,606","$76,235","$106,719","$80,078",76,14,56.7%,,
0,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,796,82,"$45,303","$85,409","$105,501","$78,587",43,15,52.4%,,
0,1,FTF + FTT,05171,05171,Business Economics,735,690,"$18,966","$31,874","$45,566","$34,181",558,1,80.9%,,
0,1,FTF + FTT,05171,05171,Business Economics,735,621,"$26,323","$45,242","$56,944","$43,928",500,2,80.5%,,
0,1,FTF + FTT,05171,05171,Business Economics,735,547,"$29,658","$46,542","$65,542","$48,568",446,3,81.5%,,
0,1,FTF + FTT,05171,05171,Business Economics,735,471,"$35,879","$50,987","$69,530","$53,576",365,4,77.5%,,
0,1,FTF + FTT,05171,05171,Business Economics,735,400,"$36,982","$57,652","$77,617","$59,138",299,5,74.8%,,
0,1,FTF + FTT,05171,05171,Business Economics,735,328,"$43,032","$61,963","$80,774","$63,715",231,6,70.4%,,
0,1,FTF + FTT,05171,05171,Business Economics,735,270,"$46,797","$65,102","$89,669","$70,717",189,7,70.0%,,
0,1,FTF + FTT,05171,05171,Business Economics,735,223,"$51,277","$72,476","$100,145","$77,024",149,8,66.8%,,
0,1,FTF + FTT,05171,05171,Business Economics,735,171,"$49,889","$70,704","$108,428","$81,021",106,9,62.0%,,
0,1,FTF + FTT,05171,05171,Business Economics,735,143,"$53,108","$76,013","$110,773","$90,038",83,10,58.0%,,
0,1,FTF + FTT,05171,05171,Business Economics,735,117,"$57,109","$81,485","$116,165","$92,288",66,11,56.4%,,
0,1,FTF + FTT,05171,05171,Business Economics,735,93,"$60,031","$85,062","$114,698","$87,920",53,12,57.0%,,
0,1,FTF + FTT,05171,05171,Business Economics,735,75,"$72,626","$96,818","$134,384","$109,796",41,13,54.7%,,
0,1,FTF + FTT,05171,05171,Business Economics,735,63,"$77,660","$104,233","$139,988","$107,032",31,14,49.2%,,
0,1,FTF + FTT,05171,05171,Business Economics,735,55,"$75,555","$96,286","$132,124","$104,740",26,15,47.3%,,
0,1,FTF + FTT,05992,05992,Public Relations,"4,233","3,979","$18,863","$32,258","$44,242","$33,843","3,474",1,87.3%,,
0,1,FTF + FTT,05992,05992,Public Relations,"4,233","3,625","$27,493","$41,081","$53,738","$42,387","3,067",2,84.6%,,
0,1,FTF + FTT,05992,05992,Public Relations,"4,233","3,270","$29,477","$46,082","$60,144","$47,224","2,707",3,82.8%,,
0,1,FTF + FTT,05992,05992,Public Relations,"4,233","2,924","$32,386","$49,815","$65,720","$51,057","2,339",4,80.0%,,
0,1,FTF + FTT,05992,05992,Public Relations,"4,233","2,673","$35,202","$54,567","$71,800","$56,216","2,047",5,76.6%,,
0,1,FTF + FTT,05992,05992,Public Relations,"4,233","2,460","$35,625","$57,402","$77,373","$60,108","1,807",6,73.5%,,
0,1,FTF + FTT,05992,05992,Public Relations,"4,233","2,267","$37,855","$60,291","$82,813","$63,688","1,612",7,71.1%,,
0,1,FTF + FTT,05992,05992,Public Relations,"4,233","2,053","$38,727","$62,957","$86,595","$66,513","1,425",8,69.4%,,
0,1,FTF + FTT,05992,05992,Public Relations,"4,233","1,831","$39,515","$65,155","$90,013","$69,122","1,240",9,67.7%,,
0,1,FTF + FTT,05992,05992,Public Relations,"4,233","1,637","$40,941","$66,866","$96,202","$72,855","1,062",10,64.9%,,
0,1,FTF + FTT,05992,05992,Public Relations,"4,233","1,441","$41,934","$71,408","$100,184","$77,292",901,11,62.5%,,
0,1,FTF + FTT,05992,05992,Public Relations,"4,233","1,232","$43,060","$72,155","$102,382","$80,288",728,12,59.1%,,
0,1,FTF + FTT,05992,05992,Public Relations,"4,233","1,057","$45,562","$76,849","$107,415","$85,091",603,13,57.0%,,
0,1,FTF + FTT,05992,05992,Public Relations,"4,233",916,"$41,501","$78,288","$113,400","$86,838",501,14,54.7%,,
0,1,FTF + FTT,05992,05992,Public Relations,"4,233",790,"$44,740","$79,763","$118,179","$90,445",405,15,51.3%,,
0,1,FTF + FTT,05995,05995,Business Law,324,264,"$16,428","$30,658","$46,903","$34,133",197,1,74.6%,,
0,1,FTF + FTT,05995,05995,Business Law,324,214,"$20,743","$40,851","$56,106","$43,039",151,2,70.6%,,
0,1,FTF + FTT,05995,05995,Business Law,324,168,"$23,142","$48,485","$64,777","$49,662",114,3,67.9%,,
0,1,FTF + FTT,05995,05995,Business Law,324,161,"$16,473","$47,956","$67,541","$50,765",104,4,64.6%,,
0,1,FTF + FTT,05995,05995,Business Law,324,161,"$23,946","$51,611","$72,836","$56,759",105,5,65.2%,,
0,1,FTF + FTT,05995,05995,Business Law,324,161,"$28,477","$56,277","$76,019","$59,252",107,6,66.5%,,
0,1,FTF + FTT,05995,05995,Business Law,324,161,"$29,960","$63,770","$89,985","$67,409",98,7,60.9%,,
0,1,FTF + FTT,05995,05995,Business Law,324,161,"$38,799","$60,312","$96,036","$69,680",93,8,57.8%,,
0,1,FTF + FTT,05995,05995,Business Law,324,160,"$42,128","$65,953","$95,374","$71,555",89,9,55.6%,,
0,1,FTF + FTT,05995,05995,Business Law,324,159,"$32,115","$57,832","$99,584","$70,059",91,10,57.2%,,
0,1,FTF + FTT,05995,05995,Business Law,324,159,"$31,718","$65,204","$97,432","$74,244",92,11,57.9%,,
0,1,FTF + FTT,05995,05995,Business Law,324,159,"$35,445","$68,223","$110,491","$77,493",89,12,56.0%,,
0,1,FTF + FTT,05995,05995,Business Law,324,159,"$38,674","$71,640","$120,528","$91,195",90,13,56.6%,,
0,1,FTF + FTT,05995,05995,Business Law,324,158,"$38,618","$70,909","$114,748","$92,111",90,14,57.0%,,
0,1,FTF + FTT,05995,05995,Business Law,324,158,"$31,920","$68,987","$103,754","$87,751",93,15,58.9%,,
0,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,780,726,"$15,639","$29,084","$45,748","$33,830",563,1,77.5%,,
0,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,780,683,"$20,121","$38,122","$55,816","$42,966",526,2,77.0%,,
0,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,780,619,"$25,280","$42,851","$61,198","$48,761",458,3,74.0%,,
0,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,780,557,"$27,846","$46,434","$67,641","$53,487",397,4,71.3%,,
0,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,780,497,"$29,557","$48,790","$75,872","$58,712",347,5,69.8%,,
0,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,780,444,"$32,498","$52,325","$76,047","$61,577",297,6,66.9%,,
0,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,780,377,"$35,014","$56,099","$76,964","$63,217",244,7,64.7%,,
0,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,780,327,"$37,352","$56,757","$88,081","$67,719",203,8,62.1%,,
0,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,780,268,"$38,505","$62,470","$91,601","$68,489",165,9,61.6%,,
0,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,780,211,"$36,706","$68,902","$98,004","$72,959",125,10,59.2%,,
0,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,780,157,"$47,331","$75,075","$103,010","$82,499",88,11,56.1%,,
0,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,780,106,"$40,326","$68,570","$93,751","$83,438",52,12,49.1%,,
0,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,780,70,"$55,855","$71,555","$92,317","$95,815",29,13,41.4%,,
0,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,780,39,"$63,053","$82,407","$107,223","$113,794",14,14,35.9%,,
0,1,FTF + FTT,05996 + 05997,05997,Entrepreneurship & Small Business Management,780,24,,,,,1,15,4.2%,,
0,1,FTF + FTT,06011,06011,Communications,"5,719","5,480","$15,492","$27,155","$39,448","$29,382","4,775",1,87.1%,,
0,1,FTF + FTT,06011,06011,Communications,"5,719","5,084","$20,927","$35,877","$49,101","$36,738","4,322",2,85.0%,,
0,1,FTF + FTT,06011,06011,Communications,"5,719","4,605","$24,960","$40,452","$54,611","$41,858","3,757",3,81.6%,,
0,1,FTF + FTT,06011,06011,Communications,"5,719","4,158","$26,847","$44,053","$59,971","$45,674","3,303",4,79.4%,,
0,1,FTF + FTT,06011,06011,Communications,"5,719","3,730","$28,809","$46,404","$64,385","$48,962","2,882",5,77.3%,,
0,1,FTF + FTT,06011,06011,Communications,"5,719","3,356","$30,976","$49,113","$67,778","$52,272","2,508",6,74.7%,,
0,1,FTF + FTT,06011,06011,Communications,"5,719","3,013","$31,526","$51,638","$72,318","$55,316","2,150",7,71.4%,,
0,1,FTF + FTT,06011,06011,Communications,"5,719","2,598","$32,677","$54,974","$76,747","$58,982","1,795",8,69.1%,,
0,1,FTF + FTT,06011,06011,Communications,"5,719","2,256","$34,608","$56,908","$81,010","$61,206","1,493",9,66.2%,,
0,1,FTF + FTT,06011,06011,Communications,"5,719","1,907","$34,906","$58,362","$83,365","$63,590","1,230",10,64.5%,,
0,1,FTF + FTT,06011,06011,Communications,"5,719","1,637","$35,454","$62,935","$90,382","$67,966","1,022",11,62.4%,,
0,1,FTF + FTT,06011,06011,Communications,"5,719","1,360","$35,746","$63,249","$91,936","$70,503",807,12,59.3%,,
0,1,FTF + FTT,06011,06011,Communications,"5,719","1,142","$35,911","$63,746","$91,416","$71,370",648,13,56.7%,,
0,1,FTF + FTT,06011,06011,Communications,"5,719",933,"$33,010","$63,528","$94,192","$72,921",506,14,54.2%,,
0,1,FTF + FTT,06011,06011,Communications,"5,719",792,"$28,515","$65,663","$98,914","$73,518",426,15,53.8%,,
0,1,FTF + FTT,06021 + 06022,06022,Journalism,"5,521","5,249","$12,667","$24,563","$36,729","$26,434","4,372",1,83.3%,,
0,1,FTF + FTT,06021 + 06022,06022,Journalism,"5,521","4,858","$18,217","$32,649","$45,374","$33,673","3,948",2,81.3%,,
0,1,FTF + FTT,06021 + 06022,06022,Journalism,"5,521","4,445","$22,521","$38,519","$51,643","$38,996","3,489",3,78.5%,,
0,1,FTF + FTT,06021 + 06022,06022,Journalism,"5,521","4,023","$24,949","$42,487","$57,340","$43,404","3,089",4,76.8%,,
0,1,FTF + FTT,06021 + 06022,06022,Journalism,"5,521","3,616","$28,449","$46,010","$62,314","$47,649","2,681",5,74.1%,,
0,1,FTF + FTT,06021 + 06022,06022,Journalism,"5,521","3,227","$29,743","$49,113","$68,039","$51,309","2,341",6,72.5%,,
0,1,FTF + FTT,06021 + 06022,06022,Journalism,"5,521","2,859","$30,814","$51,656","$72,832","$54,229","2,004",7,70.1%,,
0,1,FTF + FTT,06021 + 06022,06022,Journalism,"5,521","2,541","$33,490","$54,093","$76,522","$59,300","1,732",8,68.2%,,
0,1,FTF + FTT,06021 + 06022,06022,Journalism,"5,521","2,200","$35,076","$56,036","$80,385","$60,679","1,477",9,67.1%,,
0,1,FTF + FTT,06021 + 06022,06022,Journalism,"5,521","1,889","$36,739","$57,630","$83,264","$63,805","1,226",10,64.9%,,
0,1,FTF + FTT,06021 + 06022,06022,Journalism,"5,521","1,631","$37,978","$60,177","$88,358","$69,145","1,022",11,62.7%,,
0,1,FTF + FTT,06021 + 06022,06022,Journalism,"5,521","1,357","$38,182","$61,955","$91,496","$74,939",825,12,60.8%,,
0,1,FTF + FTT,06021 + 06022,06022,Journalism,"5,521","1,107","$39,967","$62,176","$92,687","$71,679",650,13,58.7%,,
0,1,FTF + FTT,06021 + 06022,06022,Journalism,"5,521",995,"$38,220","$63,537","$98,106","$72,525",574,14,57.7%,,
0,1,FTF + FTT,06021 + 06022,06022,Journalism,"5,521",870,"$36,827","$66,763","$97,703","$73,708",489,15,56.2%,,
0,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"8,296","7,823","$11,234","$23,087","$35,218","$25,571","6,577",1,84.1%,,
0,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"8,296","7,343","$16,242","$30,562","$44,854","$32,731","6,131",2,83.5%,,
0,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"8,296","6,774","$19,203","$35,811","$51,014","$37,749","5,548",3,81.9%,,
0,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"8,296","6,243","$22,125","$40,138","$56,264","$42,258","5,022",4,80.4%,,
0,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"8,296","5,734","$23,889","$43,391","$61,919","$46,088","4,540",5,79.2%,,
0,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"8,296","5,169","$26,617","$46,612","$67,179","$50,012","4,002",6,77.4%,,
0,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"8,296","4,716","$28,394","$49,343","$71,890","$54,009","3,552",7,75.3%,,
0,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"8,296","4,233","$31,571","$53,311","$77,073","$58,170","3,116",8,73.6%,,
0,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"8,296","3,822","$31,826","$55,384","$80,831","$62,145","2,748",9,71.9%,,
0,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"8,296","3,401","$33,721","$58,510","$85,587","$64,776","2,390",10,70.3%,,
0,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"8,296","2,975","$33,214","$60,254","$87,605","$67,221","2,023",11,68.0%,,
0,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"8,296","2,577","$32,824","$61,805","$91,171","$68,999","1,695",12,65.8%,,
0,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"8,296","2,138","$38,042","$65,546","$94,150","$72,953","1,334",13,62.4%,,
0,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"8,296","1,881","$37,214","$67,340","$96,655","$75,085","1,156",14,61.5%,,
0,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"8,296","1,599","$35,498","$66,809","$98,337","$75,308",959,15,60.0%,,
0,1,FTF + FTT,06041,06041,Advertising,"3,320","3,214","$19,671","$33,276","$45,018","$34,397","2,836",1,88.2%,,
0,1,FTF + FTT,06041,06041,Advertising,"3,320","3,059","$26,902","$41,625","$53,323","$42,548","2,636",2,86.2%,,
0,1,FTF + FTT,06041,06041,Advertising,"3,320","2,896","$30,231","$46,081","$60,338","$47,523","2,438",3,84.2%,,
0,1,FTF + FTT,06041,06041,Advertising,"3,320","2,772","$33,592","$50,129","$65,958","$52,758","2,267",4,81.8%,,
0,1,FTF + FTT,06041,06041,Advertising,"3,320","2,628","$34,432","$53,955","$72,584","$57,320","2,080",5,79.1%,,
0,1,FTF + FTT,06041,06041,Advertising,"3,320","2,478","$36,194","$56,707","$76,583","$59,874","1,921",6,77.5%,,
0,1,FTF + FTT,06041,06041,Advertising,"3,320","2,263","$37,372","$60,054","$81,858","$63,241","1,685",7,74.5%,,
0,1,FTF + FTT,06041,06041,Advertising,"3,320","2,086","$39,008","$62,490","$88,671","$68,287","1,497",8,71.8%,,
0,1,FTF + FTT,06041,06041,Advertising,"3,320","1,875","$41,156","$65,936","$93,253","$71,987","1,305",9,69.6%,,
0,1,FTF + FTT,06041,06041,Advertising,"3,320","1,685","$42,532","$68,289","$96,912","$74,405","1,144",10,67.9%,,
0,1,FTF + FTT,06041,06041,Advertising,"3,320","1,488","$45,447","$71,096","$99,538","$79,938",987,11,66.3%,,
0,1,FTF + FTT,06041,06041,Advertising,"3,320","1,295","$43,343","$74,157","$105,627","$82,277",842,12,65.0%,,
0,1,FTF + FTT,06041,06041,Advertising,"3,320","1,114","$46,006","$75,724","$112,402","$87,631",704,13,63.2%,,
0,1,FTF + FTT,06041,06041,Advertising,"3,320",964,"$47,665","$79,544","$115,756","$91,200",582,14,60.4%,,
0,1,FTF + FTT,06041,06041,Advertising,"3,320",735,"$45,249","$83,651","$124,400","$97,378",430,15,58.5%,,
0,1,FTF + FTT,06991,06991,Multimedia,423,405,"$10,999","$20,440","$33,322","$24,154",319,1,78.8%,,
0,1,FTF + FTT,06991,06991,Multimedia,423,370,"$15,783","$29,057","$40,654","$30,468",294,2,79.5%,,
0,1,FTF + FTT,06991,06991,Multimedia,423,331,"$16,328","$31,741","$48,178","$33,812",256,3,77.3%,,
0,1,FTF + FTT,06991,06991,Multimedia,423,281,"$21,397","$36,834","$53,337","$40,030",212,4,75.4%,,
0,1,FTF + FTT,06991,06991,Multimedia,423,242,"$26,500","$43,056","$59,264","$44,742",174,5,71.9%,,
0,1,FTF + FTT,06991,06991,Multimedia,423,211,"$30,685","$46,802","$62,371","$49,037",149,6,70.6%,,
0,1,FTF + FTT,06991,06991,Multimedia,423,178,"$31,786","$51,478","$65,570","$51,739",126,7,70.8%,,
0,1,FTF + FTT,06991,06991,Multimedia,423,155,"$26,644","$48,280","$72,189","$51,528",107,8,69.0%,,
0,1,FTF + FTT,06991,06991,Multimedia,423,129,"$29,550","$52,425","$71,977","$53,909",86,9,66.7%,,
0,1,FTF + FTT,06991,06991,Multimedia,423,104,"$33,160","$55,848","$79,191","$57,323",63,10,60.6%,,
0,1,FTF + FTT,06991,06991,Multimedia,423,78,"$30,408","$60,787","$81,391","$57,266",44,11,56.4%,,
0,1,FTF + FTT,06991,06991,Multimedia,423,63,"$50,708","$68,116","$80,336","$61,547",32,12,50.8%,,
0,1,FTF + FTT,06991,06991,Multimedia,423,41,"$19,701","$55,027","$92,329","$57,541",16,13,39.0%,,
0,1,FTF + FTT,06991,06991,Multimedia,423,17,,,,,3,14,17.6%,,
0,1,FTF + FTT,06991,06991,Multimedia,423,16,,,,,3,15,18.8%,,
0,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"7,396","6,432","$22,353","$44,432","$68,046","$47,094","4,721",1,73.4%,,
0,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"7,396","5,510","$38,140","$62,188","$81,663","$61,784","4,064",2,73.8%,,
0,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"7,396","4,750","$46,084","$70,475","$89,689","$69,865","3,437",3,72.4%,,
0,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"7,396","4,231","$51,950","$76,897","$98,132","$77,219","3,010",4,71.1%,,
0,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"7,396","3,836","$56,633","$83,349","$103,270","$82,798","2,627",5,68.5%,,
0,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"7,396","3,506","$59,671","$88,254","$110,069","$87,889","2,332",6,66.5%,,
0,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"7,396","3,270","$63,157","$91,132","$114,306","$91,321","2,122",7,64.9%,,
0,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"7,396","3,044","$63,192","$95,107","$120,225","$95,371","1,922",8,63.1%,,
0,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"7,396","2,857","$66,481","$97,858","$124,364","$99,329","1,764",9,61.7%,,
0,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"7,396","2,682","$70,592","$102,384","$130,101","$106,062","1,603",10,59.8%,,
0,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"7,396","2,543","$72,454","$105,147","$134,914","$107,532","1,486",11,58.4%,,
0,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"7,396","2,403","$74,026","$106,229","$136,947","$111,952","1,374",12,57.2%,,
0,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"7,396","2,211","$75,863","$108,701","$139,969","$115,679","1,214",13,54.9%,,
0,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"7,396","2,037","$74,805","$111,017","$142,195","$114,441","1,086",14,53.3%,,
0,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"7,396","1,816","$78,368","$112,604","$146,993","$119,847",912,15,50.2%,,
0,1,FTF + FTT,07021,07021,Information Systems,"4,997","4,583","$24,724","$41,414","$59,080","$44,042","3,776",1,82.4%,,
0,1,FTF + FTT,07021,07021,Information Systems,"4,997","4,122","$36,309","$53,346","$69,864","$54,759","3,338",2,81.0%,,
0,1,FTF + FTT,07021,07021,Information Systems,"4,997","3,675","$40,877","$58,134","$77,969","$61,624","2,918",3,79.4%,,
0,1,FTF + FTT,07021,07021,Information Systems,"4,997","3,315","$44,270","$63,440","$84,617","$66,612","2,561",4,77.3%,,
0,1,FTF + FTT,07021,07021,Information Systems,"4,997","3,030","$47,721","$67,255","$90,156","$70,322","2,290",5,75.6%,,
0,1,FTF + FTT,07021,07021,Information Systems,"4,997","2,872","$49,087","$71,211","$95,631","$74,351","2,129",6,74.1%,,
0,1,FTF + FTT,07021,07021,Information Systems,"4,997","2,716","$50,036","$73,579","$100,041","$77,754","1,964",7,72.3%,,
0,1,FTF + FTT,07021,07021,Information Systems,"4,997","2,588","$51,856","$76,300","$103,863","$81,112","1,797",8,69.4%,,
0,1,FTF + FTT,07021,07021,Information Systems,"4,997","2,454","$54,123","$80,260","$108,266","$85,332","1,663",9,67.8%,,
0,1,FTF + FTT,07021,07021,Information Systems,"4,997","2,340","$55,388","$83,022","$111,391","$88,169","1,557",10,66.5%,,
0,1,FTF + FTT,07021,07021,Information Systems,"4,997","2,230","$56,142","$84,459","$112,967","$88,617","1,476",11,66.2%,,
0,1,FTF + FTT,07021,07021,Information Systems,"4,997","2,139","$55,867","$85,399","$116,620","$91,337","1,398",12,65.4%,,
0,1,FTF + FTT,07021,07021,Information Systems,"4,997","2,019","$57,304","$86,274","$117,532","$92,761","1,316",13,65.2%,,
0,1,FTF + FTT,07021,07021,Information Systems,"4,997","1,924","$57,523","$87,593","$121,207","$95,800","1,242",14,64.6%,,
0,1,FTF + FTT,07021,07021,Information Systems,"4,997","1,765","$56,972","$86,306","$122,565","$96,772","1,112",15,63.0%,,
0,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,91,74,"$8,967","$18,072","$25,989","$18,978",53,1,71.6%,,
0,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,91,50,"$13,405","$22,893","$27,842","$23,103",31,2,62.0%,,
0,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,91,37,"$14,770","$29,659","$49,945","$32,180",21,3,56.8%,,
0,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,91,36,"$15,327","$29,947","$40,647","$32,409",19,4,52.8%,,
0,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,91,34,"$17,935","$31,970","$51,104","$32,425",18,5,52.9%,,
0,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,91,33,"$28,674","$51,635","$68,701","$47,596",15,6,45.5%,,
0,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,91,32,"$14,552","$58,733","$71,299","$47,816",15,7,46.9%,,
0,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,91,30,"$17,364","$51,806","$69,958","$50,061",14,8,46.7%,,
0,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,91,27,"$19,741","$49,769","$76,765","$49,673",12,9,44.4%,,
0,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,91,25,"$55,247","$65,138","$79,605","$64,188",9,10,36.0%,,
0,1,FTF + FTT,08011 + 08031 + 08081 + 08225,08225,Education,91,21,"$53,190","$69,194","$78,562","$61,961",6,11,28.6%,,
