Campus,Student Path,Entry Stat,HEGIS At Exit,Hegis For Tableau,Major,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year,% Found,,
0,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"5,511","5,229","$60,039","$83,258","$107,938","$85,053","4,758",1,91.0%,,
0,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"5,511","4,806","$77,683","$93,670","$114,803","$96,714","4,315",2,89.8%,,
0,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"5,511","4,299","$80,297","$97,817","$120,895","$100,721","3,814",3,88.7%,,
0,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"5,511","3,793","$82,356","$101,791","$127,133","$103,971","3,308",4,87.2%,,
0,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"5,511","3,320","$82,738","$105,751","$130,707","$106,977","2,855",5,86.0%,,
0,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"5,511","2,861","$84,628","$109,454","$135,839","$109,701","2,398",6,83.8%,,
0,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"5,511","2,457","$84,367","$111,110","$137,779","$111,690","2,004",7,81.6%,,
0,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"5,511","2,108","$86,142","$113,480","$142,210","$114,280","1,671",8,79.3%,,
0,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"5,511","1,782","$85,550","$114,424","$143,204","$114,274","1,379",9,77.4%,,
0,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"5,511","1,543","$87,327","$115,009","$144,459","$115,651","1,160",10,75.2%,,
0,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"5,511","1,340","$88,806","$118,008","$147,479","$118,560",959,11,71.6%,,
0,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"5,511","1,171","$89,196","$117,706","$150,258","$118,189",808,12,69.0%,,
0,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"5,511","1,010","$87,988","$119,003","$150,758","$119,681",656,13,65.0%,,
0,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"5,511",918,"$87,684","$117,810","$150,997","$119,971",565,14,61.5%,,
0,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"5,511",809,"$90,803","$118,295","$147,640","$118,207",462,15,57.1%,,
0,1,FTF + FTT,01011 + 01012 + 01021 + 01031 + 01081 + 01091,01091,Agriculture/Agricultural Science & Horticulture,307,284,"$16,756","$31,092","$47,987","$34,250",208,1,73.2%,,
0,1,FTF + FTT,01011 + 01012 + 01021 + 01031 + 01081 + 01091,01091,Agriculture/Agricultural Science & Horticulture,307,262,"$27,020","$42,299","$58,247","$43,303",190,2,72.5%,,
0,1,FTF + FTT,01011 + 01012 + 01021 + 01031 + 01081 + 01091,01091,Agriculture/Agricultural Science & Horticulture,307,250,"$32,799","$52,017","$65,568","$49,662",175,3,70.0%,,
0,1,FTF + FTT,01011 + 01012 + 01021 + 01031 + 01081 + 01091,01091,Agriculture/Agricultural Science & Horticulture,307,230,"$35,956","$52,624","$70,096","$52,851",160,4,69.6%,,
0,1,FTF + FTT,01011 + 01012 + 01021 + 01031 + 01081 + 01091,01091,Agriculture/Agricultural Science & Horticulture,307,221,"$39,934","$58,424","$78,492","$59,557",147,5,66.5%,,
0,1,FTF + FTT,01011 + 01012 + 01021 + 01031 + 01081 + 01091,01091,Agriculture/Agricultural Science & Horticulture,307,217,"$39,644","$61,260","$82,202","$61,422",144,6,66.4%,,
0,1,FTF + FTT,01011 + 01012 + 01021 + 01031 + 01081 + 01091,01091,Agriculture/Agricultural Science & Horticulture,307,209,"$45,256","$66,365","$82,486","$65,625",125,7,59.8%,,
0,1,FTF + FTT,01011 + 01012 + 01021 + 01031 + 01081 + 01091,01091,Agriculture/Agricultural Science & Horticulture,307,207,"$46,144","$64,884","$83,545","$66,741",124,8,59.9%,,
0,1,FTF + FTT,01011 + 01012 + 01021 + 01031 + 01081 + 01091,01091,Agriculture/Agricultural Science & Horticulture,307,198,"$44,517","$66,836","$87,735","$67,992",123,9,62.1%,,
0,1,FTF + FTT,01011 + 01012 + 01021 + 01031 + 01081 + 01091,01091,Agriculture/Agricultural Science & Horticulture,307,185,"$44,753","$68,486","$91,212","$68,837",116,10,62.7%,,
0,1,FTF + FTT,01011 + 01012 + 01021 + 01031 + 01081 + 01091,01091,Agriculture/Agricultural Science & Horticulture,307,171,"$40,617","$69,684","$93,677","$69,805",102,11,59.6%,,
0,1,FTF + FTT,01011 + 01012 + 01021 + 01031 + 01081 + 01091,01091,Agriculture/Agricultural Science & Horticulture,307,161,"$48,606","$75,822","$94,560","$72,090",90,12,55.9%,,
0,1,FTF + FTT,01011 + 01012 + 01021 + 01031 + 01081 + 01091,01091,Agriculture/Agricultural Science & Horticulture,307,142,"$50,304","$76,990","$99,101","$77,698",76,13,53.5%,,
0,1,FTF + FTT,01011 + 01012 + 01021 + 01031 + 01081 + 01091,01091,Agriculture/Agricultural Science & Horticulture,307,131,"$41,443","$75,306","$97,520","$75,251",67,14,51.1%,,
0,1,FTF + FTT,01011 + 01012 + 01021 + 01031 + 01081 + 01091,01091,Agriculture/Agricultural Science & Horticulture,307,121,"$39,592","$75,447","$107,913","$78,716",60,15,49.6%,,
0,1,FTF + FTT,01041 + 01043,01043,Animal Science/Animal Health Science,"1,124","1,080","$16,322","$25,835","$36,386","$27,320",896,1,83.0%,,
0,1,FTF + FTT,01041 + 01043,01043,Animal Science/Animal Health Science,"1,124","1,043","$22,153","$33,990","$44,497","$34,913",813,2,77.9%,,
0,1,FTF + FTT,01041 + 01043,01043,Animal Science/Animal Health Science,"1,124","1,007","$22,661","$35,407","$47,122","$36,771",760,3,75.5%,,
0,1,FTF + FTT,01041 + 01043,01043,Animal Science/Animal Health Science,"1,124",978,"$24,291","$38,424","$51,506","$39,686",721,4,73.7%,,
0,1,FTF + FTT,01041 + 01043,01043,Animal Science/Animal Health Science,"1,124",910,"$27,127","$41,144","$54,503","$43,056",651,5,71.5%,,
0,1,FTF + FTT,01041 + 01043,01043,Animal Science/Animal Health Science,"1,124",838,"$28,232","$43,483","$57,864","$45,962",579,6,69.1%,,
0,1,FTF + FTT,01041 + 01043,01043,Animal Science/Animal Health Science,"1,124",757,"$30,769","$47,432","$62,975","$49,971",512,7,67.6%,,
0,1,FTF + FTT,01041 + 01043,01043,Animal Science/Animal Health Science,"1,124",681,"$28,869","$48,001","$63,684","$51,071",454,8,66.7%,,
0,1,FTF + FTT,01041 + 01043,01043,Animal Science/Animal Health Science,"1,124",611,"$31,379","$48,465","$69,735","$54,694",393,9,64.3%,,
0,1,FTF + FTT,01041 + 01043,01043,Animal Science/Animal Health Science,"1,124",537,"$31,145","$49,539","$72,150","$55,279",332,10,61.8%,,
0,1,FTF + FTT,01041 + 01043,01043,Animal Science/Animal Health Science,"1,124",485,"$30,829","$52,916","$76,501","$59,201",287,11,59.2%,,
0,1,FTF + FTT,01041 + 01043,01043,Animal Science/Animal Health Science,"1,124",431,"$29,994","$53,939","$80,918","$60,806",252,12,58.5%,,
0,1,FTF + FTT,01041 + 01043,01043,Animal Science/Animal Health Science,"1,124",367,"$36,114","$59,712","$85,006","$65,733",204,13,55.6%,,
0,1,FTF + FTT,01041 + 01043,01043,Animal Science/Animal Health Science,"1,124",296,"$36,970","$58,346","$91,055","$70,080",160,14,54.1%,,
0,1,FTF + FTT,01041 + 01043,01043,Animal Science/Animal Health Science,"1,124",246,"$33,713","$58,231","$97,160","$70,565",129,15,52.4%,,
0,1,FTF + FTT,01121,01121,Agricultural Business,431,402,"$13,960","$30,445","$44,853","$31,062",327,1,81.3%,,
0,1,FTF + FTT,01121,01121,Agricultural Business,431,351,"$23,349","$39,912","$53,127","$40,080",281,2,80.1%,,
0,1,FTF + FTT,01121,01121,Agricultural Business,431,314,"$27,848","$48,155","$62,949","$47,093",249,3,79.3%,,
0,1,FTF + FTT,01121,01121,Agricultural Business,431,278,"$29,269","$50,163","$70,000","$52,189",213,4,76.6%,,
0,1,FTF + FTT,01121,01121,Agricultural Business,431,249,"$31,265","$53,899","$74,823","$55,942",194,5,77.9%,,
0,1,FTF + FTT,01121,01121,Agricultural Business,431,207,"$35,078","$59,049","$78,227","$59,682",155,6,74.9%,,
0,1,FTF + FTT,01121,01121,Agricultural Business,431,177,"$38,043","$58,584","$80,745","$62,755",129,7,72.9%,,
0,1,FTF + FTT,01121,01121,Agricultural Business,431,160,"$37,923","$57,882","$84,157","$65,873",115,8,71.9%,,
0,1,FTF + FTT,01121,01121,Agricultural Business,431,139,"$45,227","$65,384","$94,048","$70,469",97,9,69.8%,,
0,1,FTF + FTT,01121,01121,Agricultural Business,431,117,"$47,711","$72,676","$104,208","$77,142",77,10,65.8%,,
0,1,FTF + FTT,01121,01121,Agricultural Business,431,100,"$45,216","$78,679","$110,247","$84,166",58,11,58.0%,,
0,1,FTF + FTT,01121,01121,Agricultural Business,431,91,"$48,085","$83,189","$112,291","$87,632",51,12,56.0%,,
0,1,FTF + FTT,01121,01121,Agricultural Business,431,82,"$44,646","$71,097","$105,780","$83,584",44,13,53.7%,,
0,1,FTF + FTT,01121,01121,Agricultural Business,431,74,"$41,916","$76,174","$99,166","$83,388",40,14,54.1%,,
0,1,FTF + FTT,01121,01121,Agricultural Business,431,62,"$52,363","$80,818","$121,296","$93,917",28,15,45.2%,,
0,1,FTF + FTT,01130 + 01131,01131,Food Science and Technology,285,253,"$24,624","$39,402","$49,376","$38,405",184,1,72.7%,,
0,1,FTF + FTT,01130 + 01131,01131,Food Science and Technology,285,213,"$32,576","$45,159","$57,387","$45,659",154,2,72.3%,,
0,1,FTF + FTT,01130 + 01131,01131,Food Science and Technology,285,182,"$37,827","$52,940","$63,063","$51,294",127,3,69.8%,,
0,1,FTF + FTT,01130 + 01131,01131,Food Science and Technology,285,156,"$41,417","$54,033","$67,035","$52,990",101,4,64.7%,,
0,1,FTF + FTT,01130 + 01131,01131,Food Science and Technology,285,119,"$44,380","$56,590","$69,059","$57,391",67,5,56.3%,,
0,1,FTF + FTT,01130 + 01131,01131,Food Science and Technology,285,101,"$53,072","$60,443","$72,016","$60,717",60,6,59.4%,,
0,1,FTF + FTT,01130 + 01131,01131,Food Science and Technology,285,86,"$48,454","$62,107","$76,325","$62,601",51,7,59.3%,,
0,1,FTF + FTT,01130 + 01131,01131,Food Science and Technology,285,75,"$44,712","$63,087","$87,115","$68,228",42,8,56.0%,,
0,1,FTF + FTT,01130 + 01131,01131,Food Science and Technology,285,66,"$52,962","$69,730","$93,025","$69,499",34,9,51.5%,,
0,1,FTF + FTT,01130 + 01131,01131,Food Science and Technology,285,54,"$53,204","$81,300","$106,696","$76,493",25,10,46.3%,,
0,1,FTF + FTT,01130 + 01131,01131,Food Science and Technology,285,40,"$68,766","$95,951","$107,134","$88,389",14,11,35.0%,,
0,1,FTF + FTT,01130 + 01131,01131,Food Science and Technology,285,31,"$65,578","$79,244","$89,903","$81,295",8,12,25.8%,,
0,1,FTF + FTT,01130 + 01131,01131,Food Science and Technology,285,27,"$49,844","$98,913","$120,792","$85,311",5,13,18.5%,,
0,1,FTF + FTT,01130 + 01131,01131,Food Science and Technology,285,24,,,,,3,14,12.5%,,
0,1,FTF + FTT,01130 + 01131,01131,Food Science and Technology,285,22,,,,,2,15,9.1%,,
0,1,FTF + FTT,01991 + 01993,01993,Agricultural Biology and Plant & Irrigation Science,372,334,"$15,154","$34,031","$51,539","$35,543",235,1,70.4%,,
0,1,FTF + FTT,01991 + 01993,01993,Agricultural Biology and Plant & Irrigation Science,372,292,"$22,227","$45,513","$60,194","$43,931",201,2,68.8%,,
0,1,FTF + FTT,01991 + 01993,01993,Agricultural Biology and Plant & Irrigation Science,372,266,"$25,103","$50,722","$66,127","$48,107",186,3,69.9%,,
0,1,FTF + FTT,01991 + 01993,01993,Agricultural Biology and Plant & Irrigation Science,372,225,"$31,359","$54,075","$72,311","$54,435",146,4,64.9%,,
0,1,FTF + FTT,01991 + 01993,01993,Agricultural Biology and Plant & Irrigation Science,372,195,"$35,585","$59,742","$75,195","$59,304",125,5,64.1%,,
0,1,FTF + FTT,01991 + 01993,01993,Agricultural Biology and Plant & Irrigation Science,372,169,"$33,931","$63,559","$81,084","$63,299",104,6,61.5%,,
0,1,FTF + FTT,01991 + 01993,01993,Agricultural Biology and Plant & Irrigation Science,372,147,"$52,347","$71,314","$88,991","$72,888",88,7,59.9%,,
0,1,FTF + FTT,01991 + 01993,01993,Agricultural Biology and Plant & Irrigation Science,372,123,"$63,045","$77,922","$99,689","$84,424",69,8,56.1%,,
0,1,FTF + FTT,01991 + 01993,01993,Agricultural Biology and Plant & Irrigation Science,372,106,"$59,779","$80,025","$105,201","$86,585",57,9,53.8%,,
0,1,FTF + FTT,01991 + 01993,01993,Agricultural Biology and Plant & Irrigation Science,372,92,"$62,210","$87,896","$107,292","$89,527",43,10,46.7%,,
0,1,FTF + FTT,01991 + 01993,01993,Agricultural Biology and Plant & Irrigation Science,372,88,"$58,678","$87,818","$111,689","$89,845",40,11,45.5%,,
0,1,FTF + FTT,01991 + 01993,01993,Agricultural Biology and Plant & Irrigation Science,372,79,"$73,040","$86,850","$118,033","$102,256",33,12,41.8%,,
0,1,FTF + FTT,01991 + 01993,01993,Agricultural Biology and Plant & Irrigation Science,372,67,"$67,901","$82,139","$125,052","$93,886",27,13,40.3%,,
0,1,FTF + FTT,01991 + 01993,01993,Agricultural Biology and Plant & Irrigation Science,372,62,"$56,533","$82,697","$125,664","$92,223",24,14,38.7%,,
0,1,FTF + FTT,01991 + 01993,01993,Agricultural Biology and Plant & Irrigation Science,372,57,"$59,287","$84,209","$117,617","$88,826",20,15,35.1%,,
0,1,FTF + FTT,02021,02021,Architecture,"1,183","1,127","$33,296","$47,414","$57,264","$45,706",895,1,79.4%,,
0,1,FTF + FTT,02021,02021,Architecture,"1,183","1,057","$44,592","$55,545","$65,592","$54,471",831,2,78.6%,,
0,1,FTF + FTT,02021,02021,Architecture,"1,183",987,"$46,909","$58,863","$70,957","$58,147",760,3,77.0%,,
0,1,FTF + FTT,02021,02021,Architecture,"1,183",927,"$50,812","$63,198","$75,290","$62,460",691,4,74.5%,,
0,1,FTF + FTT,02021,02021,Architecture,"1,183",876,"$56,384","$68,599","$80,900","$67,733",628,5,71.7%,,
0,1,FTF + FTT,02021,02021,Architecture,"1,183",814,"$56,426","$71,108","$85,983","$70,964",566,6,69.5%,,
0,1,FTF + FTT,02021,02021,Architecture,"1,183",733,"$54,245","$72,054","$86,951","$71,841",498,7,67.9%,,
0,1,FTF + FTT,02021,02021,Architecture,"1,183",677,"$56,476","$72,947","$89,622","$71,921",448,8,66.2%,,
0,1,FTF + FTT,02021,02021,Architecture,"1,183",623,"$57,903","$76,431","$90,887","$74,640",400,9,64.2%,,
0,1,FTF + FTT,02021,02021,Architecture,"1,183",567,"$59,082","$75,712","$93,696","$76,315",356,10,62.8%,,
0,1,FTF + FTT,02021,02021,Architecture,"1,183",516,"$57,490","$78,697","$100,157","$79,192",317,11,61.4%,,
0,1,FTF + FTT,02021,02021,Architecture,"1,183",466,"$62,263","$81,536","$104,944","$84,204",275,12,59.0%,,
0,1,FTF + FTT,02021,02021,Architecture,"1,183",410,"$63,063","$85,062","$107,586","$87,996",231,13,56.3%,,
0,1,FTF + FTT,02021,02021,Architecture,"1,183",364,"$65,203","$87,672","$114,728","$95,778",195,14,53.6%,,
0,1,FTF + FTT,02021,02021,Architecture,"1,183",317,"$64,117","$85,472","$121,438","$96,724",165,15,52.1%,,
0,1,FTF + FTT,02031,02031,Interior Design,237,212,"$24,524","$37,384","$48,237","$35,906",154,1,72.6%,,
0,1,FTF + FTT,02031,02031,Interior Design,237,179,"$37,923","$48,459","$55,512","$46,376",127,2,70.9%,,
0,1,FTF + FTT,02031,02031,Interior Design,237,150,"$35,594","$51,994","$60,667","$48,799",104,3,69.3%,,
0,1,FTF + FTT,02031,02031,Interior Design,237,116,"$38,261","$54,838","$66,902","$52,994",68,4,58.6%,,
0,1,FTF + FTT,02031,02031,Interior Design,237,98,"$39,319","$56,042","$69,897","$54,903",47,5,48.0%,,
0,1,FTF + FTT,02031,02031,Interior Design,237,76,"$44,522","$64,333","$77,377","$62,633",34,6,44.7%,,
0,1,FTF + FTT,02031,02031,Interior Design,237,56,"$32,513","$66,825","$79,966","$60,660",19,7,33.9%,,
0,1,FTF + FTT,02031,02031,Interior Design,237,38,"$19,075","$69,955","$96,169","$64,622",7,8,18.4%,,
0,1,FTF + FTT,02031,02031,Interior Design,237,29,,,,,1,9,3.4%,,
0,1,FTF + FTT,02031,02031,Interior Design,237,27,,,,,,10,,,
0,1,FTF + FTT,02031,02031,Interior Design,237,27,,,,,,11,,,
0,1,FTF + FTT,02031,02031,Interior Design,237,27,,,,,,12,,,
0,1,FTF + FTT,02031,02031,Interior Design,237,27,,,,,,13,,,
0,1,FTF + FTT,02031,02031,Interior Design,237,27,,,,,,14,,,
0,1,FTF + FTT,02031,02031,Interior Design,237,27,,,,,,15,,,
0,1,FTF + FTT,02041,02041,Landscape Architecture,853,800,"$17,947","$34,925","$51,465","$34,747",618,1,77.3%,,
0,1,FTF + FTT,02041,02041,Landscape Architecture,853,765,"$27,808","$45,440","$57,882","$43,405",575,2,75.2%,,
0,1,FTF + FTT,02041,02041,Landscape Architecture,853,734,"$32,276","$49,685","$62,447","$47,178",540,3,73.6%,,
0,1,FTF + FTT,02041,02041,Landscape Architecture,853,693,"$37,631","$53,829","$66,451","$51,315",494,4,71.3%,,
0,1,FTF + FTT,02041,02041,Landscape Architecture,853,666,"$39,813","$57,683","$71,029","$55,082",461,5,69.2%,,
0,1,FTF + FTT,02041,02041,Landscape Architecture,853,629,"$40,773","$58,811","$75,392","$56,689",433,6,68.8%,,
0,1,FTF + FTT,02041,02041,Landscape Architecture,853,573,"$38,923","$60,146","$79,470","$58,824",377,7,65.8%,,
0,1,FTF + FTT,02041,02041,Landscape Architecture,853,508,"$43,462","$65,889","$85,447","$63,514",316,8,62.2%,,
0,1,FTF + FTT,02041,02041,Landscape Architecture,853,433,"$42,923","$68,705","$91,144","$68,604",264,9,61.0%,,
0,1,FTF + FTT,02041,02041,Landscape Architecture,853,380,"$39,277","$69,970","$91,603","$69,331",227,10,59.7%,,
0,1,FTF + FTT,02041,02041,Landscape Architecture,853,340,"$51,706","$72,306","$92,834","$73,090",195,11,57.4%,,
0,1,FTF + FTT,02041,02041,Landscape Architecture,853,293,"$52,474","$72,939","$92,708","$74,454",161,12,54.9%,,
0,1,FTF + FTT,02041,02041,Landscape Architecture,853,247,"$49,919","$71,887","$98,829","$79,041",122,13,49.4%,,
0,1,FTF + FTT,02041,02041,Landscape Architecture,853,196,"$47,408","$73,067","$107,129","$78,108",90,14,45.9%,,
0,1,FTF + FTT,02041,02041,Landscape Architecture,853,175,"$44,163","$75,866","$104,962","$79,456",74,15,42.3%,,
0,1,FTF + FTT,02061,02061,City and Regional Planning,673,638,"$17,689","$33,836","$53,954","$36,844",523,1,82.0%,,
0,1,FTF + FTT,02061,02061,City and Regional Planning,673,604,"$29,705","$48,314","$67,678","$49,321",502,2,83.1%,,
0,1,FTF + FTT,02061,02061,City and Regional Planning,673,563,"$34,652","$60,400","$76,384","$57,401",448,3,79.6%,,
0,1,FTF + FTT,02061,02061,City and Regional Planning,673,527,"$41,935","$64,279","$80,999","$64,556",410,4,77.8%,,
0,1,FTF + FTT,02061,02061,City and Regional Planning,673,480,"$44,913","$68,366","$85,876","$67,082",372,5,77.5%,,
0,1,FTF + FTT,02061,02061,City and Regional Planning,673,459,"$47,099","$71,250","$89,071","$69,821",345,6,75.2%,,
0,1,FTF + FTT,02061,02061,City and Regional Planning,673,416,"$48,960","$75,505","$93,475","$71,677",312,7,75.0%,,
0,1,FTF + FTT,02061,02061,City and Regional Planning,673,370,"$46,729","$77,962","$95,802","$74,591",275,8,74.3%,,
0,1,FTF + FTT,02061,02061,City and Regional Planning,673,325,"$52,610","$82,212","$102,438","$79,172",232,9,71.4%,,
0,1,FTF + FTT,02061,02061,City and Regional Planning,673,288,"$47,362","$84,849","$105,443","$80,620",213,10,74.0%,,
0,1,FTF + FTT,02061,02061,City and Regional Planning,673,257,"$63,868","$91,010","$113,826","$89,592",187,11,72.8%,,
0,1,FTF + FTT,02061,02061,City and Regional Planning,673,229,"$72,579","$94,651","$113,335","$95,573",157,12,68.6%,,
0,1,FTF + FTT,02061,02061,City and Regional Planning,673,197,"$68,182","$94,271","$113,802","$100,687",134,13,68.0%,,
0,1,FTF + FTT,02061,02061,City and Regional Planning,673,155,"$69,923","$98,025","$121,388","$99,737",104,14,67.1%,,
0,1,FTF + FTT,02061,02061,City and Regional Planning,673,128,"$70,860","$98,068","$126,632","$101,214",79,15,61.7%,,
0,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,134,120,"$10,594","$19,699","$31,507","$21,874",81,1,67.5%,,
0,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,134,100,"$11,447","$28,144","$43,014","$27,983",70,2,70.0%,,
0,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,134,84,"$16,831","$34,493","$50,205","$34,428",56,3,66.7%,,
0,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,134,75,"$12,813","$35,856","$51,981","$37,659",53,4,70.7%,,
0,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,134,61,"$26,112","$41,909","$55,361","$44,048",41,5,67.2%,,
0,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,134,51,"$20,239","$42,149","$53,912","$49,000",34,6,66.7%,,
0,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,134,36,"$18,694","$41,065","$77,583","$53,264",24,7,66.7%,,
0,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,134,29,"$21,828","$46,681","$89,425","$62,844",17,8,58.6%,,
0,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,134,23,"$37,506","$46,473","$100,033","$73,231",13,9,56.5%,,
0,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,134,14,"$59,188","$96,393","$139,366","$95,561",6,10,42.9%,,
0,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,134,9,,,,,3,11,33.3%,,
0,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,134,7,,,,,1,12,14.3%,,
0,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,134,5,,,,,,13,,,
0,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,134,5,,,,,,14,,,
0,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,134,5,,,,,,15,,,
0,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,66,60,"$7,070","$16,353","$29,478","$20,550",49,1,81.7%,,
0,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,66,53,"$15,505","$24,995","$35,862","$27,972",44,2,83.0%,,
0,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,66,50,"$10,038","$32,212","$40,090","$32,130",45,3,90.0%,,
0,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,66,49,"$17,375","$38,833","$49,591","$39,188",41,4,83.7%,,
0,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,66,42,"$29,573","$45,055","$60,975","$46,600",31,5,73.8%,,
0,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,66,36,"$16,922","$38,510","$54,761","$41,473",29,6,80.6%,,
0,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,66,30,"$15,126","$39,012","$55,013","$45,026",18,7,60.0%,,
0,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,66,25,"$36,965","$52,090","$54,924","$62,139",11,8,44.0%,,
0,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,66,23,"$34,667","$54,373","$109,227","$64,960",11,9,47.8%,,
0,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,66,17,"$56,591","$72,544","$96,259","$79,929",6,10,35.3%,,
0,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,66,15,"$64,633","$80,235","$92,588","$81,619",5,11,33.3%,,
0,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,66,12,"$67,832","$77,353","$89,078","$90,332",5,12,41.7%,,
0,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,66,11,"$74,839","$128,920","$147,801","$118,206",5,13,45.5%,,
0,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,66,11,"$72,410","$155,685","$178,037","$136,225",5,14,45.5%,,
0,1,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,66,10,,,,,4,15,40.0%,,
0,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,40,"$6,230","$18,938","$26,807","$19,636",26,1,65.0%,,
0,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,35,"$12,865","$22,136","$28,660","$22,640",22,2,62.9%,,
0,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,34,"$21,644","$30,363","$35,406","$27,875",22,3,64.7%,,
0,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,27,"$28,666","$30,385","$38,853","$33,960",14,4,51.9%,,
0,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,23,"$27,758","$37,812","$47,301","$37,459",14,5,60.9%,,
0,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,19,"$16,582","$33,284","$56,875","$34,143",11,6,57.9%,,
0,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,16,"$33,106","$35,928","$59,919","$45,155",5,7,31.3%,,
0,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,12,,,,,4,8,33.3%,,
0,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,9,,,,,3,9,33.3%,,
0,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,6,,,,,4,10,66.7%,,
0,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,3,,,,,1,11,33.3%,,
0,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,3,,,,,,12,,,
0,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,3,,,,,,13,,,
0,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,2,,,,,,14,,,
0,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,2,,,,,,15,,,
0,1,FTF + FTT,03131,03131,American Studies,780,714,"$12,515","$24,151","$37,555","$27,300",553,1,77.5%,,
0,1,FTF + FTT,03131,03131,American Studies,780,651,"$16,478","$31,166","$47,365","$33,958",498,2,76.5%,,
0,1,FTF + FTT,03131,03131,American Studies,780,588,"$19,676","$37,107","$55,640","$39,039",443,3,75.3%,,
0,1,FTF + FTT,03131,03131,American Studies,780,546,"$26,587","$42,944","$60,177","$45,133",387,4,70.9%,,
