Campus,Select Student Path,Select Entry Status,HEGIS At Exit,HEGIS for Tableau,Select Major at Exit,Potential # of Students,Number of Students Still Enrolled,# of Students Found with Earnings in at Least 1 Qtr,Median Annual Earnings in at Least 1 Qtr,# of Students Found with Earnings in all 4 Qtrs,Median Annual Earnings in all 4 Qtrs,Year
10 + 40 + 50 + 55 + 70 + 73,3,FTF,19171,19171,Earth Science,2,,,,,,5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,19171,19171,Earth Science,2,,,,,,6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,19171,19171,Earth Science,2,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,19171,19171,Earth Science,2,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,19171,19171,Earth Science,2,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,19171,19171,Earth Science,2,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,19171,19171,Earth Science,2,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,19171,19171,Earth Science,2,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,19171,19171,Earth Science,2,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,19171,19171,Earth Science,2,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,19171,19171,Earth Science,2,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20011 + 20013,20013,Psychology,"1,000","1,000",736,"$5,843",353,"$11,012",1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20011 + 20013,20013,Psychology,"1,000",229,179,"$7,550",99,"$13,181",2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20011 + 20013,20013,Psychology,"1,000",97,78,"$12,896",58,"$15,643",3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20011 + 20013,20013,Psychology,"1,000",43,38,"$13,887",25,"$19,512",4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20011 + 20013,20013,Psychology,"1,000",26,25,"$24,090",20,"$24,954",5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20011 + 20013,20013,Psychology,"1,000",17,16,"$24,904",14,"$31,751",6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20011 + 20013,20013,Psychology,"1,000",10,10,"$26,196",8,"$26,258",7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20011 + 20013,20013,Psychology,"1,000",7,6,"$21,190",3,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20011 + 20013,20013,Psychology,"1,000",5,5,"$13,401",3,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20011 + 20013,20013,Psychology,"1,000",2,2,,2,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20011 + 20013,20013,Psychology,"1,000",1,1,,1,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20011 + 20013,20013,Psychology,"1,000",,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20011 + 20013,20013,Psychology,"1,000",,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20011 + 20013,20013,Psychology,"1,000",,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20011 + 20013,20013,Psychology,"1,000",,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20991,20991,Behavioral Science,11,11,9,"$12,613",5,"$13,398",1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20991,20991,Behavioral Science,11,5,4,,3,,2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20991,20991,Behavioral Science,11,1,1,,1,,3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20991,20991,Behavioral Science,11,,,,,,4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20991,20991,Behavioral Science,11,,,,,,5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20991,20991,Behavioral Science,11,,,,,,6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20991,20991,Behavioral Science,11,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20991,20991,Behavioral Science,11,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20991,20991,Behavioral Science,11,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20991,20991,Behavioral Science,11,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20991,20991,Behavioral Science,11,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20991,20991,Behavioral Science,11,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20991,20991,Behavioral Science,11,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20991,20991,Behavioral Science,11,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20991,20991,Behavioral Science,11,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20993,20993,Human Development,21,21,16,"$5,132",5,"$10,449",1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20993,20993,Human Development,21,15,12,"$7,102",9,"$8,166",2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20993,20993,Human Development,21,8,7,"$10,223",7,"$10,223",3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20993,20993,Human Development,21,2,1,,1,,4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20993,20993,Human Development,21,,,,,,5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20993,20993,Human Development,21,,,,,,6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20993,20993,Human Development,21,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20993,20993,Human Development,21,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20993,20993,Human Development,21,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20993,20993,Human Development,21,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20993,20993,Human Development,21,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20993,20993,Human Development,21,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20993,20993,Human Development,21,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20993,20993,Human Development,21,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,20993,20993,Human Development,21,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21021,21021,Public Administration,18,18,13,"$8,940",8,"$12,546",1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21021,21021,Public Administration,18,6,6,"$16,991",5,"$21,661",2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21021,21021,Public Administration,18,2,2,,2,,3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21021,21021,Public Administration,18,2,2,,2,,4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21021,21021,Public Administration,18,2,2,,2,,5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21021,21021,Public Administration,18,1,1,,1,,6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21021,21021,Public Administration,18,1,1,,1,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21021,21021,Public Administration,18,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21021,21021,Public Administration,18,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21021,21021,Public Administration,18,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21021,21021,Public Administration,18,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21021,21021,Public Administration,18,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21021,21021,Public Administration,18,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21021,21021,Public Administration,18,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21021,21021,Public Administration,18,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21025 + 21031,21031,Recreation Management & Administration,35,35,19,"$3,861",6,"$12,596",1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21025 + 21031,21031,Recreation Management & Administration,35,15,9,"$2,690",2,,2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21025 + 21031,21031,Recreation Management & Administration,35,8,7,"$5,538",1,,3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21025 + 21031,21031,Recreation Management & Administration,35,5,5,"$8,149",3,,4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21025 + 21031,21031,Recreation Management & Administration,35,2,1,,1,,5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21025 + 21031,21031,Recreation Management & Administration,35,,,,,,6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21025 + 21031,21031,Recreation Management & Administration,35,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21025 + 21031,21031,Recreation Management & Administration,35,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21025 + 21031,21031,Recreation Management & Administration,35,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21025 + 21031,21031,Recreation Management & Administration,35,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21025 + 21031,21031,Recreation Management & Administration,35,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21025 + 21031,21031,Recreation Management & Administration,35,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21025 + 21031,21031,Recreation Management & Administration,35,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21025 + 21031,21031,Recreation Management & Administration,35,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21025 + 21031,21031,Recreation Management & Administration,35,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21041,21041,Social Work,37,37,26,"$8,142",15,"$12,211",1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21041,21041,Social Work,37,11,10,"$10,576",7,"$19,931",2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21041,21041,Social Work,37,6,6,"$8,257",5,"$10,786",3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21041,21041,Social Work,37,4,4,,2,,4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21041,21041,Social Work,37,1,1,,1,,5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21041,21041,Social Work,37,1,1,,1,,6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21041,21041,Social Work,37,1,1,,,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21041,21041,Social Work,37,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21041,21041,Social Work,37,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21041,21041,Social Work,37,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21041,21041,Social Work,37,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21041,21041,Social Work,37,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21041,21041,Social Work,37,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21041,21041,Social Work,37,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21041,21041,Social Work,37,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21042,21042,Human Services,29,29,21,"$4,649",11,"$7,666",1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21042,21042,Human Services,29,16,15,"$6,085",8,"$13,426",2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21042,21042,Human Services,29,8,7,"$14,942",6,"$18,318",3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21042,21042,Human Services,29,2,2,,2,,4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21042,21042,Human Services,29,2,2,,2,,5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21042,21042,Human Services,29,2,2,,2,,6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21042,21042,Human Services,29,2,2,,2,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21042,21042,Human Services,29,1,1,,1,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21042,21042,Human Services,29,1,1,,1,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21042,21042,Human Services,29,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21042,21042,Human Services,29,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21042,21042,Human Services,29,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21042,21042,Human Services,29,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21042,21042,Human Services,29,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21042,21042,Human Services,29,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21044,21044,Deaf Studies,38,38,26,"$5,745",11,"$10,156",1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21044,21044,Deaf Studies,38,8,8,"$9,377",6,"$10,527",2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21044,21044,Deaf Studies,38,4,2,,1,,3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21044,21044,Deaf Studies,38,4,3,,1,,4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21044,21044,Deaf Studies,38,1,1,,1,,5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21044,21044,Deaf Studies,38,,,,,,6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21044,21044,Deaf Studies,38,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21044,21044,Deaf Studies,38,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21044,21044,Deaf Studies,38,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21044,21044,Deaf Studies,38,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21044,21044,Deaf Studies,38,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21044,21044,Deaf Studies,38,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21044,21044,Deaf Studies,38,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21044,21044,Deaf Studies,38,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21044,21044,Deaf Studies,38,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21051,21051,Criminal Justice,279,279,219,"$8,335",119,"$13,035",1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21051,21051,Criminal Justice,279,77,68,"$10,299",45,"$14,951",2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21051,21051,Criminal Justice,279,39,35,"$13,723",21,"$21,581",3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21051,21051,Criminal Justice,279,19,16,"$20,227",12,"$25,947",4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21051,21051,Criminal Justice,279,7,5,"$48,101",3,,5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21051,21051,Criminal Justice,279,5,4,,1,,6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21051,21051,Criminal Justice,279,2,1,,1,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21051,21051,Criminal Justice,279,1,1,,1,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21051,21051,Criminal Justice,279,1,1,,1,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21051,21051,Criminal Justice,279,1,1,,1,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21051,21051,Criminal Justice,279,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21051,21051,Criminal Justice,279,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21051,21051,Criminal Justice,279,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21051,21051,Criminal Justice,279,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,21051,21051,Criminal Justice,279,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22011,22011,Social Science,11,11,11,"$7,537",5,"$16,305",1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22011,22011,Social Science,11,2,1,,,,2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22011,22011,Social Science,11,1,1,,,,3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22011,22011,Social Science,11,1,,,,,4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22011,22011,Social Science,11,1,,,,,5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22011,22011,Social Science,11,1,1,,,,6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22011,22011,Social Science,11,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22011,22011,Social Science,11,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22011,22011,Social Science,11,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22011,22011,Social Science,11,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22011,22011,Social Science,11,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22011,22011,Social Science,11,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22011,22011,Social Science,11,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22011,22011,Social Science,11,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22011,22011,Social Science,11,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22021,22021,Anthropology,37,37,21,"$1,722",6,"$13,111",1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22021,22021,Anthropology,37,11,8,"$6,698",4,,2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22021,22021,Anthropology,37,6,4,,1,,3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22021,22021,Anthropology,37,4,1,,1,,4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22021,22021,Anthropology,37,2,,,,,5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22021,22021,Anthropology,37,1,1,,,,6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22021,22021,Anthropology,37,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22021,22021,Anthropology,37,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22021,22021,Anthropology,37,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22021,22021,Anthropology,37,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22021,22021,Anthropology,37,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22021,22021,Anthropology,37,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22021,22021,Anthropology,37,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22021,22021,Anthropology,37,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22021,22021,Anthropology,37,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22041,22041,Economics,89,89,59,"$4,831",27,"$11,340",1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22041,22041,Economics,89,22,18,"$7,251",11,"$13,240",2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22041,22041,Economics,89,17,14,"$13,441",10,"$16,007",3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22041,22041,Economics,89,12,10,"$22,902",10,"$22,902",4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22041,22041,Economics,89,6,5,"$24,931",5,"$24,931",5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22041,22041,Economics,89,5,5,"$5,453",3,,6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22041,22041,Economics,89,2,2,,2,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22041,22041,Economics,89,1,1,,1,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22041,22041,Economics,89,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22041,22041,Economics,89,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22041,22041,Economics,89,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22041,22041,Economics,89,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22041,22041,Economics,89,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22041,22041,Economics,89,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22041,22041,Economics,89,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22051,22051,History,199,199,134,"$6,748",74,"$11,551",1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22051,22051,History,199,56,47,"$9,015",33,"$10,886",2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22051,22051,History,199,30,24,"$12,268",20,"$15,934",3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22051,22051,History,199,13,12,"$17,948",10,"$21,423",4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22051,22051,History,199,7,6,"$24,439",5,"$25,665",5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22051,22051,History,199,1,1,,1,,6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22051,22051,History,199,1,1,,1,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22051,22051,History,199,1,1,,1,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22051,22051,History,199,1,1,,1,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22051,22051,History,199,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22051,22051,History,199,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22051,22051,History,199,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22051,22051,History,199,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22051,22051,History,199,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22051,22051,History,199,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22061 + 22063,22063,Geography,19,19,15,"$3,770",4,,1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22061 + 22063,22063,Geography,19,8,5,"$9,473",3,,2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22061 + 22063,22063,Geography,19,4,3,,2,,3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22061 + 22063,22063,Geography,19,2,2,,,,4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22061 + 22063,22063,Geography,19,,,,,,5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22061 + 22063,22063,Geography,19,,,,,,6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22061 + 22063,22063,Geography,19,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22061 + 22063,22063,Geography,19,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22061 + 22063,22063,Geography,19,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22061 + 22063,22063,Geography,19,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22061 + 22063,22063,Geography,19,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22061 + 22063,22063,Geography,19,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22061 + 22063,22063,Geography,19,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22061 + 22063,22063,Geography,19,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22061 + 22063,22063,Geography,19,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22071,22071,Political Science,295,295,212,"$5,629",101,"$10,913",1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22071,22071,Political Science,295,73,59,"$7,223",29,"$14,985",2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22071,22071,Political Science,295,30,24,"$11,407",15,"$19,980",3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22071,22071,Political Science,295,16,15,"$19,331",11,"$26,424",4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22071,22071,Political Science,295,9,9,"$18,141",5,"$24,418",5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22071,22071,Political Science,295,2,2,,2,,6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22071,22071,Political Science,295,2,2,,2,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22071,22071,Political Science,295,1,1,,1,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22071,22071,Political Science,295,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22071,22071,Political Science,295,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22071,22071,Political Science,295,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22071,22071,Political Science,295,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22071,22071,Political Science,295,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22071,22071,Political Science,295,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22071,22071,Political Science,295,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22081,22081,Sociology,397,397,278,"$5,932",133,"$11,177",1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22081,22081,Sociology,397,136,109,"$8,473",61,"$12,614",2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22081,22081,Sociology,397,73,62,"$13,104",44,"$16,037",3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22081,22081,Sociology,397,42,36,"$17,218",28,"$18,467",4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22081,22081,Sociology,397,23,19,"$17,354",15,"$19,141",5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22081,22081,Sociology,397,12,12,"$26,879",11,"$32,442",6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22081,22081,Sociology,397,4,4,,3,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22081,22081,Sociology,397,2,1,,1,,8
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22081,22081,Sociology,397,2,2,,1,,9
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22081,22081,Sociology,397,2,2,,1,,10
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22081,22081,Sociology,397,1,,,,,11
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22081,22081,Sociology,397,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22081,22081,Sociology,397,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22081,22081,Sociology,397,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22081,22081,Sociology,397,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22111,22111,African-American Studies,10,10,6,"$4,601",1,,1
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22111,22111,African-American Studies,10,6,6,"$7,936",4,,2
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22111,22111,African-American Studies,10,5,4,,3,,3
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22111,22111,African-American Studies,10,5,4,,4,,4
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22111,22111,African-American Studies,10,2,2,,2,,5
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22111,22111,African-American Studies,10,2,2,,2,,6
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22111,22111,African-American Studies,10,2,2,,1,,7
10 + 40 + 50 + 55 + 70 + 73,3,FTF,22111,22111,African-American Studies,10,1,1,,1,,8
