Campus,Location,Select Student Path,Select Entry Status,HEGIS At Exit,HEGIS for Tableau,Select Major at Exit,Potential # of Students,Number of Students Still Enrolled,# of Students Found with Earnings in at Least 1 Qtr,Median Annual Earnings in at Least 1 Qtr,# of Students Found with Earnings in all 4 Qtrs,Median Annual Earnings in all 4 Qtrs,Year
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"1,453","1,453",853,"$9,617",461,"$16,688",1
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"1,453",963,592,"$7,957",332,"$13,548",2
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"1,453",686,407,"$7,324",211,"$12,575",3
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"1,453",475,311,"$7,293",155,"$11,763",4
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"1,453",264,194,"$8,040",123,"$11,689",5
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"1,453",105,78,"$10,122",53,"$13,990",6
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"1,453",30,22,"$16,398",19,"$16,480",7
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"1,453",8,7,"$20,364",6,"$37,592",8
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"1,453",4,4,,4,,9
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"1,453",3,3,,3,,10
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"1,453",2,2,,2,,11
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"1,453",1,1,,1,,12
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"1,453",,,,,,13
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"1,453",,,,,,14
40,Long Beach,1,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,"1,453",,,,,,15
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,237,137,"$7,890",79,"$13,001",1
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,236,143,"$8,106",86,"$12,597",2
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,230,148,"$9,276",87,"$12,627",3
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,165,112,"$7,726",61,"$12,278",4
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,74,53,"$8,211",29,"$11,747",5
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,17,14,"$9,514",10,"$14,117",6
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,2,2,,1,,7
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,,,,,,8
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,,,,,,9
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,,,,,,10
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,,,,,,11
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,,,,,,12
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,,,,,,13
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,,,,,,14
40,Long Beach,1,FTF + FTT,02031,02031,Interior Design,237,,,,,,15
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,132,65,"$5,939",34,"$11,437",1
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,113,57,"$7,755",34,"$10,690",2
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,85,44,"$7,943",23,"$11,350",3
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,47,26,"$10,131",15,"$12,570",4
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,19,14,"$11,952",12,"$15,580",5
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,8,5,"$11,741",4,,6
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,4,3,,2,,7
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,2,1,,1,,8
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,1,,,,,9
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,,,,,,10
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,,,,,,11
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,,,,,,12
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,,,,,,13
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,,,,,,14
40,Long Beach,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,132,,,,,,15
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,33,17,"$12,231",9,"$14,286",1
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,28,14,"$14,165",13,"$16,051",2
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,19,10,"$15,022",7,"$15,756",3
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,13,7,"$15,951",4,,4
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,6,4,,1,,5
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,2,2,,1,,6
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,1,1,,1,,7
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,,,,,,8
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,,,,,,9
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,,,,,,10
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,,,,,,11
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,,,,,,12
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,,,,,,13
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,,,,,,14
40,Long Beach,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,33,,,,,,15
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,240,161,"$6,093",86,"$15,000",1
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,210,146,"$8,535",95,"$13,278",2
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,167,129,"$8,535",89,"$11,481",3
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,136,106,"$11,828",80,"$13,322",4
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,73,64,"$12,907",49,"$16,154",5
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,39,33,"$15,583",24,"$18,278",6
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,18,16,"$16,182",11,"$21,566",7
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,11,9,"$28,462",8,"$30,044",8
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,3,3,,2,,9
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,1,1,,1,,10
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,1,1,,1,,11
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,,,,,,12
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,,,,,,13
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,,,,,,14
40,Long Beach,1,FTF + FTT,03131,03131,American Studies,240,,,,,,15
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291","1,291",711,"$5,412",339,"$11,517",1
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291","1,215",711,"$6,448",401,"$11,325",2
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",989,604,"$6,951",360,"$10,586",3
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",733,469,"$6,958",275,"$10,652",4
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",261,173,"$8,001",108,"$11,826",5
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",54,36,"$12,773",27,"$14,767",6
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",18,13,"$17,114",11,"$17,151",7
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",8,7,"$11,682",4,,8
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",4,3,,3,,9
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",3,2,,2,,10
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",2,2,,1,,11
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",1,1,,1,,12
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",,,,,,13
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",,,,,,14
40,Long Beach,1,FTF + FTT,04011,04011,Biology,"1,291",,,,,,15
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,132,59,"$7,921",32,"$15,184",1
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,127,67,"$8,614",42,"$12,830",2
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,91,49,"$7,712",28,"$12,145",3
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,74,36,"$10,561",23,"$14,404",4
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,33,22,"$11,229",15,"$13,731",5
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,6,4,,4,,6
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,2,1,,,,7
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,1,,,,,8
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,,,,,,9
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,,,,,,10
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,,,,,,11
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,,,,,,12
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,,,,,,13
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,,,,,,14
40,Long Beach,1,FTF + FTT,04111,04111,Microbiology,132,,,,,,15
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,376,171,"$4,615",69,"$10,906",1
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,354,180,"$5,835",97,"$10,720",2
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,276,135,"$7,188",81,"$10,960",3
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,193,108,"$7,428",64,"$11,598",4
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,81,46,"$9,951",30,"$13,792",5
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,27,12,"$14,268",9,"$15,384",6
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,9,6,"$14,264",3,,7
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,1,,,,,8
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,1,1,,,,9
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,1,1,,1,,10
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,,,,,,11
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,,,,,,12
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,,,,,,13
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,,,,,,14
40,Long Beach,1,FTF + FTT,04141,04141,Biochemistry,376,,,,,,15
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,172,118,"$5,328",54,"$13,409",1
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,161,117,"$6,454",62,"$12,079",2
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,120,88,"$7,125",54,"$10,767",3
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,90,68,"$6,734",35,"$11,434",4
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,26,22,"$8,982",17,"$10,361",5
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,4,4,,3,,6
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,1,1,,,,7
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,1,,,,,8
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,1,1,,,,9
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,,,,,,10
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,,,,,,11
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,,,,,,12
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,,,,,,13
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,,,,,,14
40,Long Beach,1,FTF + FTT,04181,04181,Marine Biology,172,,,,,,15
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,482,286,"$9,666",175,"$16,186",1
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,418,267,"$11,401",165,"$15,977",2
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,263,180,"$11,323",114,"$16,235",3
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,175,123,"$11,206",82,"$18,015",4
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,55,39,"$18,916",24,"$21,583",5
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,14,11,"$15,675",9,"$20,997",6
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,3,2,,2,,7
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,1,1,,1,,8
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,1,1,,1,,9
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,,,,,,10
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,,,,,,11
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,,,,,,12
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,,,,,,13
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,,,,,,14
40,Long Beach,1,FTF + FTT,05011,05011,Business Administration,482,,,,,,15
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024","2,024","1,243","$10,239",739,"$15,973",1
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024","1,776","1,200","$11,080",765,"$15,976",2
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",968,657,"$10,400",436,"$14,004",3
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",630,463,"$11,774",313,"$15,232",4
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",190,142,"$13,209",99,"$18,382",5
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",46,35,"$18,136",26,"$21,804",6
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",15,14,"$14,487",9,"$25,122",7
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",5,5,"$19,661",4,,8
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",3,2,,2,,9
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",2,2,,1,,10
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",2,2,,2,,11
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",2,2,,2,,12
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",1,1,,1,,13
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",,,,,,14
40,Long Beach,1,FTF + FTT,05021,05021,Accounting,"2,024",,,,,,15
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801","1,801","1,146","$8,981",673,"$15,263",1
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801","1,428",960,"$9,802",603,"$15,020",2
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",889,622,"$9,696",392,"$15,795",3
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",506,370,"$11,829",239,"$16,276",4
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",140,105,"$13,674",72,"$19,105",5
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",35,27,"$14,147",20,"$20,402",6
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",15,13,"$26,711",11,"$26,845",7
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",5,3,,3,,8
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",2,2,,2,,9
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",1,1,,1,,10
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",,,,,,11
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",,,,,,12
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",,,,,,13
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",,,,,,14
40,Long Beach,1,FTF + FTT,05041,05041,Finance,"1,801",,,,,,15
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800","1,800","1,242","$10,418",792,"$15,782",1
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800","1,510","1,117","$12,150",762,"$16,028",2
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",977,730,"$12,288",499,"$16,194",3
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",602,477,"$13,690",350,"$17,046",4
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",168,128,"$15,635",99,"$20,761",5
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",46,42,"$15,612",33,"$26,558",6
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",17,17,"$28,245",13,"$36,708",7
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",7,7,"$33,495",7,"$33,495",8
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",2,2,,2,,9
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",2,2,,2,,10
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",1,1,,1,,11
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",1,1,,1,,12
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",1,1,,1,,13
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",,,,,,14
40,Long Beach,1,FTF + FTT,05061,05061,Management,"1,800",,,,,,15
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,131,87,"$11,658",51,"$25,230",1
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,114,82,"$13,215",50,"$23,178",2
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,76,53,"$14,249",37,"$22,229",3
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,45,35,"$13,781",26,"$16,598",4
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,17,10,"$24,678",8,"$26,633",5
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,4,4,,2,,6
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,2,2,,1,,7
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,1,1,,1,,8
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,1,1,,1,,9
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,1,1,,1,,10
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,1,1,,1,,11
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,,,,,,12
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,,,,,,13
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,,,,,,14
40,Long Beach,1,FTF + FTT,05064,05064,Production and Operations Management,131,,,,,,15
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,430,314,"$9,652",198,"$15,546",1
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,389,317,"$11,150",214,"$15,959",2
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,255,205,"$12,085",152,"$15,462",3
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,185,157,"$13,583",111,"$16,930",4
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,88,78,"$16,535",56,"$21,734",5
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,26,25,"$15,915",18,"$21,006",6
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,9,9,"$22,945",7,"$33,083",7
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,1,1,,1,,8
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,1,1,,,,9
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,,,,,,10
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,,,,,,11
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,,,,,,12
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,,,,,,13
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,,,,,,14
40,Long Beach,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,430,,,,,,15
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966","1,966","1,421","$8,071",817,"$13,760",1
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966","1,707","1,332","$9,368",830,"$13,217",2
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966","1,192",923,"$9,557",602,"$12,717",3
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966",728,588,"$11,040",380,"$14,762",4
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966",158,125,"$13,151",92,"$16,730",5
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966",45,37,"$15,635",27,"$20,713",6
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966",15,11,"$24,132",8,"$29,622",7
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966",4,4,,4,,8
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966",3,3,,3,,9
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966",,,,,,10
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966",,,,,,11
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966",,,,,,12
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966",,,,,,13
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966",,,,,,14
40,Long Beach,1,FTF + FTT,05091,05091,Marketing,"1,966",,,,,,15
40,Long Beach,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,519,519,368,"$10,964",247,"$15,543",1
40,Long Beach,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,519,406,317,"$11,640",223,"$15,950",2
40,Long Beach,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,519,268,207,"$12,312",143,"$16,429",3
40,Long Beach,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,519,169,134,"$14,276",104,"$17,347",4
40,Long Beach,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,519,55,42,"$19,764",35,"$21,753",5
40,Long Beach,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,519,21,16,"$26,591",15,"$27,398",6
40,Long Beach,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,519,5,4,,4,,7
40,Long Beach,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,519,3,3,,3,,8
40,Long Beach,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,519,2,2,,2,,9
40,Long Beach,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,519,2,2,,2,,10
40,Long Beach,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,519,2,2,,2,,11
40,Long Beach,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,519,2,2,,2,,12
40,Long Beach,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,519,,,,,,13
40,Long Beach,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,519,,,,,,14
40,Long Beach,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,519,,,,,,15
40,Long Beach,1,FTF + FTT,05171,05171,Business Economics,382,382,242,"$9,547",150,"$13,934",1
40,Long Beach,1,FTF + FTT,05171,05171,Business Economics,382,262,180,"$9,138",112,"$15,241",2
40,Long Beach,1,FTF + FTT,05171,05171,Business Economics,382,203,158,"$10,378",100,"$15,089",3
40,Long Beach,1,FTF + FTT,05171,05171,Business Economics,382,141,112,"$13,389",77,"$17,410",4
40,Long Beach,1,FTF + FTT,05171,05171,Business Economics,382,54,43,"$18,421",36,"$19,928",5
40,Long Beach,1,FTF + FTT,05171,05171,Business Economics,382,27,24,"$20,136",19,"$21,984",6
40,Long Beach,1,FTF + FTT,05171,05171,Business Economics,382,11,11,"$26,942",9,"$29,058",7
40,Long Beach,1,FTF + FTT,05171,05171,Business Economics,382,6,6,"$38,224",4,,8
40,Long Beach,1,FTF + FTT,05171,05171,Business Economics,382,3,3,,3,,9
40,Long Beach,1,FTF + FTT,05171,05171,Business Economics,382,,,,,,10
40,Long Beach,1,FTF + FTT,05171,05171,Business Economics,382,,,,,,11
40,Long Beach,1,FTF + FTT,05171,05171,Business Economics,382,,,,,,12
40,Long Beach,1,FTF + FTT,05171,05171,Business Economics,382,,,,,,13
40,Long Beach,1,FTF + FTT,05171,05171,Business Economics,382,,,,,,14
40,Long Beach,1,FTF + FTT,05171,05171,Business Economics,382,,,,,,15
40,Long Beach,1,FTF + FTT,06021 + 06022,06022,Journalism,"1,117","1,117",810,"$8,081",463,"$13,805",1
40,Long Beach,1,FTF + FTT,06021 + 06022,06022,Journalism,"1,117",821,635,"$8,510",381,"$12,720",2
40,Long Beach,1,FTF + FTT,06021 + 06022,06022,Journalism,"1,117",510,390,"$8,390",234,"$13,324",3
40,Long Beach,1,FTF + FTT,06021 + 06022,06022,Journalism,"1,117",275,224,"$9,024",137,"$12,043",4
40,Long Beach,1,FTF + FTT,06021 + 06022,06022,Journalism,"1,117",74,62,"$12,706",43,"$17,981",5
40,Long Beach,1,FTF + FTT,06021 + 06022,06022,Journalism,"1,117",23,19,"$14,696",14,"$23,796",6
