Campus,Location,Student Path,Entry Stat,HEGIS At Exit,HEGIS for Tableau,Major,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year,% students found
73,Channel Islands,1,FTT,22081,22081,Sociology,589,13,,,,,2,13,15.38%
73,Channel Islands,1,FTT,22081,22081,Sociology,589,10,,,,,,14,
73,Channel Islands,1,FTT,22081,22081,Sociology,589,10,,,,,,15,
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,8,6,"$27,350","$30,765","$35,017","$35,904",5,1,83.33%
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,8,5,,,,,4,2,80.00%
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,8,3,,,,,3,3,100.00%
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,8,2,,,,,2,4,100.00%
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,8,2,,,,,2,5,100.00%
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,8,1,,,,,1,6,100.00%
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,8,,,,,,,7,
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,8,,,,,,,8,
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,8,,,,,,,9,
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,8,,,,,,,10,
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,8,,,,,,,11,
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,8,,,,,,,12,
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,8,,,,,,,13,
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,8,,,,,,,14,
73,Channel Islands,1,FTT,22131,22131,Mexican-American Studies,8,,,,,,,15,
73,Channel Islands,1,FTT,22997,22997,International Studies,1,1,,,,,1,1,100.00%
73,Channel Islands,1,FTT,22997,22997,International Studies,1,,,,,,,2,
73,Channel Islands,1,FTT,22997,22997,International Studies,1,,,,,,,3,
73,Channel Islands,1,FTT,22997,22997,International Studies,1,,,,,,,4,
73,Channel Islands,1,FTT,22997,22997,International Studies,1,,,,,,,5,
73,Channel Islands,1,FTT,22997,22997,International Studies,1,,,,,,,6,
73,Channel Islands,1,FTT,22997,22997,International Studies,1,,,,,,,7,
73,Channel Islands,1,FTT,22997,22997,International Studies,1,,,,,,,8,
73,Channel Islands,1,FTT,22997,22997,International Studies,1,,,,,,,9,
73,Channel Islands,1,FTT,22997,22997,International Studies,1,,,,,,,10,
73,Channel Islands,1,FTT,22997,22997,International Studies,1,,,,,,,11,
73,Channel Islands,1,FTT,22997,22997,International Studies,1,,,,,,,12,
73,Channel Islands,1,FTT,22997,22997,International Studies,1,,,,,,,13,
73,Channel Islands,1,FTT,22997,22997,International Studies,1,,,,,,,14,
73,Channel Islands,1,FTT,22997,22997,International Studies,1,,,,,,,15,
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,51,46,"$15,974","$30,941","$46,136","$31,071",39,1,84.78%
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,51,43,"$18,626","$42,509","$53,784","$35,465",34,2,79.07%
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,51,37,"$10,980","$45,751","$60,249","$39,247",29,3,78.38%
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,51,35,"$22,342","$48,372","$64,192","$43,854",27,4,77.14%
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,51,32,"$27,891","$50,359","$68,447","$47,043",26,5,81.25%
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,51,31,"$37,140","$62,902","$71,099","$55,614",20,6,64.52%
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,51,29,"$49,648","$66,736","$82,164","$59,215",22,7,75.86%
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,51,28,"$51,681","$66,689","$71,564","$63,899",21,8,75.00%
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,51,26,"$48,498","$64,662","$83,855","$62,688",20,9,76.92%
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,51,24,"$60,503","$65,875","$70,659","$61,156",19,10,79.17%
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,51,21,"$58,235","$72,126","$90,530","$74,314",16,11,76.19%
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,51,14,"$62,672","$68,113","$81,280","$68,873",11,12,78.57%
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,51,9,"$52,587","$60,307","$85,739","$63,775",6,13,66.67%
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,51,9,"$51,474","$74,167","$85,863","$69,735",6,14,66.67%
73,Channel Islands,1,FTT,49011,49011,Environmental Studies,51,3,,,,,1,15,33.33%
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,935,903,"$8,689","$19,727","$33,185","$24,495",741,1,82.06%
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,935,864,"$14,116","$26,677","$42,240","$30,147",715,2,82.75%
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,935,791,"$18,648","$33,065","$50,108","$35,541",635,3,80.28%
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,935,737,"$21,249","$36,252","$55,221","$39,757",571,4,77.48%
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,935,712,"$22,001","$39,535","$56,362","$40,469",531,5,74.58%
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,935,695,"$24,448","$42,398","$58,527","$42,951",492,6,70.79%
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,935,683,"$23,460","$42,489","$60,090","$43,602",479,7,70.13%
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,935,640,"$26,919","$46,605","$63,542","$46,957",435,8,67.97%
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,935,592,"$26,496","$48,767","$66,914","$48,908",390,9,65.88%
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,935,532,"$26,624","$51,657","$70,271","$52,071",335,10,62.97%
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,935,480,"$30,786","$55,194","$73,722","$54,278",304,11,63.33%
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,935,402,"$28,017","$56,097","$75,064","$53,576",255,12,63.43%
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,935,310,"$32,895","$58,345","$74,768","$55,918",188,13,60.65%
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,935,207,"$29,206","$57,071","$75,265","$55,283",127,14,61.35%
73,Channel Islands,1,FTT,49012 + 49017,49017,Liberal Studies,935,98,"$43,521","$66,751","$79,643","$63,031",53,15,54.08%
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,90,75,"$15,384","$23,464","$40,251","$29,302",67,1,89.33%
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,90,68,"$17,184","$41,555","$54,309","$38,661",58,2,85.29%
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,90,57,"$27,437","$41,959","$59,163","$42,009",45,3,78.95%
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,90,52,"$29,437","$51,378","$63,533","$51,184",39,4,75.00%
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,90,45,"$37,558","$62,949","$80,402","$61,137",31,5,68.89%
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,90,39,"$52,861","$62,951","$87,501","$65,861",28,6,71.79%
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,90,34,"$43,283","$62,588","$78,107","$62,662",24,7,70.59%
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,90,28,"$36,672","$76,337","$91,947","$75,759",15,8,53.57%
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,90,23,"$55,434","$77,890","$89,248","$75,689",11,9,47.83%
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,90,17,"$40,446","$60,086","$83,596","$63,478",9,10,52.94%
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,90,12,"$45,600","$63,385","$86,533","$66,885",7,11,58.33%
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,90,9,,,,,4,12,44.44%
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,90,6,,,,,2,13,33.33%
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,90,4,,,,,1,14,25.00%
73,Channel Islands,1,FTT,49051,49051,Land Resource Management,90,3,,,,,,15,
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,21,21,"$4,576","$23,163","$41,661","$25,262",13,1,61.90%
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,21,21,"$9,600","$16,901","$45,952","$31,834",14,2,66.67%
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,21,21,"$13,403","$26,932","$48,186","$35,268",13,3,61.90%
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,21,21,"$5,269","$16,529","$45,734","$29,640",14,4,66.67%
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,21,21,"$7,079","$20,166","$44,859","$28,922",12,5,57.14%
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,21,21,"$14,319","$30,062","$67,372","$38,593",11,6,52.38%
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,21,21,"$22,084","$48,021","$75,025","$44,338",10,7,47.62%
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,21,21,"$13,167","$41,561","$65,264","$42,863",12,8,57.14%
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,21,21,"$3,743","$56,910","$71,003","$46,048",10,9,47.62%
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,21,21,"$14,809","$58,530","$71,226","$46,581",10,10,47.62%
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,21,21,"$37,003","$55,807","$67,261","$55,769",9,11,42.86%
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,21,21,"$22,354","$41,372","$73,107","$57,041",9,12,42.86%
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,21,19,"$7,009","$47,338","$77,187","$48,144",6,13,31.58%
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,21,14,,,,,3,14,21.43%
73,Channel Islands,2,FTF + FTT,00000,00000,Undeclared/Unknown,21,13,,,,,3,15,23.08%
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,16,16,"$7,184","$12,775","$18,010","$20,118",9,1,56.25%
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,16,16,"$9,652","$16,100","$23,242","$18,492",9,2,56.25%
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,16,16,"$4,051","$9,324","$27,375","$15,145",10,3,62.50%
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,16,14,"$12,644","$19,759","$44,254","$31,037",8,4,57.14%
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,16,11,"$8,665","$22,704","$57,924","$36,008",7,5,63.64%
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,16,9,"$22,607","$33,005","$36,468","$47,702",5,6,55.56%
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,16,9,"$29,085","$40,177","$45,231","$50,447",5,7,55.56%
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,16,8,"$31,178","$43,177","$44,447","$49,764",5,8,62.50%
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,16,8,"$18,557","$37,765","$43,214","$44,868",5,9,62.50%
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,16,7,,,,,4,10,57.14%
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,16,6,,,,,3,11,50.00%
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,16,5,,,,,2,12,40.00%
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,16,3,,,,,1,13,33.33%
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,16,3,,,,,1,14,33.33%
73,Channel Islands,2,FTF + FTT,00121 + 12031 + 12032,12032,Pre-Nursing & Nursing RN-BS,16,2,,,,,,15,
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,557,554,"$3,651","$8,571","$16,257","$13,152",365,1,65.88%
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,557,553,"$6,131","$12,280","$20,524","$16,253",387,2,69.98%
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,557,544,"$6,348","$14,987","$26,598","$19,667",399,3,73.35%
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,557,447,"$8,320","$17,330","$34,213","$23,595",313,4,70.02%
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,557,385,"$11,199","$22,150","$35,500","$27,234",261,5,67.79%
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,557,320,"$13,797","$27,566","$41,581","$32,153",205,6,64.06%
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,557,271,"$19,051","$31,096","$50,873","$37,162",166,7,61.25%
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,557,198,"$17,766","$35,189","$51,523","$38,584",113,8,57.07%
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,557,159,"$23,849","$35,656","$55,400","$41,347",83,9,52.20%
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,557,133,"$26,328","$38,576","$57,180","$47,013",61,10,45.86%
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,557,115,"$27,238","$40,036","$66,159","$50,672",48,11,41.74%
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,557,100,"$22,401","$42,229","$57,258","$46,663",41,12,41.00%
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,557,81,"$32,946","$42,158","$63,806","$54,242",26,13,32.10%
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,557,51,"$8,947","$44,296","$105,677","$56,580",7,14,13.73%
73,Channel Islands,2,FTF + FTT,04011,04011,Biology,557,47,"$48,923","$52,813","$56,785","$60,637",5,15,10.64%
73,Channel Islands,2,FTF + FTT,04171,04171,Cell and Molecular Biology,33,33,"$2,034","$10,199","$24,131","$18,251",16,1,48.48%
73,Channel Islands,2,FTF + FTT,04171,04171,Cell and Molecular Biology,33,33,"$5,795","$11,196","$15,589","$17,119",22,2,66.67%
73,Channel Islands,2,FTF + FTT,04171,04171,Cell and Molecular Biology,33,33,"$8,011","$14,531","$17,579","$19,752",21,3,63.64%
73,Channel Islands,2,FTF + FTT,04171,04171,Cell and Molecular Biology,33,33,"$6,615","$14,029","$21,955","$20,765",24,4,72.73%
73,Channel Islands,2,FTF + FTT,04171,04171,Cell and Molecular Biology,33,33,"$9,989","$18,709","$34,701","$28,295",22,5,66.67%
73,Channel Islands,2,FTF + FTT,04171,04171,Cell and Molecular Biology,33,33,"$7,501","$17,568","$42,482","$27,557",23,6,69.70%
73,Channel Islands,2,FTF + FTT,04171,04171,Cell and Molecular Biology,33,32,"$9,804","$29,645","$50,115","$34,077",18,7,56.25%
73,Channel Islands,2,FTF + FTT,04171,04171,Cell and Molecular Biology,33,22,"$23,032","$36,453","$85,541","$45,424",14,8,63.64%
73,Channel Islands,2,FTF + FTT,04171,04171,Cell and Molecular Biology,33,18,"$18,052","$42,029","$74,729","$45,549",11,9,61.11%
73,Channel Islands,2,FTF + FTT,04171,04171,Cell and Molecular Biology,33,16,"$37,357","$42,826","$80,067","$52,754",7,10,43.75%
73,Channel Islands,2,FTF + FTT,04171,04171,Cell and Molecular Biology,33,13,"$33,665","$38,523","$46,771","$44,156",6,11,46.15%
73,Channel Islands,2,FTF + FTT,04171,04171,Cell and Molecular Biology,33,10,,,,,4,12,40.00%
73,Channel Islands,2,FTF + FTT,04171,04171,Cell and Molecular Biology,33,8,,,,,3,13,37.50%
73,Channel Islands,2,FTF + FTT,04171,04171,Cell and Molecular Biology,33,3,,,,,1,14,33.33%
73,Channel Islands,2,FTF + FTT,04171,04171,Cell and Molecular Biology,33,2,,,,,,15,
73,Channel Islands,2,FTF + FTT,04991,04991,Biotechnology,2,2,,,,,2,1,100.00%
73,Channel Islands,2,FTF + FTT,04991,04991,Biotechnology,2,2,,,,,2,2,100.00%
73,Channel Islands,2,FTF + FTT,04991,04991,Biotechnology,2,2,,,,,2,3,100.00%
73,Channel Islands,2,FTF + FTT,04991,04991,Biotechnology,2,2,,,,,2,4,100.00%
73,Channel Islands,2,FTF + FTT,04991,04991,Biotechnology,2,2,,,,,2,5,100.00%
73,Channel Islands,2,FTF + FTT,04991,04991,Biotechnology,2,2,,,,,2,6,100.00%
73,Channel Islands,2,FTF + FTT,04991,04991,Biotechnology,2,2,,,,,2,7,100.00%
73,Channel Islands,2,FTF + FTT,04991,04991,Biotechnology,2,2,,,,,1,8,50.00%
73,Channel Islands,2,FTF + FTT,04991,04991,Biotechnology,2,2,,,,,1,9,50.00%
73,Channel Islands,2,FTF + FTT,04991,04991,Biotechnology,2,2,,,,,1,10,50.00%
73,Channel Islands,2,FTF + FTT,04991,04991,Biotechnology,2,2,,,,,1,11,50.00%
73,Channel Islands,2,FTF + FTT,04991,04991,Biotechnology,2,1,,,,,,12,
73,Channel Islands,2,FTF + FTT,04991,04991,Biotechnology,2,,,,,,,13,
73,Channel Islands,2,FTF + FTT,04991,04991,Biotechnology,2,,,,,,,14,
73,Channel Islands,2,FTF + FTT,04991,04991,Biotechnology,2,,,,,,,15,
73,Channel Islands,2,FTF + FTT,05011,05011,Business Administration,"1,078","1,076","$5,558","$13,070","$27,060","$20,191",764,1,71.00%
73,Channel Islands,2,FTF + FTT,05011,05011,Business Administration,"1,078","1,076","$7,572","$16,862","$32,020","$23,542",789,2,73.33%
73,Channel Islands,2,FTF + FTT,05011,05011,Business Administration,"1,078","1,053","$9,673","$20,769","$37,701","$27,334",772,3,73.31%
73,Channel Islands,2,FTF + FTT,05011,05011,Business Administration,"1,078",914,"$13,273","$26,720","$44,851","$32,347",639,4,69.91%
73,Channel Islands,2,FTF + FTT,05011,05011,Business Administration,"1,078",839,"$17,242","$33,130","$51,111","$37,903",582,5,69.37%
73,Channel Islands,2,FTF + FTT,05011,05011,Business Administration,"1,078",737,"$21,773","$37,441","$57,980","$42,556",501,6,67.98%
73,Channel Islands,2,FTF + FTT,05011,05011,Business Administration,"1,078",665,"$22,877","$41,846","$66,348","$47,108",429,7,64.51%
73,Channel Islands,2,FTF + FTT,05011,05011,Business Administration,"1,078",544,"$23,840","$41,953","$66,751","$49,306",325,8,59.74%
73,Channel Islands,2,FTF + FTT,05011,05011,Business Administration,"1,078",449,"$25,492","$44,894","$68,571","$50,137",250,9,55.68%
73,Channel Islands,2,FTF + FTT,05011,05011,Business Administration,"1,078",385,"$29,525","$46,466","$65,425","$52,737",196,10,50.91%
73,Channel Islands,2,FTF + FTT,05011,05011,Business Administration,"1,078",330,"$33,697","$50,435","$73,422","$58,176",150,11,45.45%
73,Channel Islands,2,FTF + FTT,05011,05011,Business Administration,"1,078",280,"$25,363","$46,968","$68,386","$54,224",120,12,42.86%
73,Channel Islands,2,FTF + FTT,05011,05011,Business Administration,"1,078",234,"$26,984","$49,120","$88,013","$62,266",83,13,35.47%
73,Channel Islands,2,FTF + FTT,05011,05011,Business Administration,"1,078",153,"$27,372","$52,369","$93,727","$63,904",31,14,20.26%
73,Channel Islands,2,FTF + FTT,05011,05011,Business Administration,"1,078",136,"$28,959","$68,044","$111,428","$79,794",20,15,14.71%
73,Channel Islands,2,FTF + FTT,06011,06011,Communications,388,387,"$4,040","$10,208","$19,145","$13,962",282,1,72.87%
73,Channel Islands,2,FTF + FTT,06011,06011,Communications,388,387,"$5,386","$12,413","$24,444","$17,716",302,2,78.04%
73,Channel Islands,2,FTF + FTT,06011,06011,Communications,388,376,"$9,100","$17,724","$30,657","$22,904",291,3,77.39%
73,Channel Islands,2,FTF + FTT,06011,06011,Communications,388,325,"$11,884","$23,459","$37,198","$27,387",242,4,74.46%
73,Channel Islands,2,FTF + FTT,06011,06011,Communications,388,292,"$16,994","$29,345","$45,452","$34,076",211,5,72.26%
73,Channel Islands,2,FTF + FTT,06011,06011,Communications,388,247,"$18,442","$35,254","$52,334","$39,551",169,6,68.42%
73,Channel Islands,2,FTF + FTT,06011,06011,Communications,388,210,"$16,270","$33,585","$54,637","$40,045",149,7,70.95%
73,Channel Islands,2,FTF + FTT,06011,06011,Communications,388,150,"$21,780","$43,781","$56,594","$49,052",98,8,65.33%
73,Channel Islands,2,FTF + FTT,06011,06011,Communications,388,96,"$14,539","$43,275","$58,982","$43,686",56,9,58.33%
73,Channel Islands,2,FTF + FTT,06011,06011,Communications,388,67,"$13,070","$41,637","$62,136","$46,547",32,10,47.76%
73,Channel Islands,2,FTF + FTT,06011,06011,Communications,388,48,"$24,395","$30,876","$46,477","$40,066",17,11,35.42%
73,Channel Islands,2,FTF + FTT,06011,06011,Communications,388,27,"$38,116","$42,741","$46,154","$42,770",5,12,18.52%
73,Channel Islands,2,FTF + FTT,06011,06011,Communications,388,20,,,,,1,13,5.00%
73,Channel Islands,2,FTF + FTT,06011,06011,Communications,388,17,,,,,,14,
73,Channel Islands,2,FTF + FTT,06011,06011,Communications,388,17,,,,,,15,
73,Channel Islands,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,369,369,"$3,322","$10,025","$21,661","$17,513",210,1,56.91%
73,Channel Islands,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,369,369,"$5,114","$12,996","$25,276","$20,909",239,2,64.77%
73,Channel Islands,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,369,361,"$7,216","$18,014","$32,453","$26,388",235,3,65.10%
73,Channel Islands,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,369,296,"$10,300","$23,461","$46,124","$32,239",199,4,67.23%
73,Channel Islands,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,369,256,"$12,746","$29,888","$54,772","$38,299",164,5,64.06%
73,Channel Islands,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,369,206,"$20,917","$39,880","$71,883","$48,649",125,6,60.68%
73,Channel Islands,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,369,177,"$23,633","$54,559","$81,275","$58,934",101,7,57.06%
73,Channel Islands,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,369,142,"$27,143","$53,876","$87,968","$61,062",78,8,54.93%
73,Channel Islands,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,369,121,"$27,370","$62,433","$92,587","$65,706",63,9,52.07%
73,Channel Islands,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,369,100,"$26,670","$56,451","$90,218","$65,971",49,10,49.00%
73,Channel Islands,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,369,87,"$30,080","$55,298","$103,902","$67,889",38,11,43.68%
73,Channel Islands,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,369,74,"$26,472","$46,841","$105,226","$71,608",28,12,37.84%
73,Channel Islands,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,369,59,"$35,983","$61,272","$97,942","$79,362",17,13,28.81%
73,Channel Islands,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,369,43,"$32,355","$42,968","$132,137","$76,413",8,14,18.60%
73,Channel Islands,2,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,369,38,,,,,3,15,7.89%
73,Channel Islands,2,FTF + FTT,08231 + 08232,08232,Child Development,167,167,"$5,217","$11,733","$21,675","$15,526",113,1,67.66%
73,Channel Islands,2,FTF + FTT,08231 + 08232,08232,Child Development,167,167,"$6,855","$12,115","$22,402","$17,214",127,2,76.05%
73,Channel Islands,2,FTF + FTT,08231 + 08232,08232,Child Development,167,158,"$8,874","$16,413","$26,895","$20,542",126,3,79.75%
73,Channel Islands,2,FTF + FTT,08231 + 08232,08232,Child Development,167,133,"$10,556","$21,654","$32,860","$24,823",103,4,77.44%
73,Channel Islands,2,FTF + FTT,08231 + 08232,08232,Child Development,167,115,"$14,919","$25,945","$34,329","$26,305",86,5,74.78%
73,Channel Islands,2,FTF + FTT,08231 + 08232,08232,Child Development,167,99,"$14,571","$25,656","$37,994","$28,017",69,6,69.70%
73,Channel Islands,2,FTF + FTT,08231 + 08232,08232,Child Development,167,86,"$16,016","$27,123","$43,695","$30,911",60,7,69.77%
73,Channel Islands,2,FTF + FTT,08231 + 08232,08232,Child Development,167,62,"$28,162","$35,895","$45,000","$37,598",35,8,56.45%
73,Channel Islands,2,FTF + FTT,08231 + 08232,08232,Child Development,167,37,"$29,760","$34,364","$48,091","$40,372",17,9,45.95%
73,Channel Islands,2,FTF + FTT,08231 + 08232,08232,Child Development,167,29,"$22,600","$31,588","$59,030","$41,032",11,10,37.93%
73,Channel Islands,2,FTF + FTT,08231 + 08232,08232,Child Development,167,21,"$28,290","$35,208","$70,588","$45,617",6,11,28.57%
73,Channel Islands,2,FTF + FTT,08231 + 08232,08232,Child Development,167,15,,,,,2,12,13.33%
73,Channel Islands,2,FTF + FTT,08231 + 08232,08232,Child Development,167,14,,,,,1,13,7.14%
73,Channel Islands,2,FTF + FTT,08231 + 08232,08232,Child Development,167,13,,,,,,14,
73,Channel Islands,2,FTF + FTT,08231 + 08232,08232,Child Development,167,13,,,,,,15,
73,Channel Islands,2,FTF + FTT,10015,10015,Performing Arts,74,74,"$2,276","$6,388","$12,850","$8,511",57,1,77.03%
73,Channel Islands,2,FTF + FTT,10015,10015,Performing Arts,74,74,"$4,372","$9,100","$16,073","$10,617",57,2,77.03%
73,Channel Islands,2,FTF + FTT,10015,10015,Performing Arts,74,73,"$6,527","$12,751","$19,331","$13,571",55,3,75.34%
73,Channel Islands,2,FTF + FTT,10015,10015,Performing Arts,74,66,"$7,620","$12,488","$22,012","$14,471",50,4,75.76%
73,Channel Islands,2,FTF + FTT,10015,10015,Performing Arts,74,56,"$8,538","$14,076","$25,228","$17,779",41,5,73.21%
73,Channel Islands,2,FTF + FTT,10015,10015,Performing Arts,74,47,"$9,064","$20,165","$33,356","$22,588",35,6,74.47%
73,Channel Islands,2,FTF + FTT,10015,10015,Performing Arts,74,41,"$9,839","$25,253","$45,764","$26,929",30,7,73.17%
73,Channel Islands,2,FTF + FTT,10015,10015,Performing Arts,74,27,"$8,615","$20,608","$32,957","$24,888",17,8,62.96%
73,Channel Islands,2,FTF + FTT,10015,10015,Performing Arts,74,19,"$18,416","$28,286","$55,473","$31,522",11,9,57.89%
73,Channel Islands,2,FTF + FTT,10015,10015,Performing Arts,74,13,"$9,193","$17,109","$36,850","$21,806",8,10,61.54%
73,Channel Islands,2,FTF + FTT,10015,10015,Performing Arts,74,12,"$6,655","$11,914","$42,923","$19,741",7,11,58.33%
