Campus,Student Path,Entry Stat,Old_Hegis,HEGIS at Exit,Major,industry,number_of_students_found_5_years_after_exit,median_annual_earnings_5_years_after_exit,average_annual_earnings_5_years_after_exit,number_of_students_found_10_years_after_exit,median_annual_earnings_10_years_after_exit,average_annual_earnings_10_years_after_exit
50,1,FTF + FTT,0,0,Undeclared/Unknown,Manufacturing,,,,1,,
50,1,FTF + FTT,0,0,Undeclared/Unknown,Retail Trade,1,,,,,
50,1,FTF + FTT,0,0,Undeclared/Unknown,Transportation & Warehousing,1,,,1,,
50,1,FTF + FTT,0,0,Undeclared/Unknown,"Professional, Scientific, & Technical Skills",2,,,2,,
50,1,FTF + FTT,0,0,Undeclared/Unknown,Admin & Support & Waste Mgmt & Remediation,1,,,,,
50,1,FTF + FTT,0,0,Undeclared/Unknown,Health Care & Social Assistance,2,,,2,,
50,1,FTF + FTT,0,0,Undeclared/Unknown,Accommodation & Food Services,1,,,,,
50,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"Agriculture, Forestry, Fishing, & Hunting",1,,,,,
50,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Manufacturing,2,,,,,
50,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Wholesale Trade,2,,,1,,
50,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Retail Trade,1,,,1,,
50,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Finance & Insurance,6,"$85,510","$89,164",3,,
50,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"Professional, Scientific, & Technical Skills",4,,,1,,
50,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Admin & Support & Waste Mgmt & Remediation,11,"$73,965","$68,323",4,,
50,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Educational Services,67,"$101,310","$97,197",37,"$106,622","$104,407"
50,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Health Care & Social Assistance,685,"$110,628","$112,941",288,"$122,147","$121,392"
50,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"Arts, Entertainment, & Recreation",3,,,2,,
50,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Accommodation & Food Services,2,,,,,
50,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Other Services,1,,,,,
50,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Government,55,"$107,136","$116,001",22,"$120,473","$124,245"
50,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,Wages - No NAICS Code,2,,,2,,
50,1,FTF + FTT,03011 + 03021 + 03071,3071,Asian/East Asian Studies,"Professional, Scientific, & Technical Skills",1,,,,,
50,1,FTF + FTT,03081 + 03085,3085,Latin/Central American Studies,Retail Trade,1,,,,,
50,1,FTF + FTT,03081 + 03085,3085,Latin/Central American Studies,Transportation & Warehousing,1,,,1,,
50,1,FTF + FTT,03081 + 03085,3085,Latin/Central American Studies,Information,1,,,,,
50,1,FTF + FTT,03081 + 03085,3085,Latin/Central American Studies,Finance & Insurance,2,,,,,
50,1,FTF + FTT,03081 + 03085,3085,Latin/Central American Studies,Admin & Support & Waste Mgmt & Remediation,,,,1,,
50,1,FTF + FTT,03081 + 03085,3085,Latin/Central American Studies,Educational Services,3,,,,,
50,1,FTF + FTT,03081 + 03085,3085,Latin/Central American Studies,Health Care & Social Assistance,2,,,,,
50,1,FTF + FTT,03081 + 03085,3085,Latin/Central American Studies,Accommodation & Food Services,1,,,1,,
50,1,FTF + FTT,03081 + 03085,3085,Latin/Central American Studies,Non-Classified,1,,,,,
50,1,FTF + FTT,03081 + 03085,3085,Latin/Central American Studies,Government,1,,,,,
50,1,FTF + FTT,03081 + 03085,3085,Latin/Central American Studies,Wages - No NAICS Code,2,,,2,,
50,1,FTF + FTT,03101 + 03121 + 03122,3122,European Studies,Information,1,,,,,
50,1,FTF + FTT,03101 + 03121 + 03122,3122,European Studies,Admin & Support & Waste Mgmt & Remediation,2,,,1,,
50,1,FTF + FTT,03101 + 03121 + 03122,3122,European Studies,Educational Services,,,,1,,
50,1,FTF + FTT,3131,3131,American Studies,Utilities,1,,,,,
50,1,FTF + FTT,3131,3131,American Studies,Construction,6,"$23,093","$42,975",6,"$50,677","$57,487"
50,1,FTF + FTT,3131,3131,American Studies,Manufacturing,9,"$31,702","$41,179",6,"$54,733","$52,757"
50,1,FTF + FTT,3131,3131,American Studies,Wholesale Trade,14,"$52,992","$55,831",12,"$55,062","$60,938"
50,1,FTF + FTT,3131,3131,American Studies,Retail Trade,30,"$42,945","$41,680",17,"$55,679","$58,575"
50,1,FTF + FTT,3131,3131,American Studies,Transportation & Warehousing,6,"$40,914","$35,747",4,,
50,1,FTF + FTT,3131,3131,American Studies,Information,6,"$62,511","$54,561",6,"$81,092","$106,766"
50,1,FTF + FTT,3131,3131,American Studies,Finance & Insurance,22,"$56,505","$68,059",13,"$53,184","$61,043"
50,1,FTF + FTT,3131,3131,American Studies,Real Estate & Rental & Leasing,9,"$51,248","$45,977",7,"$51,672","$60,474"
50,1,FTF + FTT,3131,3131,American Studies,"Professional, Scientific, & Technical Skills",24,"$51,618","$51,675",12,"$67,024","$69,535"
50,1,FTF + FTT,3131,3131,American Studies,Management of Companies & Enterprises,2,,,1,,
50,1,FTF + FTT,3131,3131,American Studies,Admin & Support & Waste Mgmt & Remediation,21,"$46,446","$45,392",11,"$26,129","$50,912"
50,1,FTF + FTT,3131,3131,American Studies,Educational Services,66,"$51,971","$48,380",55,"$67,611","$61,369"
50,1,FTF + FTT,3131,3131,American Studies,Health Care & Social Assistance,14,"$49,944","$44,552",10,"$59,963","$51,254"
50,1,FTF + FTT,3131,3131,American Studies,"Arts, Entertainment, & Recreation",8,"$28,154","$27,225",10,"$30,853","$34,787"
50,1,FTF + FTT,3131,3131,American Studies,Accommodation & Food Services,14,"$37,301","$35,403",6,"$32,789","$41,406"
50,1,FTF + FTT,3131,3131,American Studies,Other Services,11,"$39,844","$39,335",5,"$36,404","$30,225"
50,1,FTF + FTT,3131,3131,American Studies,Government,21,"$66,462","$70,260",15,"$98,992","$88,159"
50,1,FTF + FTT,3131,3131,American Studies,Wages - No NAICS Code,6,"$62,683","$71,445",3,,
50,1,FTF + FTT,4011,4011,Biology,"Agriculture, Forestry, Fishing, & Hunting",2,,,1,,
50,1,FTF + FTT,4011,4011,Biology,Utilities,3,,,3,,
50,1,FTF + FTT,4011,4011,Biology,Construction,6,"$48,996","$53,839",3,,
50,1,FTF + FTT,4011,4011,Biology,Manufacturing,65,"$63,452","$68,287",36,"$89,393","$90,269"
50,1,FTF + FTT,4011,4011,Biology,Wholesale Trade,42,"$70,298","$67,792",18,"$97,787","$95,207"
50,1,FTF + FTT,4011,4011,Biology,Retail Trade,61,"$38,634","$47,519",31,"$92,979","$98,361"
50,1,FTF + FTT,4011,4011,Biology,Transportation & Warehousing,7,"$63,010","$54,461",4,,
50,1,FTF + FTT,4011,4011,Biology,Information,7,"$42,084","$55,159",3,,
50,1,FTF + FTT,4011,4011,Biology,Finance & Insurance,26,"$60,368","$59,417",19,"$67,568","$70,135"
50,1,FTF + FTT,4011,4011,Biology,Real Estate & Rental & Leasing,5,"$38,390","$50,434",2,,
50,1,FTF + FTT,4011,4011,Biology,"Professional, Scientific, & Technical Skills",86,"$57,900","$58,108",52,"$71,740","$74,362"
50,1,FTF + FTT,4011,4011,Biology,Management of Companies & Enterprises,,,,2,,
50,1,FTF + FTT,4011,4011,Biology,Admin & Support & Waste Mgmt & Remediation,50,"$43,683","$49,330",26,"$59,434","$72,148"
50,1,FTF + FTT,4011,4011,Biology,Educational Services,98,"$54,783","$52,809",63,"$78,737","$73,874"
50,1,FTF + FTT,4011,4011,Biology,Health Care & Social Assistance,150,"$52,817","$54,562",85,"$82,298","$90,641"
50,1,FTF + FTT,4011,4011,Biology,"Arts, Entertainment, & Recreation",6,"$20,314","$22,227",5,"$36,235","$38,970"
50,1,FTF + FTT,4011,4011,Biology,Accommodation & Food Services,15,"$41,349","$43,650",10,"$43,724","$55,412"
50,1,FTF + FTT,4011,4011,Biology,Other Services,15,"$42,665","$40,644",6,"$70,524","$68,320"
50,1,FTF + FTT,4011,4011,Biology,Non-Classified,1,,,,,
50,1,FTF + FTT,4011,4011,Biology,Government,37,"$61,544","$60,623",22,"$93,318","$88,611"
50,1,FTF + FTT,4011,4011,Biology,Wages - No NAICS Code,12,"$57,971","$58,709",5,"$70,292","$72,972"
50,1,FTF + FTT,4141,4141,Biochemistry,"Agriculture, Forestry, Fishing, & Hunting",1,,,,,
50,1,FTF + FTT,4141,4141,Biochemistry,Utilities,2,,,1,,
50,1,FTF + FTT,4141,4141,Biochemistry,Construction,1,,,1,,
50,1,FTF + FTT,4141,4141,Biochemistry,Manufacturing,44,"$62,937","$65,414",18,"$88,551","$87,618"
50,1,FTF + FTT,4141,4141,Biochemistry,Wholesale Trade,6,"$57,888","$55,003",3,,
50,1,FTF + FTT,4141,4141,Biochemistry,Retail Trade,20,"$36,499","$51,168",11,"$127,778","$106,094"
50,1,FTF + FTT,4141,4141,Biochemistry,Transportation & Warehousing,2,,,1,,
50,1,FTF + FTT,4141,4141,Biochemistry,Information,,,,1,,
50,1,FTF + FTT,4141,4141,Biochemistry,Finance & Insurance,2,,,2,,
50,1,FTF + FTT,4141,4141,Biochemistry,Real Estate & Rental & Leasing,3,,,1,,
50,1,FTF + FTT,4141,4141,Biochemistry,"Professional, Scientific, & Technical Skills",31,"$44,398","$46,321",12,"$72,389","$67,038"
50,1,FTF + FTT,4141,4141,Biochemistry,Admin & Support & Waste Mgmt & Remediation,9,"$35,017","$30,212",3,,
50,1,FTF + FTT,4141,4141,Biochemistry,Educational Services,13,"$35,612","$32,687",5,"$59,531","$69,312"
50,1,FTF + FTT,4141,4141,Biochemistry,Health Care & Social Assistance,41,"$56,975","$63,981",25,"$75,261","$76,563"
50,1,FTF + FTT,4141,4141,Biochemistry,"Arts, Entertainment, & Recreation",1,,,,,
50,1,FTF + FTT,4141,4141,Biochemistry,Accommodation & Food Services,4,,,,,
50,1,FTF + FTT,4141,4141,Biochemistry,Government,10,"$55,172","$54,076",3,,
50,1,FTF + FTT,5011,5011,Business Administration,"Agriculture, Forestry, Fishing, & Hunting",8,"$10,977","$35,662",,,
50,1,FTF + FTT,5011,5011,Business Administration,Utilities,10,"$89,706","$90,570",1,,
50,1,FTF + FTT,5011,5011,Business Administration,Construction,61,"$57,871","$64,179",3,,
50,1,FTF + FTT,5011,5011,Business Administration,Manufacturing,131,"$61,850","$65,330",8,"$60,277","$57,946"
50,1,FTF + FTT,5011,5011,Business Administration,Wholesale Trade,151,"$55,779","$59,715",12,"$91,975","$110,064"
50,1,FTF + FTT,5011,5011,Business Administration,Retail Trade,93,"$52,249","$51,351",10,"$60,290","$54,824"
50,1,FTF + FTT,5011,5011,Business Administration,Transportation & Warehousing,23,"$51,606","$49,332",1,,
50,1,FTF + FTT,5011,5011,Business Administration,Information,30,"$74,341","$76,052",3,,
50,1,FTF + FTT,5011,5011,Business Administration,Finance & Insurance,157,"$68,550","$68,949",10,"$78,250","$71,964"
50,1,FTF + FTT,5011,5011,Business Administration,Real Estate & Rental & Leasing,68,"$68,519","$74,867",3,,
50,1,FTF + FTT,5011,5011,Business Administration,"Professional, Scientific, & Technical Skills",371,"$72,288","$70,165",9,"$64,037","$79,247"
50,1,FTF + FTT,5011,5011,Business Administration,Management of Companies & Enterprises,15,"$70,867","$75,021",,,
50,1,FTF + FTT,5011,5011,Business Administration,Admin & Support & Waste Mgmt & Remediation,108,"$50,137","$54,399",10,"$71,923","$70,181"
50,1,FTF + FTT,5011,5011,Business Administration,Educational Services,41,"$50,516","$45,287",3,,
50,1,FTF + FTT,5011,5011,Business Administration,Health Care & Social Assistance,62,"$49,450","$49,940",4,,
50,1,FTF + FTT,5011,5011,Business Administration,"Arts, Entertainment, & Recreation",20,"$62,623","$62,162",3,,
50,1,FTF + FTT,5011,5011,Business Administration,Accommodation & Food Services,34,"$37,962","$42,078",1,,
50,1,FTF + FTT,5011,5011,Business Administration,Other Services,24,"$50,035","$50,940",4,,
50,1,FTF + FTT,5011,5011,Business Administration,Non-Classified,1,,,1,,
50,1,FTF + FTT,5011,5011,Business Administration,Government,74,"$65,295","$65,487",6,"$92,069","$104,653"
50,1,FTF + FTT,5011,5011,Business Administration,Wages - No NAICS Code,33,"$88,716","$90,804",2,,
50,1,FTF + FTT,5021,5021,Accounting,"Agriculture, Forestry, Fishing, & Hunting",6,"$17,661","$27,434",7,"$68,563","$59,942"
50,1,FTF + FTT,5021,5021,Accounting,Utilities,14,"$84,171","$83,590",18,"$98,752","$93,839"
50,1,FTF + FTT,5021,5021,Accounting,Construction,72,"$66,854","$71,795",67,"$82,320","$84,985"
50,1,FTF + FTT,5021,5021,Accounting,Manufacturing,158,"$66,718","$70,104",149,"$79,246","$88,517"
50,1,FTF + FTT,5021,5021,Accounting,Wholesale Trade,144,"$59,195","$62,360",163,"$69,116","$76,950"
50,1,FTF + FTT,5021,5021,Accounting,Retail Trade,85,"$47,308","$53,184",71,"$63,044","$70,990"
50,1,FTF + FTT,5021,5021,Accounting,Transportation & Warehousing,29,"$56,799","$98,509",29,"$67,532","$237,849"
50,1,FTF + FTT,5021,5021,Accounting,Information,40,"$79,521","$86,899",41,"$94,307","$116,177"
50,1,FTF + FTT,5021,5021,Accounting,Finance & Insurance,165,"$66,142","$77,213",156,"$88,370","$91,246"
50,1,FTF + FTT,5021,5021,Accounting,Real Estate & Rental & Leasing,105,"$66,973","$65,914",104,"$81,522","$92,093"
50,1,FTF + FTT,5021,5021,Accounting,"Professional, Scientific, & Technical Skills",501,"$76,250","$73,566",364,"$90,836","$98,115"
50,1,FTF + FTT,5021,5021,Accounting,Management of Companies & Enterprises,19,"$76,729","$72,502",13,"$65,671","$88,588"
50,1,FTF + FTT,5021,5021,Accounting,Admin & Support & Waste Mgmt & Remediation,137,"$50,084","$52,349",95,"$70,351","$72,234"
50,1,FTF + FTT,5021,5021,Accounting,Educational Services,69,"$62,982","$58,719",64,"$70,915","$74,337"
50,1,FTF + FTT,5021,5021,Accounting,Health Care & Social Assistance,86,"$57,382","$54,662",92,"$67,234","$74,429"
50,1,FTF + FTT,5021,5021,Accounting,"Arts, Entertainment, & Recreation",12,"$63,837","$60,582",18,"$65,375","$68,762"
50,1,FTF + FTT,5021,5021,Accounting,Accommodation & Food Services,42,"$35,448","$39,267",43,"$47,321","$60,286"
50,1,FTF + FTT,5021,5021,Accounting,Other Services,31,"$57,397","$60,065",28,"$64,237","$62,749"
50,1,FTF + FTT,5021,5021,Accounting,Non-Classified,2,,,2,,
50,1,FTF + FTT,5021,5021,Accounting,Government,116,"$75,596","$76,122",126,"$88,020","$86,688"
50,1,FTF + FTT,5021,5021,Accounting,Wages - No NAICS Code,71,"$70,709","$78,329",63,"$99,040","$110,528"
50,1,FTF + FTT,5041,5041,Finance,"Agriculture, Forestry, Fishing, & Hunting",15,"$20,537","$27,708",9,"$26,151","$42,781"
50,1,FTF + FTT,5041,5041,Finance,Mining,1,,,2,,
50,1,FTF + FTT,5041,5041,Finance,Utilities,23,"$84,080","$83,586",16,"$89,408","$94,730"
50,1,FTF + FTT,5041,5041,Finance,Construction,119,"$61,036","$65,196",75,"$78,706","$90,779"
50,1,FTF + FTT,5041,5041,Finance,Manufacturing,262,"$64,234","$65,796",174,"$78,860","$100,131"
50,1,FTF + FTT,5041,5041,Finance,Wholesale Trade,250,"$62,122","$65,644",151,"$74,208","$82,693"
50,1,FTF + FTT,5041,5041,Finance,Retail Trade,252,"$48,892","$51,872",118,"$62,122","$65,781"
50,1,FTF + FTT,5041,5041,Finance,Transportation & Warehousing,58,"$46,765","$52,340",41,"$75,498","$76,068"
50,1,FTF + FTT,5041,5041,Finance,Information,105,"$68,138","$72,698",59,"$90,763","$96,228"
50,1,FTF + FTT,5041,5041,Finance,Finance & Insurance,"1,234","$65,642","$72,860",725,"$83,393","$98,016"
50,1,FTF + FTT,5041,5041,Finance,Real Estate & Rental & Leasing,192,"$63,350","$66,172",147,"$78,791","$91,616"
50,1,FTF + FTT,5041,5041,Finance,"Professional, Scientific, & Technical Skills",335,"$59,408","$62,300",233,"$71,674","$76,182"
50,1,FTF + FTT,5041,5041,Finance,Management of Companies & Enterprises,32,"$69,956","$66,877",10,"$95,324","$103,930"
50,1,FTF + FTT,5041,5041,Finance,Admin & Support & Waste Mgmt & Remediation,285,"$48,460","$53,284",158,"$55,831","$73,682"
50,1,FTF + FTT,5041,5041,Finance,Educational Services,103,"$52,244","$50,448",65,"$63,512","$61,322"
50,1,FTF + FTT,5041,5041,Finance,Health Care & Social Assistance,153,"$44,394","$50,746",101,"$53,208","$57,723"
50,1,FTF + FTT,5041,5041,Finance,"Arts, Entertainment, & Recreation",34,"$51,226","$49,005",23,"$50,920","$48,587"
50,1,FTF + FTT,5041,5041,Finance,Accommodation & Food Services,134,"$34,196","$40,513",58,"$51,956","$54,225"
50,1,FTF + FTT,5041,5041,Finance,Other Services,64,"$38,839","$63,159",38,"$22,373","$41,087"
50,1,FTF + FTT,5041,5041,Finance,Non-Classified,13,"$13,010","$31,921",2,,
50,1,FTF + FTT,5041,5041,Finance,Government,115,"$64,231","$72,463",90,"$79,536","$104,302"
50,1,FTF + FTT,5041,5041,Finance,Wages - No NAICS Code,45,"$63,281","$69,291",35,"$102,440","$103,126"
50,1,FTF + FTT,5061,5061,Management,"Agriculture, Forestry, Fishing, & Hunting",12,"$24,804","$56,050",5,"$83,690","$71,342"
50,1,FTF + FTT,5061,5061,Management,Mining,1,,,,,
50,1,FTF + FTT,5061,5061,Management,Utilities,21,"$94,671","$97,198",20,"$95,640","$104,325"
50,1,FTF + FTT,5061,5061,Management,Construction,96,"$67,635","$78,383",53,"$83,215","$96,626"
50,1,FTF + FTT,5061,5061,Management,Manufacturing,243,"$70,506","$75,349",134,"$89,486","$94,548"
50,1,FTF + FTT,5061,5061,Management,Wholesale Trade,198,"$62,295","$66,757",111,"$89,039","$96,162"
50,1,FTF + FTT,5061,5061,Management,Retail Trade,267,"$58,368","$57,811",105,"$71,496","$73,911"
50,1,FTF + FTT,5061,5061,Management,Transportation & Warehousing,54,"$58,983","$60,957",37,"$77,554","$75,127"
50,1,FTF + FTT,5061,5061,Management,Information,68,"$60,406","$65,169",34,"$72,626","$95,612"
50,1,FTF + FTT,5061,5061,Management,Finance & Insurance,342,"$61,271","$70,841",163,"$77,807","$84,686"
50,1,FTF + FTT,5061,5061,Management,Real Estate & Rental & Leasing,95,"$60,921","$61,478",45,"$89,181","$94,912"
50,1,FTF + FTT,5061,5061,Management,"Professional, Scientific, & Technical Skills",213,"$58,949","$64,079",105,"$76,123","$97,308"
50,1,FTF + FTT,5061,5061,Management,Management of Companies & Enterprises,16,"$67,248","$70,181",8,"$74,443","$83,205"
50,1,FTF + FTT,5061,5061,Management,Admin & Support & Waste Mgmt & Remediation,176,"$53,035","$56,732",72,"$70,127","$77,076"
50,1,FTF + FTT,5061,5061,Management,Educational Services,84,"$50,632","$43,506",59,"$61,804","$63,830"
50,1,FTF + FTT,5061,5061,Management,Health Care & Social Assistance,99,"$57,096","$58,981",43,"$63,330","$65,793"
50,1,FTF + FTT,5061,5061,Management,"Arts, Entertainment, & Recreation",38,"$46,369","$50,337",12,"$65,634","$53,414"
50,1,FTF + FTT,5061,5061,Management,Accommodation & Food Services,112,"$48,543","$52,579",59,"$63,528","$68,437"
50,1,FTF + FTT,5061,5061,Management,Other Services,47,"$48,957","$46,741",20,"$42,832","$45,218"
50,1,FTF + FTT,5061,5061,Management,Non-Classified,2,,,1,,
50,1,FTF + FTT,5061,5061,Management,Government,92,"$65,486","$69,293",64,"$80,812","$84,523"
50,1,FTF + FTT,5061,5061,Management,Wages - No NAICS Code,22,"$76,648","$78,466",12,"$91,537","$97,433"
50,1,FTF + FTT,5072,5072,Management Systems Analysis / Operations Research,"Agriculture, Forestry, Fishing, & Hunting",1,,,,,
50,1,FTF + FTT,5072,5072,Management Systems Analysis / Operations Research,Manufacturing,3,,,1,,
50,1,FTF + FTT,5072,5072,Management Systems Analysis / Operations Research,Wholesale Trade,5,"$65,681","$66,529",1,,
50,1,FTF + FTT,5072,5072,Management Systems Analysis / Operations Research,Retail Trade,4,,,1,,
50,1,FTF + FTT,5072,5072,Management Systems Analysis / Operations Research,Transportation & Warehousing,1,,,,,
50,1,FTF + FTT,5072,5072,Management Systems Analysis / Operations Research,Information,1,,,1,,
50,1,FTF + FTT,5072,5072,Management Systems Analysis / Operations Research,Finance & Insurance,7,"$65,140","$66,859",6,"$82,422","$76,473"
50,1,FTF + FTT,5072,5072,Management Systems Analysis / Operations Research,Real Estate & Rental & Leasing,1,,,1,,
50,1,FTF + FTT,5072,5072,Management Systems Analysis / Operations Research,"Professional, Scientific, & Technical Skills",14,"$64,837","$65,547",2,,
50,1,FTF + FTT,5072,5072,Management Systems Analysis / Operations Research,Admin & Support & Waste Mgmt & Remediation,3,,,1,,
50,1,FTF + FTT,5072,5072,Management Systems Analysis / Operations Research,Educational Services,5,"$44,678","$49,296",2,,
50,1,FTF + FTT,5072,5072,Management Systems Analysis / Operations Research,Health Care & Social Assistance,1,,,1,,
50,1,FTF + FTT,5072,5072,Management Systems Analysis / Operations Research,"Arts, Entertainment, & Recreation",1,,,,,
50,1,FTF + FTT,5072,5072,Management Systems Analysis / Operations Research,Accommodation & Food Services,3,,,1,,
50,1,FTF + FTT,5072,5072,Management Systems Analysis / Operations Research,Government,2,,,1,,
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Utilities,3,,,1,,
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Construction,4,,,3,,
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Manufacturing,16,"$43,684","$46,919",1,,
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Wholesale Trade,25,"$50,630","$59,491",5,"$80,324","$84,702"
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Retail Trade,30,"$50,277","$53,795",6,"$94,245","$85,279"
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Transportation & Warehousing,10,"$52,830","$52,216",2,,
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Information,30,"$49,212","$48,701",6,"$52,454","$59,051"
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Finance & Insurance,21,"$51,457","$53,490",3,,
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Real Estate & Rental & Leasing,14,"$66,151","$63,539",2,,
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,"Professional, Scientific, & Technical Skills",44,"$53,004","$52,496",7,"$66,124","$72,761"
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Admin & Support & Waste Mgmt & Remediation,28,"$42,919","$50,304",5,"$69,727","$66,368"
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Educational Services,18,"$28,492","$27,799",6,"$57,117","$52,263"
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Health Care & Social Assistance,12,"$23,427","$24,336",3,,
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,"Arts, Entertainment, & Recreation",40,"$41,081","$43,121",5,"$53,822","$62,242"
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Accommodation & Food Services,42,"$42,623","$42,037",9,"$70,572","$63,321"
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Other Services,11,"$58,181","$57,044",4,,
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Non-Classified,1,,,,,
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Government,9,"$45,263","$39,905",1,,
50,1,FTF + FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Wages - No NAICS Code,1,,,1,,
50,1,FTF + FTT,5091,5091,Marketing,"Agriculture, Forestry, Fishing, & Hunting",6,"$33,482","$32,084",8,"$18,621","$21,505"
50,1,FTF + FTT,5091,5091,Marketing,Utilities,14,"$87,465","$89,855",10,"$100,775","$103,082"
50,1,FTF + FTT,5091,5091,Marketing,Construction,78,"$61,885","$74,260",52,"$72,301","$93,557"
50,1,FTF + FTT,5091,5091,Marketing,Manufacturing,210,"$66,428","$72,142",126,"$82,943","$105,213"
50,1,FTF + FTT,5091,5091,Marketing,Wholesale Trade,360,"$65,420","$71,895",190,"$88,264","$102,395"
50,1,FTF + FTT,5091,5091,Marketing,Retail Trade,267,"$57,052","$59,244",126,"$67,881","$73,247"
50,1,FTF + FTT,5091,5091,Marketing,Transportation & Warehousing,43,"$55,549","$62,846",28,"$86,704","$86,677"
50,1,FTF + FTT,5091,5091,Marketing,Information,150,"$64,984","$70,752",68,"$88,188","$96,759"
50,1,FTF + FTT,5091,5091,Marketing,Finance & Insurance,349,"$64,936","$71,169",209,"$78,958","$92,530"
50,1,FTF + FTT,5091,5091,Marketing,Real Estate & Rental & Leasing,117,"$55,944","$62,698",49,"$69,962","$95,871"
50,1,FTF + FTT,5091,5091,Marketing,"Professional, Scientific, & Technical Skills",364,"$63,207","$67,811",193,"$80,318","$90,732"
50,1,FTF + FTT,5091,5091,Marketing,Management of Companies & Enterprises,26,"$57,611","$58,514",9,"$77,717","$83,081"
50,1,FTF + FTT,5091,5091,Marketing,Admin & Support & Waste Mgmt & Remediation,176,"$54,021","$61,289",96,"$58,824","$69,107"
50,1,FTF + FTT,5091,5091,Marketing,Educational Services,74,"$52,378","$47,344",51,"$55,876","$54,649"
50,1,FTF + FTT,5091,5091,Marketing,Health Care & Social Assistance,75,"$41,516","$46,920",54,"$59,374","$71,218"
50,1,FTF + FTT,5091,5091,Marketing,"Arts, Entertainment, & Recreation",49,"$45,615","$47,833",34,"$57,210","$59,633"
50,1,FTF + FTT,5091,5091,Marketing,Accommodation & Food Services,123,"$36,363","$37,794",53,"$44,059","$53,560"
50,1,FTF + FTT,5091,5091,Marketing,Other Services,54,"$42,332","$46,241",29,"$57,906","$66,391"
50,1,FTF + FTT,5091,5091,Marketing,Non-Classified,10,"$22,548","$41,568",4,,
50,1,FTF + FTT,5091,5091,Marketing,Government,37,"$57,827","$62,923",38,"$78,546","$85,539"
50,1,FTF + FTT,5091,5091,Marketing,Wages - No NAICS Code,21,"$52,626","$54,795",17,"$65,633","$72,622"
50,1,FTF + FTT,5131,5131,International Business,"Agriculture, Forestry, Fishing, & Hunting",2,,,1,,
50,1,FTF + FTT,5131,5131,International Business,Utilities,1,,,2,,
50,1,FTF + FTT,5131,5131,International Business,Construction,11,"$49,851","$47,785",4,,
50,1,FTF + FTT,5131,5131,International Business,Manufacturing,37,"$66,987","$69,250",31,"$85,354","$103,923"
50,1,FTF + FTT,5131,5131,International Business,Wholesale Trade,102,"$49,470","$50,562",51,"$58,275","$63,445"
50,1,FTF + FTT,5131,5131,International Business,Retail Trade,36,"$52,226","$55,377",22,"$44,703","$53,296"
50,1,FTF + FTT,5131,5131,International Business,Transportation & Warehousing,25,"$58,302","$61,565",23,"$67,023","$66,734"
50,1,FTF + FTT,5131,5131,International Business,Information,16,"$61,316","$60,940",13,"$72,315","$65,900"
50,1,FTF + FTT,5131,5131,International Business,Finance & Insurance,59,"$57,438","$74,782",36,"$77,142","$94,878"
50,1,FTF + FTT,5131,5131,International Business,Real Estate & Rental & Leasing,14,"$42,220","$46,335",6,"$42,313","$46,520"
